5354-2022-05-15_97_Schwyzer_Kantonales_Schwing-_und_Aelplerfest-ST

1a;Schuler Alex;***;;;;;;;;;111.25
20g;Betschart Daniel;;;;;;;;;;53.75
+;;;Jung Valentin;;;;;;;;9.75
o;3;9.75;Fankhauser Marco;**;7;57.0;6;8.5;3;-1.25;8.5
o;8;18.25;Bucher André;;11;56.0;10;17.75;2;-0.5;8.5
+;14;26.75;Kälin Michael;;29;35.25;14;26.75;0;0.0;9.75
o;11;36.5;Steffen Gustav;**;15;55.0;12;36.25;1;-0.25;8.5
-;17;45.0;Zemp Christian (2004);*;16;54.75;13;46.0;-4;1.0;8.75

20h;Durrer Ive;;;;;;;;;;53.75
+;;;Amrhyn Jonas;;;;;;;;10.0
o;2;10.0;Heinzer Ronny;*;10;56.25;5;8.75;3;-1.25;8.5
+;7;18.5;Von Euw Adi;;12;55.75;7;18.5;0;0.0;9.75
o;8;28.25;Steinauer Adrian;**;7;57.0;8;28.25;0;0.0;8.5
o;10;36.75;Heinzer Lukas (2004);;8;56.75;9;37.0;-1;0.25;8.5
o;16;45.25;Schuler Daniel;*;14;55.25;15;45.5;-1;0.25;8.5

20i;Bühler Patrice;;;;;;;;;;53.75
-;;;Beffa Mario;;;;;;;;8.75
-;5;8.75;Bucher André;;11;56.0;5;8.75;0;0.0;8.75
+;11;17.5;Laimbacher Cyrill (2004);;18;54.25;8;18.25;-3;0.75;9.75
-;12;27.25;Betschart Marcel;*;18;54.25;13;27.0;1;-0.25;8.75
-;13;36.0;von Rotz Adrian (2006);;21;53.5;13;36.0;0;0.0;9.0
-;17;45.0;Graber Sandro;;19;54.0;16;45.25;-1;0.25;8.75

20j;Ulrich Ronny (2006);;;;;;;;;;53.75
+;;;Kälin Michael;;;;;;;;10.0
o;2;10.0;Elsener Marcel;*;14;55.25;5;8.75;3;-1.25;8.5
o;7;18.5;Schärli Reto;*;15;55.0;7;18.5;0;0.0;8.5
+;13;27.0;Vogler Noah (2006);;28;35.5;13;27.0;0;0.0;9.75
o;10;36.75;Vogel Laurin;;14;55.25;10;36.75;0;0.0;8.5
o;16;45.25;Scherer Niklaus;**;12;55.75;14;45.75;-2;0.5;8.5

20k;Achermann Ueli;;;;;;;;;;53.75
+;;;Schwegler Flavio (2004);;;;;;;;9.75
o;3;9.75;Bernhard Lukas;**;10;56.25;5;8.75;2;-1.0;8.5
-;8;18.25;Birchler Fabian;;12;55.75;8;18.25;0;0.0;8.75
+;13;27.0;Krieg Silvan;;28;35.5;13;27.0;0;0.0;9.75
o;10;36.75;Kessler Joel;*;8;56.75;9;37.0;-1;0.25;8.5
o;16;45.25;Ulrich Michael;*;11;56.0;13;46.0;-3;0.75;8.5

20l;Achermann Christian;;;;;;;;;;53.75
o;;;Heinzer Lukas (2004);;;;;;;;8.5
+;6;8.5;Auf der Maur Michael;;28;35.5;6;8.5;0;0.0;10.0
o;7;18.5;Hegner Ueli;*;13;55.5;7;18.5;0;0.0;8.5
+;13;27.0;Schuler Thomas;;28;35.5;13;27.0;0;0.0;9.75
o;10;36.75;Appert Silvan;;7;57.0;8;37.25;-2;0.5;8.5
o;16;45.25;Walker Jan (2004);;13;55.5;15;45.5;-1;0.25;8.5

20m;Schmid Joel;;;;;;;;;;53.75
+;;;Berwert Eddy (2006);;;;;;;;10.0
o;2;10.0;Suter Pirmin;**;11;56.0;4;9.0;2;-1.0;8.5
o;7;18.5;Gwerder Fabian;;19;54.0;7;18.5;0;0.0;8.5
+;13;27.0;Suter Raphael;;27;35.75;12;27.25;-1;0.25;9.75
o;10;36.75;Lüthy Ralph;;13;55.5;9;37.0;-1;0.25;8.5
o;16;45.25;Meier Daniel;*;13;55.5;15;45.5;-1;0.25;8.5

20n;Arnold Robin;;;;;;;;;;53.75
o;;;Heinzer Benno (2006);;;;;;;;8.5
+;6;8.5;Pfyl Reto (2006);;28;35.5;6;8.5;0;0.0;10.0
o;7;18.5;Bucher Christian;**;8;56.75;7;18.5;0;0.0;8.5
+;13;27.0;Ochsner Tim (2006);;28;35.5;13;27.0;0;0.0;9.75
o;10;36.75;Andermatt Reto;;14;55.25;9;37.0;-1;0.25;8.5
o;16;45.25;Käslin Ruedi;*;14;55.25;15;45.5;-1;0.25;8.5

21a;Briker Raphael (2006);;;;;;;;;;53.5
-;;;Suter Ruedi;;;;;;;;9.0
+;4;9.0;Marty Remo (2005);;32;34.25;5;8.75;1;-0.25;9.75
o;6;18.75;Kälin Remo;*;14;55.25;7;18.5;1;-0.25;8.5
-;12;27.25;Forster Christian;;18;54.25;12;27.25;0;0.0;8.75
o;13;36.0;Theiler Thomas;;18;54.25;14;35.75;1;-0.25;8.5
-;19;44.5;Laimbacher Cyrill (2004);;18;54.25;16;45.25;-3;0.75;9.0

21b;Schnider Markus;*;;;;;;;;;53.5
-;;;Kenel Franz-Toni;*;;;;;;;8.75
+;5;8.75;Arnold Adrian (2004);;28;35.5;2;10.0;-3;1.25;10.0
o;6;18.75;Ulrich Marco;**;10;56.25;6;18.75;0;0.0;8.5
-;12;27.25;Gwerder Fabian;;19;54.0;8;28.25;-4;1.0;8.75
-;13;36.0;Von Euw Adi;;12;55.75;9;37.0;-4;1.0;8.75
-;18;44.75;Spichtig Clemens;;17;54.5;14;45.75;-4;1.0;8.75

21c;Bucher Manuel (2006);;;;;;;;;;53.5
+;;;Birchler Kilian;;;;;;;;9.75
o;3;9.75;Schilter Daniel;*;15;55.0;6;8.5;3;-1.25;8.5
o;8;18.25;Walker Jan (2004);;13;55.5;7;18.5;-1;0.25;8.5
+;14;26.75;Arnold Adrian (2004);;28;35.5;13;27.0;-1;0.25;9.75
o;11;36.5;Arnold Marcel;*;13;55.5;9;37.0;-2;0.5;8.5
o;17;45.0;Schnellmann Adrian (2004);;12;55.75;14;45.75;-3;0.75;8.5

21d;Püntener Luca (2005);;;;;;;;;;53.5
+;;;Schuler Mike (2006);;;;;;;;9.75
o;3;9.75;Arnold Marcel;*;13;55.5;5;8.75;2;-1.0;8.5
o;8;18.25;Grab Florian;;11;56.0;7;18.5;-1;0.25;8.5
+;14;26.75;Blättler Ronnie (2004);;29;35.25;14;26.75;0;0.0;9.75
o;11;36.5;Kälin Remo;*;14;55.25;10;36.75;-1;0.25;8.5
o;17;45.0;Hürlimann Ueli;;15;55.0;16;45.25;-1;0.25;8.5

21e;Kryenbühl Mauro (2005);;;;;;;;;;53.5
+;;;von Rotz Adrian (2006);;;;;;;;9.75
o;3;9.75;Schöpfer Marco;*;14;55.25;6;8.5;3;-1.25;8.5
o;8;18.25;Hürlimann Marco;;15;55.0;8;18.25;0;0.0;8.5
+;14;26.75;Furrer Alex;;31;34.5;16;26.0;2;-0.75;9.75
o;11;36.5;Schnellmann Alexander (2004);;12;55.75;8;37.25;-3;0.75;8.5
o;17;45.0;Röthlisberger Simon;*;17;54.5;18;44.75;1;-0.25;8.5

21f;von Rotz Adrian (2006);;;;;;;;;;53.5
o;;;Kryenbühl Mauro (2005);;;;;;;;8.75
-;5;8.75;Furrer Alex;;31;34.5;5;8.75;0;0.0;8.75
o;11;17.5;Gerber Jakob;;22;53.25;11;17.5;0;0.0;8.5
+;16;26.0;Stadelmann Lukas (2006);;33;34.0;18;25.5;2;-0.5;10.0
-;13;36.0;Bühler Patrice;;20;53.75;13;36.0;0;0.0;8.75
-;18;44.75;Föhn Christian;;18;54.25;16;45.25;-2;0.5;8.75

21g;Bürgi Simon;;;;;;;;;;53.5
o;;;Arnold Elias (2006);;;;;;;;8.5
+;6;8.5;Kiser Markus (2005);;28;35.5;6;8.5;0;0.0;9.75
o;8;18.25;Meier Daniel;*;13;55.5;12;17.25;4;-1.0;8.5
+;14;26.75;Köpﬂi Mario (2005);;29;35.25;14;26.75;0;0.0;9.75
o;11;36.5;Steffen Konrad;*;12;55.75;9;37.0;-2;0.5;8.5
o;17;45.0;Theiler Andre;;15;55.0;16;45.25;-1;0.25;8.5

22a;Suter Michael;;;;;;;;;;53.25
-;;;Lagler Reto;;;;;;;;8.75
o;5;8.75;Beffa Mario;;12;55.75;5;8.75;0;0.0;8.5
+;12;17.25;Ulrich Damian;;28;35.5;13;17.0;1;-0.25;10.0
o;12;27.25;Eﬃnger Markus;*;13;55.5;13;27.0;1;-0.25;8.5
-;14;35.75;Gerber Jakob;;22;53.25;13;36.0;-1;0.25;8.75
-;19;44.5;Suter Ruedi;;22;53.25;19;44.5;0;0.0;8.75

22b;Suter Ruedi;;;;;;;;;;53.25
-;;;Briker Raphael (2006);;;;;;;;8.75
-;5;8.75;Rohrer Michael;;24;52.75;6;8.5;1;-0.25;8.75
+;11;17.5;Ulrich Adrian;;30;34.75;11;17.5;0;0.0;10.0
o;11;27.5;Hirsiger Alexander;*;18;54.25;13;27.0;2;-0.5;8.5
o;13;36.0;Bucher André;;11;56.0;13;36.0;0;0.0;8.5
-;19;44.5;Suter Michael;;22;53.25;19;44.5;0;0.0;8.75

22c;Gerber Jakob;;;;;;;;;;53.25
-;;;Achermann Ivan (2005);;;;;;;;8.75
-;5;8.75;Spichtig Clemens;;17;54.5;6;8.5;1;-0.25;8.75
+;11;17.5;von Rotz Adrian (2006);;21;53.5;11;17.5;0;0.0;9.75
-;12;27.25;von Ah Quirin;;25;44.25;13;27.0;1;-0.25;8.75
-;13;36.0;Suter Michael;;22;53.25;14;35.75;1;-0.25;8.75
o;18;44.75;Rogenmoser Linus;;18;54.25;19;44.5;1;-0.25;8.5

23a;Schwegler Flavio (2004);;;;;;;;;;53.0
o;;;Achermann Ueli;;;;;;;;8.5
-;6;8.5;Füglister Stefan;;28;35.5;6;8.5;0;0.0;8.75
+;12;17.25;Furrer Jens;;28;35.5;12;17.25;0;0.0;9.75
-;13;27.0;Wolf Stefan (2006);;15;55.0;12;27.25;-1;0.25;9.0
o;13;36.0;Jung Valentin;;18;54.25;14;35.75;1;-0.25;8.5
o;19;44.5;Betschart Marcel;*;18;54.25;20;44.25;1;-0.25;8.5

24a;Rohrer Michael;;;;;;;;;;52.75
o;;;Birchler Fabian;;;;;;;;8.5
-;6;8.5;Suter Ruedi;;22;53.25;5;8.75;-1;0.25;8.75
+;12;17.25;Betschart Fabian 2 (2006);;33;34.0;13;17.0;1;-0.25;10.0
o;12;27.25;Inderbitzin Daniel;*;16;54.75;15;26.25;3;-1.0;8.5
o;14;35.75;Forster Christian;;18;54.25;13;36.0;-1;0.25;8.5
o;20;44.25;Schnellmann Sandro (2004);;19;54.0;20;44.25;0;0.0;8.5

24b;Stübi Noël (2004);;;;;;;;;;52.75
-;;;Hess Ramon (2006);;;;;;;;8.75
o;5;8.75;Betschart Fabian;;28;35.5;5;8.75;0;0.0;8.5
o;12;17.25;Föhn Christian;;18;54.25;12;17.25;0;0.0;8.5
+;17;25.75;Marty Remo (2005);;32;34.25;17;25.75;0;0.0;10.0
o;14;35.75;von Wyl Simon;;17;54.5;13;36.0;-1;0.25;8.5
o;20;44.25;Bamert Mathis (2005);;19;54.0;20;44.25;0;0.0;8.5

25a;von Ah Quirin;;;;;;;;;;44.25
o;;;Gwerder Beni;;;;;;;;8.5
+;6;8.5;Nideröst Remo (2005);;32;34.25;6;8.5;0;0.0;10.0
o;7;18.5;Schilter Daniel;*;15;55.0;7;18.5;0;0.0;8.5
-;13;27.0;Gerber Jakob;;22;53.25;12;27.25;-1;0.25;8.75
o;14;35.75;Gabriel Simon;;17;54.5;13;36.0;-1;0.25;8.5

26a;Bienz Romeo;*;;;;;;;;;36.0
-;;;Elsener Marcel;*;;;;;;;8.75
+;5;8.75;Arnold Manuel (2006);;28;35.5;2;10.0;-3;1.25;10.0
o;6;18.75;Rohrer Ivan;**;6;57.25;6;18.75;0;0.0;8.5
-;12;27.25;Ziegler Elias;;13;55.5;7;28.5;-5;1.25;8.75

27a;Suter Raphael;;;;;;;;;;35.75
+;;;Waser Kevin (2006);;;;;;;;9.75
o;3;9.75;Scherer Niklaus;**;12;55.75;6;8.5;3;-1.25;8.5
-;8;18.25;Egli Severin (2004);;20;53.75;10;17.75;2;-0.5;9.0
o;12;27.25;Schmid Joel;;20;53.75;13;27.0;1;-0.25;8.5

28a;Kiser Markus (2005);;;;;;;;;;35.5
o;;;Gwerder Fabian;;;;;;;;8.5
o;6;8.5;Bürgi Simon;;21;53.5;6;8.5;0;0.0;8.5
+;13;17.0;Birchler Kilian;;28;35.5;13;17.0;0;0.0;10.0
o;13;27.0;Beffa Mario;;12;55.75;13;27.0;0;0.0;8.5

28b;Laimbacher Severin (2006);;;;;;;;;;35.5
+;;;Rusterholz Timon (2006);;;;;;;;10.0
o;2;10.0;Käslin Ruedi;*;14;55.25;5;8.75;3;-1.25;8.5
o;7;18.5;Gisler Silvan;;18;54.25;7;18.5;0;0.0;8.5
o;13;27.0;Häller Nick;;19;54.0;13;27.0;0;0.0;8.5

28c;Imgrüth Fabian (2005);;;;;;;;;;35.5
+;;;Müller Ueli (2006);;;;;;;;10.0
o;2;10.0;Mehr Lars;*;12;55.75;5;8.75;3;-1.25;8.5
o;7;18.5;Betschart Roger;;13;55.5;7;18.5;0;0.0;8.5
o;13;27.0;Herger Flavio;;19;54.0;13;27.0;0;0.0;8.5

28d;Reichlin Reto;;;;;;;;;;35.5
+;;;Omlin David (2006);;;;;;;;10.0
o;2;10.0;Murer Andy;**;15;55.0;5;8.75;3;-1.25;8.5
o;7;18.5;Kathriner Severin;;13;55.5;7;18.5;0;0.0;8.5
o;13;27.0;Wyrsch Gabriel;;14;55.25;13;27.0;0;0.0;8.5

28e;Betschart Fabian;;;;;;;;;;35.5
-;;;Egli Severin (2004);;;;;;;;8.75
+;5;8.75;Stübi Noël (2004);;24;52.75;5;8.75;0;0.0;9.75
o;7;18.5;Steffen Valentin;*;20;53.75;10;17.75;3;-0.75;8.5
o;13;27.0;Waser Kevin (2006);;19;54.0;13;27.0;0;0.0;8.5

28f;Berwert Eddy (2006);;;;;;;;;;35.5
o;;;Schmid Joel;;;;;;;;8.5
+;6;8.5;Suter Manuel (2006);;33;34.0;6;8.5;0;0.0;10.0
o;7;18.5;Schöpfer Marco;*;14;55.25;8;18.25;1;-0.25;8.5
o;13;27.0;Styger Alex;;18;54.25;12;27.25;-1;0.25;8.5

28g;Schmid Pirmin;;;;;;;;;;35.5
-;;;Schnellmann Adrian (2004);;;;;;;;8.75
o;5;8.75;Schuler Thomas;;28;35.5;6;8.5;1;-0.25;8.5
o;12;17.25;Schnellmann Sandro (2004);;19;54.0;13;17.0;1;-0.25;8.5
+;17;25.75;Schuler Koni;;32;34.25;17;25.75;0;0.0;9.75

28h;Lagler Reto;;;;;;;;;;35.5
-;;;Suter Michael;;;;;;;;8.75
+;5;8.75;Vogler Noah (2006);;28;35.5;6;8.5;1;-0.25;9.75
o;7;18.5;Steffen Gustav;**;15;55.0;11;17.5;4;-1.0;8.5
o;13;27.0;Albert Thomas;;14;55.25;13;27.0;0;0.0;8.5

28i;Bösch Dario;;;;;;;;;;35.5
o;;;Wolf Stefan (2006);;;;;;;;8.5
o;6;8.5;Albert Thomas;;14;55.25;6;8.5;0;0.0;8.5
o;13;17.0;Ochsner Tim (2006);;28;35.5;13;17.0;0;0.0;8.5
+;18;25.5;Suter Manuel (2006);;33;34.0;18;25.5;0;0.0;10.0

28j;Müller Adrian (2006);;;;;;;;;;35.5
+;;;Stadelmann Lukas (2006);;;;;;;;10.0
o;2;10.0;Bättig Martin;*;15;55.0;4;9.0;2;-1.0;8.5
o;7;18.5;Bieri Elias;;14;55.25;7;18.5;0;0.0;8.5
o;13;27.0;Achermann Ivan (2005);;18;54.25;12;27.25;-1;0.25;8.5

28k;Schuler Thomas;;;;;;;;;;35.5
o;;;Schaller Noah;;;;;;;;8.5
+;6;8.5;Schmid Pirmin;;28;35.5;5;8.75;-1;0.25;10.0
o;7;18.5;Stöckli Stefan;***;7;57.0;12;17.25;5;-1.25;8.5
o;13;27.0;Achermann Christian;;20;53.75;13;27.0;0;0.0;8.5

28l;Vogler Noah (2006);;;;;;;;;;35.5
o;;;Roth Marco (2004);;;;;;;;8.5
o;6;8.5;Lagler Reto;;28;35.5;5;8.75;-1;0.25;8.5
+;13;17.0;Pfrunder Adrian (2006);;33;34.0;13;17.0;0;0.0;10.0
o;13;27.0;Ulrich Ronny (2006);;20;53.75;13;27.0;0;0.0;8.5

28m;Auf der Maur Michael;;;;;;;;;;35.5
o;;;Hüsler Matthias;;;;;;;;8.5
o;6;8.5;Achermann Christian;;20;53.75;6;8.5;0;0.0;8.5
+;13;17.0;Pfyl Reto (2006);;28;35.5;13;17.0;0;0.0;10.0
o;13;27.0;Hürlimann Ueli;;15;55.0;13;27.0;0;0.0;8.5

28n;Arnold Adrian (2004);;;;;;;;;;35.5
+;;;Pfrunder Adrian (2006);;;;;;;;10.0
o;2;10.0;Schnider Markus;*;21;53.5;5;8.75;3;-1.25;8.5
o;7;18.5;Bucher Roland;*;8;56.75;7;18.5;0;0.0;8.5
o;13;27.0;Bucher Manuel (2006);;21;53.5;14;26.75;1;-0.25;8.5

28o;Suter Nicola (2005);;;;;;;;;;35.5
o;;;Andermatt Reto;;;;;;;;8.5
+;6;8.5;Stadelmann Lukas (2006);;33;34.0;6;8.5;0;0.0;10.0
o;7;18.5;Keller Janik;*;14;55.25;10;17.75;3;-0.75;8.5
o;13;27.0;Ulrich Roman;;12;55.75;12;27.25;-1;0.25;8.5

28p;Pfyl Reto (2006);;;;;;;;;;35.5
o;;;Kempf David;;;;;;;;8.5
o;6;8.5;Arnold Robin;;20;53.75;6;8.5;0;0.0;8.5
o;13;17.0;Auf der Maur Michael;;28;35.5;13;17.0;0;0.0;8.5
+;18;25.5;Rusterholz Timon (2006);;33;34.0;18;25.5;0;0.0;10.0

28q;Birchler Kilian;;;;;;;;;;35.5
o;;;Bucher Manuel (2006);;;;;;;;8.5
o;6;8.5;Jung Valentin;;18;54.25;5;8.75;-1;0.25;8.5
o;13;17.0;Kiser Markus (2005);;28;35.5;13;17.0;0;0.0;8.5
+;18;25.5;Keller Philipp (2006);;33;34.0;18;25.5;0;0.0;10.0

28r;Ulrich Damian;;;;;;;;;;35.5
o;;;Hürlimann Marco;;;;;;;;8.5
o;6;8.5;Betschart Roger;;13;55.5;6;8.5;0;0.0;8.5
o;13;17.0;Suter Michael;;22;53.25;12;17.25;-1;0.25;8.5
+;18;25.5;Pfrunder Adrian (2006);;33;34.0;18;25.5;0;0.0;10.0

28s;Gander Sebastian;;;;;;;;;;35.5
o;;;Walker Jan (2004);;;;;;;;8.75
o;5;8.75;Egli Adrian;;20;53.75;5;8.75;0;0.0;8.5
+;12;17.25;Hess Ramon (2006);;31;34.5;12;17.25;0;0.0;9.75
o;13;27.0;Heinzer Benno (2006);;14;55.25;13;27.0;0;0.0;8.5

28t;Kempf David;;;;;;;;;;35.5
+;;;Pfyl Reto (2006);;;;;;;;10.0
o;2;10.0;Schuler Alex;*;1;111.25;1;17.25;-1;7.25;8.5
o;7;18.5;Gwerder Beni;;13;55.5;7;18.5;0;0.0;8.5
o;13;27.0;Birchler Fabian;;12;55.75;13;27.0;0;0.0;8.5

28u;Schuler Mike (2006);;;;;;;;;;35.5
o;;;Püntener Luca (2005);;;;;;;;8.5
+;6;8.5;Omlin David (2006);;30;34.75;6;8.5;0;0.0;10.0
o;7;18.5;Zemp Christian (2004);*;16;54.75;10;17.75;3;-0.75;8.5
o;13;27.0;Huser Christian;;12;55.75;12;27.25;-1;0.25;8.5

28v;Stübi Nevio (2006);;;;;;;;;;35.5
o;;;Steiner Severin;;;;;;;;8.5
+;6;8.5;Keller Philipp (2006);;33;34.0;6;8.5;0;0.0;10.0
o;7;18.5;Heinzer Lukas (2004);;8;56.75;7;18.5;0;0.0;8.5
o;13;27.0;Schuler Daniel;*;14;55.25;13;27.0;0;0.0;8.5

28w;Gwerder Andreas;*;;;;;;;;;35.5
o;;;Betschart Marcel;*;;;;;;;8.5
+;6;8.5;Graber Sandro;;19;54.0;3;9.75;-3;1.25;10.0
o;7;18.5;Bühlmann Daniel;;6;57.25;7;18.5;0;0.0;8.5
o;13;27.0;Gasser Dominik 1;;18;54.25;12;27.25;-1;0.25;8.5

28x;Krieg Silvan;;;;;;;;;;35.5
o;;;Kauﬂin Andrin (2004);;;;;;;;8.5
o;6;8.5;Imfeld David (2006);;18;54.25;5;8.75;-1;0.25;8.5
+;13;17.0;Suter Manuel (2006);;33;34.0;13;17.0;0;0.0;10.0
o;13;27.0;Achermann Ueli;;20;53.75;13;27.0;0;0.0;8.5

28y;Furrer Jens;;;;;;;;;;35.5
o;;;Züger Benjamin (2004);;;;;;;;8.5
-;6;8.5;Steiner Edi (2006);;30;34.75;4;9.0;-2;0.5;8.75
o;12;17.25;Schwegler Flavio (2004);;23;53.0;12;17.25;0;0.0;8.5
+;17;25.75;Nideröst Remo (2005);;32;34.25;17;25.75;0;0.0;9.75

28z;Kauﬂin Andrin (2004);;;;;;;;;;35.5
+;;;Krieg Silvan;;;;;;;;9.75
o;3;9.75;Doppmann Urs;**;9;56.5;6;8.5;3;-1.25;8.5
o;8;18.25;Hurschler Tobias;;15;55.0;8;18.25;0;0.0;8.5
o;14;26.75;Baumann Marco;;15;55.0;14;26.75;0;0.0;8.75

28z1;Arnold Manuel (2006);;;;;;;;;;35.5
+;;;Keller Philipp (2006);;;;;;;;10.0
o;2;10.0;Bienz Romeo;*;26;36.0;5;8.75;3;-1.25;8.5
o;7;18.5;Schnellmann Alexander (2004);;12;55.75;7;18.5;0;0.0;8.5
o;13;27.0;Fässler Werner (2005);;20;53.75;14;26.75;1;-0.25;8.5

28z2;Ochsner Tim (2006);;;;;;;;;;35.5
o;;;Kathriner Severin;;;;;;;;8.5
o;6;8.5;Vogel Laurin;;14;55.25;6;8.5;0;0.0;8.5
+;13;17.0;Bösch Dario;;28;35.5;13;17.0;0;0.0;10.0
o;13;27.0;Arnold Robin;;20;53.75;13;27.0;0;0.0;8.5

28z3;Ettlin Kevin;;;;;;;;;;35.5
o;;;Appert Silvan;;;;;;;;8.5
o;6;8.5;Forster Christian;;18;54.25;5;8.75;-1;0.25;8.5
+;13;17.0;Nideröst Remo (2005);;32;34.25;13;17.0;0;0.0;10.0
o;13;27.0;Lagler Christian;*;18;54.25;17;25.75;4;-1.25;8.5

28z4;Füglister Stefan;;;;;;;;;;35.5
o;;;Reichmuth Marco (2005);;;;;;;;8.5
-;6;8.5;Schwegler Flavio (2004);;23;53.0;6;8.5;0;0.0;8.75
+;12;17.25;Stadelmann Lukas (2006);;33;34.0;13;17.0;1;-0.25;9.75
o;13;27.0;Schürpf Bruno;*;18;54.25;17;25.75;4;-1.25;8.5

29a;von Moos Nico (2006);;;;;;;;;;35.25
o;;;Auf der Maur Alex;;;;;;;;8.5
o;6;8.5;Schnellmann Adrian (2004);;12;55.75;5;8.75;-1;0.25;8.5
o;13;17.0;Kälin Michael;;29;35.25;13;17.0;0;0.0;8.5
+;18;25.5;Betschart Fabian 2 (2006);;33;34.0;18;25.5;0;0.0;9.75

29b;Blättler Ronnie (2004);;;;;;;;;;35.25
+;;;Flüeler Jeremias (2006);;;;;;;;9.75
o;3;9.75;Stöckli Damian;*;11;56.0;6;8.5;3;-1.25;8.5
o;8;18.25;Graber Sandro;;19;54.0;8;18.25;0;0.0;8.5
o;14;26.75;Püntener Luca (2005);;21;53.5;14;26.75;0;0.0;8.5

29c;Roth Marco (2004);;;;;;;;;;35.25
+;;;Vogler Noah (2006);;;;;;;;9.75
o;3;9.75;Arnold Raphael;**;34;27.0;6;8.5;3;-1.25;8.5
o;8;18.25;Theiler Andre;;15;55.0;8;18.25;0;0.0;8.5
o;14;26.75;Egli Severin (2004);;20;53.75;14;26.75;0;0.0;8.5

29d;Koller Robin (2006);;;;;;;;;;35.25
o;;;Schnellmann Alexander (2004);;;;;;;;8.5
o;6;8.5;Styger Alex;;18;54.25;6;8.5;0;0.0;8.5
+;13;17.0;Keller Philipp (2006);;33;34.0;13;17.0;0;0.0;9.75
o;14;26.75;Bamert Mathis (2005);;19;54.0;16;26.0;2;-0.75;8.5

29e;Richardson Patrick;;;;;;;;;;35.25
o;;;Gemsch Stefan;;;;;;;;8.5
o;6;8.5;Achermann Ivan (2005);;18;54.25;5;8.75;-1;0.25;8.5
+;13;17.0;Rusterholz Timon (2006);;33;34.0;13;17.0;0;0.0;9.75
o;14;26.75;Föhn Christian;;18;54.25;13;27.0;-1;0.25;8.5

29f;Kälin Michael;;;;;;;;;;35.25
o;;;Ulrich Ronny (2006);;;;;;;;8.5
o;6;8.5;Köpﬂi Mario (2005);;29;35.25;6;8.5;0;0.0;8.5
+;13;17.0;von Moos Nico (2006);;29;35.25;13;17.0;0;0.0;9.75
o;14;26.75;Betschart Daniel;;20;53.75;14;26.75;0;0.0;8.5

29g;Flüeler Jeremias (2006);;;;;;;;;;35.25
o;;;Blättler Ronnie (2004);;;;;;;;8.5
+;6;8.5;Schnellmann Sandro (2004);;19;54.0;6;8.5;0;0.0;9.75
o;8;18.25;Hirsiger Alexander;*;18;54.25;12;17.25;4;-1.0;8.5
o;14;26.75;Schnellmann Adrian (2004);;12;55.75;13;27.0;-1;0.25;8.5

29h;Köpﬂi Mario (2005);;;;;;;;;;35.25
o;;;Fässler Werner (2005);;;;;;;;8.5
+;6;8.5;Kälin Michael;;29;35.25;6;8.5;0;0.0;9.75
o;8;18.25;Suter Samuel;*;34;27.0;12;17.25;4;-1.0;8.5
o;14;26.75;Bürgi Simon;;21;53.5;14;26.75;0;0.0;8.5

29i;Müller Ueli (2006);;;;;;;;;;35.25
o;;;Imgrüth Fabian (2005);;;;;;;;8.5
+;6;8.5;Pfrunder Adrian (2006);;33;34.0;6;8.5;0;0.0;9.75
o;8;18.25;Zimmermann Daniel;*;13;55.5;13;17.0;5;-1.25;8.5
o;14;26.75;Reichmuth Marco (2005);;18;54.25;13;27.0;-1;0.25;8.5

30a;Omlin David (2006);;;;;;;;;;34.75
o;;;Reichlin Reto;;;;;;;;8.5
o;6;8.5;Schuler Mike (2006);;28;35.5;6;8.5;0;0.0;8.75
-;12;17.25;Schuler Koni;;32;34.25;13;17.0;1;-0.25;8.75
-;16;26.0;Hess Ramon (2006);;31;34.5;17;25.75;1;-0.25;8.75

30b;Steiner Edi (2006);;;;;;;;;;34.75
-;;;Bamert Mathis (2005);;;;;;;;9.0
-;4;9.0;Furrer Jens;;28;35.5;6;8.5;2;-0.5;8.75
o;10;17.75;Gabriel Simon;;17;54.5;11;17.5;1;-0.25;8.5
o;15;26.25;Laimbacher Cyrill (2004);;18;54.25;14;26.75;-1;0.5;8.5

30c;Ulrich Adrian;;;;;;;;;;34.75
-;;;von Wyl Simon;;;;;;;;8.75
-;5;8.75;Gabriel Simon;;17;54.5;5;8.75;0;0.0;8.75
o;11;17.5;Suter Ruedi;;22;53.25;11;17.5;0;0.0;8.5
-;16;26.0;Kälin Reto (2006);;31;34.5;17;25.75;1;-0.25;8.75

31a;Kälin Reto (2006);;;;;;;;;;34.5
o;;;Graber Sandro;;;;;;;;8.5
o;6;8.5;Herger Lars (2005);;20;53.75;6;8.5;0;0.0;8.75
o;12;17.25;Theiler Thomas;;18;54.25;12;17.25;0;0.0;8.5
-;17;25.75;Ulrich Adrian;;30;34.75;16;26.0;-1;0.25;8.75

31b;Hess Ramon (2006);;;;;;;;;;34.5
-;;;Stübi Noël (2004);;;;;;;;8.75
o;5;8.75;Amrhyn Jonas;;18;54.25;6;8.5;1;-0.25;8.5
o;12;17.25;Gander Sebastian;;28;35.5;12;17.25;0;0.0;8.5
-;17;25.75;Omlin David (2006);;30;34.75;16;26.0;-1;0.25;8.75

31c;Furrer Alex;;;;;;;;;;34.5
