3688-2021-08-15_21_Schwaegalp-Schwinget-ST

1a;Giger Samuel;***;;;;;;;;;58.75
-;;;Gerber Christian;***;;;;;;;8.75
+;4;8.75;Schiesser Patrik;*;20;52.5;2;9.75;-2;1.0;9.75
o;5;18.5;Aeschbacher Matthias;***;4;56.75;5;18.5;0;0.0;8.5
+;9;27.0;Leuppi Karim;*;15;54.0;9;27.0;0;0.0;10.0
-;9;37.0;Gasser Dominik;*;7;56.0;7;37.5;-2;0.5;8.75
o;11;45.75;Oettli Marco;**;9;55.5;11;45.75;0;0.0;8.5

14c;Riget Florian;*;;;;;;;;;54.25
o;;;Zaugg Lars;*;;;;;;;8.75
+;4;8.75;Ducrest Etienne;*;28;17.25;4;8.75;0;0.0;10.0
o;4;18.75;Gapany Benjamin;***;6;56.25;4;18.75;0;0.0;8.5
o;8;27.25;Steffen Gustav;**;9;55.5;7;27.5;-1;0.25;8.5
+;14;35.75;Hugelshofer Lars;*;19;52.75;15;35.5;1;-0.25;10.0
o;11;45.75;Dumelin David;**;9;55.5;11;45.75;0;0.0;8.5

14d;Biäsch Christian;*;;;;;;;;;54.25
+;;;Burger Matthieu;**;;;;;;;9.75
o;2;9.75;Staudenmann Fabian;***;2;57.25;2;9.75;0;0.0;8.5
-;6;18.25;Kolb This (2003);*;13;54.5;6;18.25;0;0.0;9.0
-;8;27.25;Baeriswyl Christoph;**;13;54.5;8;27.25;0;0.0;8.75
+;13;36.0;Schiesser Patrik;*;20;52.5;15;35.5;2;-0.5;9.75
o;11;45.75;Schlegel Werner;**;8;55.75;11;45.75;0;0.0;8.5

15a;Rüegg Fabian;*;;;;;;;;;54.0
+;;;Mollet Ivan;**;;;;;;;9.75
o;2;9.75;Wiget Michael;***;3;57.0;5;8.5;3;-1.25;8.5
+;6;18.25;Thoma Christoph;*;25;27.0;5;18.5;-1;0.25;10.0
o;5;28.25;Kramer Lario;***;3;57.0;4;28.5;-1;0.25;8.5
o;10;36.75;Burger Matthieu;**;8;55.75;10;36.75;0;0.0;8.5
-;13;45.25;Schläpfer Markus;**;13;54.5;12;45.5;-1;0.25;8.75

15b;Leuppi Karim;*;;;;;;;;;54.0
+;;;Ulmann Fabian;*;;;;;;;10.0
o;1;10.0;von Weissenfluh Kilian;***;4;56.75;3;9.0;2;-1.0;8.5
o;5;18.5;Ramseier Fritz;**;10;55.25;5;18.5;0;0.0;8.5
o;9;27.0;Gmür Pirmin;**;14;54.25;9;27.0;0;0.0;8.5
o;15;35.5;Poltera Andrin;*;9;55.5;14;35.75;-1;0.25;8.5
+;17;44.0;Schiesser Patrik;*;20;52.5;17;44.0;0;0.0;10.0

15c;Schneider Mario;**;;;;;;;;;54.0
o;;;Gnägi Florian;***;;;;;;;8.5
+;5;8.5;Zaugg Lars;*;9;55.5;2;9.75;-3;1.25;9.75
+;6;18.25;Wieland Janis;*;16;53.75;5;18.5;-1;0.25;10.0
-;5;28.25;Renfer Lukas;**;6;56.25;4;28.5;-1;0.25;8.75
o;9;37.0;Roschi Ruedi;**;5;56.5;5;38.0;-4;1.0;8.5
o;12;45.5;Geisser Lars;**;9;55.5;12;45.5;0;0.0;8.5

15d;Schnurrenberger Roman;**;;;;;;;;;54.0
-;;;Berger Lorenz;**;;;;;;;8.75
o;4;8.75;Dumelin David;**;9;55.5;4;8.75;0;0.0;8.5
+;8;17.25;Schiesser Patrik;*;20;52.5;6;18.25;-2;1.0;9.75
o;9;27.0;Walther Adrian;**;4;56.75;7;27.5;-2;0.5;8.5
+;15;35.5;Mollet Ivan;**;14;54.25;14;35.75;-1;0.25;10.0
o;12;45.5;Gerber Christian;***;7;56.0;10;46.0;-2;0.5;8.5

15e;Schlegel Sandro;**;;;;;;;;;54.0
o;;;Ramseier Fritz;**;;;;;;;8.5
+;5;8.5;Berger Lorenz;**;10;55.25;4;8.75;-1;0.25;9.75
o;6;18.25;Burger Matthieu;**;8;55.75;6;18.25;0;0.0;8.5
+;10;26.75;Colò Kilian;**;18;53.0;9;27.0;-1;0.25;10.0
o;10;36.75;Aeschbacher Matthias;***;4;56.75;9;37.0;-1;0.25;8.75
o;12;45.5;Räbsamen Marcel;*;10;55.25;13;45.25;1;-0.25;8.5

15f;Tschachtli Sven;**;;;;;;;;;54.0
o;;;Funk Nicola;*;;;;;;;8.5
+;5;8.5;Koller Fabian;*;24;34.0;5;8.5;0;0.0;9.75
o;6;18.25;Notz Beni;***;19;52.75;7;17.5;1;-0.75;8.5
+;10;26.75;Schuler Martin;*;21;35.25;10;26.75;0;0.0;10.0
o;10;36.75;Steffen Gustav;**;9;55.5;8;37.25;-2;0.5;8.5
o;13;45.25;Giger Urs;*;9;55.5;12;45.5;-1;0.25;8.75

16a;Borcard Johann;**;;;;;;;;;53.75
-;;;Schläpfer Markus;**;;;;;;;8.75
+;4;8.75;Good Marco;*;12;54.75;4;8.75;0;0.0;9.75
o;5;18.5;Ott Damian;**;10;55.25;5;18.5;0;0.0;8.5
+;9;27.0;Hugelshofer Lars;*;19;52.75;9;27.0;0;0.0;9.75
o;10;36.75;Burkhalter Stefan;***;11;55.0;12;36.25;2;-0.5;8.5
o;13;45.25;Poltera Andrin;*;9;55.5;12;45.5;-1;0.25;8.5

16b;Wild Thomas;*;;;;;;;;;53.75
o;;;Schuler Martin;*;;;;;;;8.5
+;5;8.5;Joos Enrico (2003);*;23;34.5;5;8.5;0;0.0;9.75
o;6;18.25;Wittwer Jan;**;8;55.75;7;17.5;1;-0.75;8.5
+;10;26.75;Pianta Christian;*;19;52.75;8;27.25;-2;0.5;10.0
o;10;36.75;Inniger Thomas;***;10;55.25;9;37.0;-1;0.25;8.5
o;13;45.25;Matthey Mickaël;**;12;54.75;10;46.0;-3;0.75;8.5

16c;Wieland Janis;*;;;;;;;;;53.75
o;;;Kolb This (2003);*;;;;;;;8.5
+;5;8.5;Hugelshofer Lars;*;19;52.75;5;8.5;0;0.0;10.0
o;5;18.5;Schneider Mario;**;15;54.0;6;18.25;1;-0.25;8.5
o;9;27.0;Schläpfer Markus;**;13;54.5;8;27.25;-1;0.25;8.5
o;15;35.5;Bollhalder Manuel;*;9;55.5;10;36.75;-5;1.25;8.5
+;17;44.0;Fuster Sepp;*;20;52.5;17;44.0;0;0.0;9.75

16d;Wettstein Daniel;*;;;;;;;;;53.75
+;;;Joos Enrico (2003);*;;;;;;;9.75
o;2;9.75;Stucki Christian;***;3;57.0;5;8.5;3;-1.25;8.5
+;6;18.25;Poltera Andrin;*;9;55.5;8;17.25;2;-1.0;10.0
o;5;28.25;Kramer Dorian;**;12;54.75;7;27.5;2;-0.75;8.5
o;10;36.75;Gottofrey Marc;**;9;55.5;9;37.0;-1;0.25;8.5
o;13;45.25;Kuster Thomas;*;11;55.0;13;45.25;0;0.0;8.5

17a;Blaser Christian;**;;;;;;;;;53.5
o;;;Kramer Dorian;**;;;;;;;8.5
+;5;8.5;Balimann Sandro;*;10;55.25;4;8.75;-1;0.25;9.75
o;6;18.25;Gottofrey Marc;**;9;55.5;5;18.5;-1;0.25;8.5
+;10;26.75;Matthey Mickaël;**;12;54.75;8;27.25;-2;0.5;9.75
o;11;36.5;Oettli Marco;**;9;55.5;14;35.75;3;-0.75;8.5
o;14;45.0;Mollet Ivan;**;14;54.25;15;44.5;1;-0.5;8.5

17b;Krähenbühl Tobias;***;;;;;;;;;53.5
o;;;Walther Adrian;**;;;;;;;8.5
-;5;8.5;Matthey Mickaël;**;12;54.75;2;9.75;-3;1.25;9.0
-;7;17.5;Baeriswyl Christoph;**;13;54.5;6;18.25;-1;0.75;9.0
+;11;26.5;Mollet Ivan;**;14;54.25;8;27.25;-3;0.75;10.0
o;11;36.5;Berger Lorenz;**;10;55.25;10;36.75;-1;0.25;8.5
o;14;45.0;Wittwer Jan;**;8;55.75;11;45.75;-3;0.75;8.5

18a;Elmer Daniel;*;;;;;;;;;53.0
-;;;Schmid Patrick;*;;;;;;;8.75
-;4;8.75;Wittwer Jan;**;8;55.75;4;8.75;0;0.0;8.75
o;7;17.5;Oettli Marco;**;9;55.5;8;17.25;1;-0.25;8.5
+;13;26.0;Joos Enrico (2003);*;23;34.5;13;26.0;0;0.0;10.0
o;13;36.0;Matthey Mickaël;**;12;54.75;13;36.0;0;0.0;8.5
o;15;44.5;Funk Nicola;*;13;54.5;15;44.5;0;0.0;8.5

18b;Colò Kilian;**;;;;;;;;;53.0
+;;;Burkhard Tobias;*;;;;;;;10.0
o;1;10.0;Ott Damian;**;10;55.25;4;8.75;3;-1.25;8.5
o;5;18.5;Räbsamen Marcel;*;10;55.25;6;18.25;1;-0.25;8.5
o;9;27.0;Schlegel Sandro;**;15;54.0;10;26.75;1;-0.25;8.5
-;15;35.5;Funk Nicola;*;13;54.5;15;35.5;0;0.0;8.75
-;16;44.25;Hugelshofer Lars;*;19;52.75;17;44.0;1;-0.25;8.75

18c;Dörig Erich;*;;;;;;;;;53.0
-;;;Schäppi Urs;*;;;;;;;8.75
o;4;8.75;Collaud Romain;**;9;55.5;5;8.5;1;-0.25;8.5
o;8;17.25;Geisser Lars;**;9;55.5;7;17.5;-1;0.25;8.5
+;14;25.75;Hayoz Quentin;*;22;34.75;12;26.25;-2;0.5;10.0
o;14;35.75;Balimann Sandro;*;10;55.25;15;35.5;1;-0.25;8.75
o;15;44.5;Baeriswyl Christoph;**;13;54.5;15;44.5;0;0.0;8.5

19a;Pianta Christian;*;;;;;;;;;52.75
-;;;Balimann Sandro;*;;;;;;;8.75
+;4;8.75;Fuster Sepp;*;20;52.5;4;8.75;0;0.0;10.0
o;4;18.75;Leuppi Samir;***;3;57.0;4;18.75;0;0.0;8.5
o;8;27.25;Wild Thomas;*;16;53.75;10;26.75;2;-0.5;8.5
o;14;35.75;Collaud Romain;**;9;55.5;9;37.0;-5;1.25;8.5
o;16;44.25;Kolb This (2003);*;13;54.5;15;44.5;-1;0.25;8.5

19b;Notz Beni;***;;;;;;;;;52.75
o;;;Gapany Benjamin;***;;;;;;;8.5
-;5;8.5;Kramer Dorian;**;12;54.75;2;9.75;-3;1.25;9.0
+;7;17.5;Tschachtli Sven;**;15;54.0;6;18.25;-1;0.75;9.75
o;8;27.25;Roschi Ruedi;**;5;56.5;6;28.0;-2;0.75;8.5
o;14;35.75;Iseli Marco;**;10;55.25;9;37.0;-5;1.25;8.5
o;16;44.25;Balimann Sandro;*;10;55.25;12;45.5;-4;1.25;8.5

19c;Hugelshofer Lars;*;;;;;;;;;52.75
o;;;Baeriswyl Christoph;**;;;;;;;8.5
o;5;8.5;Wieland Janis;*;16;53.75;5;8.5;0;0.0;8.5
+;9;17.0;Kilchoer Alain;*;24;34.0;9;17.0;0;0.0;10.0
o;9;27.0;Borcard Johann;**;16;53.75;9;27.0;0;0.0;8.5
o;15;35.5;Riget Florian;*;14;54.25;14;35.75;-1;0.25;8.5
-;17;44.0;Colò Kilian;**;18;53.0;16;44.25;-1;0.25;8.75

20a;Fuster Sepp;*;;;;;;;;;52.5
-;;;Hayoz Quentin;*;;;;;;;8.75
o;4;8.75;Pianta Christian;*;19;52.75;4;8.75;0;0.0;8.5
o;8;17.25;Balimann Sandro;*;10;55.25;8;17.25;0;0.0;8.5
+;14;25.75;Kilchoer Alain;*;24;34.0;15;25.5;1;-0.25;9.75
o;15;35.5;Wittwer Jan;**;8;55.75;14;35.75;-1;0.25;8.5
o;17;44.0;Wieland Janis;*;16;53.75;17;44.0;0;0.0;8.5

20b;Schiesser Patrik;*;;;;;;;;;52.5
+;;;Ackermann Rico (2003);*;;;;;;;9.75
o;2;9.75;Gmür Pirmin;**;14;54.25;4;8.75;2;-1.0;8.5
o;6;18.25;Schnurrenberger Roman;**;15;54.0;8;17.25;2;-1.0;8.5
o;10;26.75;Giger Urs;*;9;55.5;9;27.0;-1;0.25;8.75
o;15;35.5;Biäsch Christian;*;14;54.25;13;36.0;-2;0.5;8.5
o;17;44.0;Leuppi Karim;*;15;54.0;17;44.0;0;0.0;8.5

21a;Schuler Martin;*;;;;;;;;;35.25
+;;;Wild Thomas;*;;;;;;;9.75
o;2;9.75;Iseli Marco;**;10;55.25;4;8.75;2;-1.0;8.5
o;6;18.25;Zaugg Lars;*;9;55.5;6;18.25;0;0.0;8.5
o;10;26.75;Tschachtli Sven;**;15;54.0;10;26.75;0;0.0;8.5

21b;Ackermann Rico (2003);*;;;;;;;;;35.25
o;;;Schiesser Patrik;*;;;;;;;8.5
o;5;8.5;Ulmann Fabian;*;26;26.75;5;8.5;0;0.0;8.5
o;9;17.0;Burkhard Tobias;*;21;35.25;9;17.0;0;0.0;8.5
+;15;25.5;Kolb Pirmin;*;23;34.5;14;25.75;-1;0.25;9.75

21c;Burkhard Tobias;*;;;;;;;;;35.25
o;;;Colò Kilian;**;;;;;;;8.5
o;5;8.5;Giger Urs;*;9;55.5;5;8.5;0;0.0;8.5
+;9;17.0;Ackermann Rico (2003);*;21;35.25;9;17.0;0;0.0;9.75
o;10;26.75;Kuster Thomas;*;11;55.0;10;26.75;0;0.0;8.5

21d;Rotach Lars;*;;;;;;;;;35.25
o;;;Hofer Sven;**;;;;;;;8.5
+;5;8.5;Kilchoer Alain;*;24;34.0;5;8.5;0;0.0;9.75
o;6;18.25;Roschi Ruedi;**;5;56.5;6;18.25;0;0.0;8.5
o;10;26.75;Iseli Marco;**;10;55.25;9;27.0;-1;0.25;8.5

22a;Hayoz Quentin;*;;;;;;;;;34.75
-;;;Fuster Sepp;*;;;;;;;8.75
o;4;8.75;Kuster Thomas;*;11;55.0;5;8.5;1;-0.25;8.5
-;8;17.25;Joos Enrico (2003);*;23;34.5;9;17.0;1;-0.25;9.0
o;12;26.25;Dörig Erich;*;18;53.0;14;25.75;2;-0.5;8.5

23a;Joos Enrico (2003);*;;;;;;;;;34.5
o;;;Wettstein Daniel;*;;;;;;;8.5
o;5;8.5;Wild Thomas;*;16;53.75;5;8.5;0;0.0;8.5
-;9;17.0;Hayoz Quentin;*;22;34.75;8;17.25;-1;0.25;9.0
o;13;26.0;Elmer Daniel;*;18;53.0;13;26.0;0;0.0;8.5

23b;Kolb Pirmin;*;;;;;;;;;34.5
-;;;Ducrest Etienne;*;;;;;;;8.75
o;4;8.75;Burger Matthieu;**;8;55.75;5;8.5;1;-0.25;8.5
o;8;17.25;Berger Lorenz;**;10;55.25;8;17.25;0;0.0;8.5
o;14;25.75;Ackermann Rico (2003);*;21;35.25;15;25.5;1;-0.25;8.75

24a;Koller Fabian;*;;;;;;;;;34.0
o;;;Thoma Christoph;*;;;;;;;8.5
o;5;8.5;Tschachtli Sven;**;15;54.0;5;8.5;0;0.0;8.5
o;9;17.0;Mollet Ivan;**;14;54.25;8;17.25;-1;0.25;8.5
o;15;25.5;Poltera Andrin;*;9;55.5;14;25.75;-1;0.25;8.5

24b;Kilchoer Alain;*;;;;;;;;;34.0
o;;;Bollhalder Manuel;*;;;;;;;8.5
o;5;8.5;Rotach Lars;*;21;35.25;5;8.5;0;0.0;8.5
o;9;17.0;Hugelshofer Lars;*;19;52.75;9;17.0;0;0.0;8.5
o;15;25.5;Fuster Sepp;*;20;52.5;14;25.75;-1;0.25;8.5

25a;Thoma Christoph;*;;;;;;;;;27.0
+;;;Koller Fabian;*;;;;;;;10.0
o;1;10.0;Duplan Steve;***;9;55.5;3;9.0;2;-1.0;8.5
o;5;18.5;Rüegg Fabian;*;15;54.0;6;18.25;1;-0.25;8.5

26a;Ulmann Fabian;*;;;;;;;;;26.75
o;;;Leuppi Karim;*;;;;;;;8.5
+;5;8.5;Ackermann Rico (2003);*;21;35.25;5;8.5;0;0.0;9.75
o;6;18.25;Gäumann Stefan;**;12;54.75;8;17.25;2;-1.0;8.5

27a;Schäppi Urs;*;;;;;;;;;26.0
-;;;Dörig Erich;*;;;;;;;8.75
-;4;8.75;Mollet Ivan;**;14;54.25;5;8.5;1;-0.25;8.75
o;7;17.5;Good Marco;*;12;54.75;7;17.5;0;0.0;8.5

28a;Schmid Patrick;*;;;;;;;;;17.25
-;;;Elmer Daniel;*;;;;;;;8.75
o;4;8.75;Steffen Gustav;**;9;55.5;4;8.75;0;0.0;8.5

28b;Ducrest Etienne;*;;;;;;;;;17.25
-;;;Kolb Pirmin;*;;;;;;;8.75
o;4;8.75;Riget Florian;*;14;54.25;4;8.75;0;0.0;8.5

