5522-2022-05-26_Baselstaedtischer_Schwingertag-ST

1a;Giger Samuel;***;;;;;;;;;59.75
o;;;Vogel Remo;**;;;;;;;8.5
+;5;8.5;Suter Jonas;;12;55.25;1;10.0;-4;1.5;9.75
+;7;18.25;Glutz Jonas (2006);;17;54.0;5;18.75;-2;0.5;9.75
o;6;28.0;Schwegler Dominik;;5;57.0;3;28.75;-3;0.75;8.5
o;10;36.5;Joho Pascal (2004);;6;56.75;5;37.75;-5;1.25;8.5
+;15;45.0;Studer Louis (2004);;22;52.5;19;44.0;4;-1.0;10.0

13b;Bachmann Sämi;;;;;;;;;;55.0
-;;;Schwenkfelder Lukas;*;;;;;;;9.0
+;3;9.0;Nyffenegger Florian;;19;53.5;4;8.75;1;-0.25;10.0
-;4;19.0;Rüegger Aaron;*;10;55.75;6;18.5;2;-0.5;8.75
-;7;27.75;Graf Gian;;20;53.25;8;27.5;1;-0.25;8.75
+;10;36.5;Anderegg Michael (2006);;17;54.0;8;37.0;-2;0.5;10.0
o;9;46.5;Hermann Oliver;**;9;56.0;11;46.0;2;-0.5;8.5

13c;Burren Dominik;;;;;;;;;;55.0
+;;;Béguelin Elias (2006);;;;;;;;9.75
o;2;9.75;Voggensperger Lars;*;6;56.75;5;8.5;3;-1.25;8.5
+;7;18.25;Hengartner Jonas (2005);;20;53.25;7;18.25;0;0.0;10.0
o;5;28.25;Stoll Simon;**;10;55.75;8;27.5;3;-0.75;8.5
+;9;36.75;Graf Gian;;20;53.25;11;36.25;2;-0.5;9.75
o;9;46.5;Lüscher Sinisha (2006);*;10;55.75;12;45.75;3;-0.75;8.5

13d;Ancona Enea (2004);;;;;;;;;;55.0
+;;;Studinger Robin (2006);;;;;;;;9.75
+;2;9.75;Buchmann Moritz (2005);;12;55.25;1;10.0;-1;0.25;9.75
o;3;19.5;Schwegler Dominik;;5;57.0;1;20.0;-2;0.5;8.5
o;6;28.0;Joho Philip;*;6;56.75;5;28.25;-1;0.25;8.5
+;10;36.5;Böni Ralf (2004);;12;55.25;9;36.75;-1;0.25;10.0
o;9;46.5;Gobeli Patrick;**;6;56.75;8;46.75;-1;0.25;8.5

13e;Vogt Sandro (2004);;;;;;;;;;55.0
+;;;Gehrig Nils (2006);;;;;;;;9.75
o;2;9.75;Böni Ralf (2004);;12;55.25;2;9.75;0;0.0;8.5
o;7;18.25;Räber Lukas;*;16;54.25;7;18.25;0;0.0;8.5
+;11;26.75;Stocker Niklas (2005);;21;52.75;10;27.0;-1;0.25;9.75
+;10;36.5;Studinger Robin (2006);;14;54.75;10;36.5;0;0.0;10.0
o;9;46.5;Joho Philip;*;6;56.75;8;46.75;-1;0.25;8.5

13f;Huser Roman;;;;;;;;;;55.0
-;;;Antenen Remo (2004);;;;;;;;8.75
+;4;8.75;Huber Pascal;;17;54.0;5;8.5;1;-0.25;9.75
o;6;18.5;Hügli Kaj;**;6;56.75;4;19.0;-2;0.5;8.5
+;10;27.0;Steffen Lunik (2006);;25;35.25;11;26.75;1;-0.25;9.75
o;9;36.75;Roth Jan (2004);*;11;55.5;12;36.0;3;-0.75;8.5
+;14;45.25;Dahler Julian;;18;53.75;14;45.25;0;0.0;9.75

13g;Leuthard Reto;**;;;;;;;;;55.0
-;;;Stoll Simon;**;;;;;;;8.75
+;4;8.75;Gerber Manuel;*;25;35.25;5;8.5;1;-0.25;9.75
+;6;18.5;Kehr Damian;;10;55.75;5;18.75;-1;0.25;9.75
o;5;28.25;Nussbaumer Gabriel;;12;55.25;4;28.5;-1;0.25;8.5
+;9;36.75;Lüscher Sinisha (2006);*;10;55.75;7;37.25;-2;0.5;9.75
o;9;46.5;Schneider Domenic;***;7;56.5;8;46.75;-1;0.25;8.5

13h;Steger Robert;;;;;;;;;;55.0
o;;;Rohrbach Jérôme;;;;;;;;8.5
+;5;8.5;Burtschi Michael;;18;53.75;4;8.75;-1;0.25;9.75
+;7;18.25;Schmutz Adrian;*;25;35.25;10;17.0;3;-1.25;9.75
o;6;28.0;Voggensperger Lars;*;6;56.75;9;27.25;3;-0.75;8.5
+;10;36.5;Nyffenegger Florian;;19;53.5;12;36.0;2;-0.5;10.0
o;9;46.5;Hügli Kaj;**;6;56.75;7;47.0;-2;0.5;8.5

14a;Kirchmeier Christof;;;;;;;;;;54.75
+;;;Herrmann Daniel;;;;;;;;9.75
+;2;9.75;Widmer Dino;;19;53.5;2;9.75;0;0.0;9.75
o;3;19.5;Erb Roger;**;5;57.0;6;18.5;3;-1.0;8.5
o;6;28.0;Kohler Adrian;*;12;55.25;9;27.25;3;-0.75;8.5
+;10;36.5;Vogt Marco;;20;53.25;12;36.0;2;-0.5;9.75
o;10;46.25;Kropf Marcel;**;5;57.0;7;47.0;-3;0.75;8.5

14b;Späti Jan;;;;;;;;;;54.75
+;;;Buob Mike (2005);;;;;;;;10.0
-;1;10.0;Arnold Kornel;*;27;34.75;4;8.75;3;-1.25;8.75
+;5;18.75;Suter Jonas;;12;55.25;6;18.5;1;-0.25;10.0
o;3;28.75;Schmid Samuel;**;5;57.0;4;28.5;1;-0.25;8.5
-;7;37.25;Räber Lukas;*;16;54.25;9;36.75;2;-0.5;8.75
o;11;46.0;Schwenkfelder Lukas;*;10;55.75;12;45.75;1;-0.25;8.75

14c;Studinger Robin (2006);;;;;;;;;;54.75
o;;;Ancona Enea (2004);;;;;;;;8.5
+;5;8.5;Nussbaumer Dominik;;25;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Stegmüller Klemens;*;11;55.5;10;17.0;3;-1.25;8.5
+;11;26.75;Rodemerk Kevin;;25;35.25;11;26.75;0;0.0;9.75
o;10;36.5;Vogt Sandro (2004);;13;55.0;10;36.5;0;0.0;8.5
+;15;45.0;Abt Robin;;19;53.5;15;45.0;0;0.0;9.75

14d;Döbeli Lukas;**;;;;;;;;;54.75
-;;;Berger Lorenz;**;;;;;;;9.0
+;3;9.0;Stegmüller Klemens;*;11;55.5;5;8.5;2;-0.5;10.0
o;4;19.0;Gobeli Patrick;**;6;56.75;7;18.25;3;-0.75;8.5
o;8;27.5;Graber Colin;;12;55.25;4;28.5;-4;1.0;8.75
+;11;36.25;Kehr Damian;;10;55.75;7;37.25;-4;1.0;10.0
o;10;46.25;Alpiger Nick;***;6;56.75;8;46.75;-2;0.5;8.5

14e;Mangold Michael;**;;;;;;;;;54.75
-;;;Streich Sascha;*;;;;;;;8.75
-;4;8.75;Stoll Simon;**;10;55.75;4;8.75;0;0.0;8.75
+;8;17.5;Fritz Andreas;;17;54.0;6;18.5;-2;1.0;10.0
-;8;27.5;Kindlimann Fabian;***;26;35.0;12;26.25;4;-1.25;8.75
+;11;36.25;Dobler Florian;;15;54.5;6;37.5;-5;1.25;10.0
o;10;46.25;Strebel Joel;***;6;56.75;8;46.75;-2;0.5;8.5

14f;Voggensperger Til (2004);;;;;;;;;;54.75
-;;;Graf Gian;;;;;;;;8.75
+;4;8.75;Soland Marcel (2006);;25;35.25;5;8.5;1;-0.25;10.0
-;5;18.75;Arnold Kornel;*;27;34.75;8;17.5;3;-1.25;8.75
o;8;27.5;Stadler Kevin;*;12;55.25;9;27.25;1;-0.25;8.5
-;12;36.0;Müller Simon;;15;54.5;12;36.0;0;0.0;8.75
+;16;44.75;Buob Mike (2005);;22;52.5;19;44.0;3;-0.75;10.0

14g;Hermann Lukas;;;;;;;;;;54.75
+;;;Furter Jannis (2004);;;;;;;;9.75
+;2;9.75;Hengartner Jonas (2005);;20;53.25;2;9.75;0;0.0;9.75
o;3;19.5;Odermatt Adrian;**;4;57.25;6;18.5;3;-1.0;8.5
o;6;28.0;Studer Remo;*;12;55.25;9;27.25;3;-0.75;8.5
+;10;36.5;Büttler Gian;;12;55.25;9;36.75;-1;0.25;9.75
o;10;46.25;Stadler Kevin;*;12;55.25;13;45.5;3;-0.75;8.5

14h;Jehle Aaron (2005);;;;;;;;;;54.75
o;;;Widmer Dino;;;;;;;;8.5
+;5;8.5;Seiser Kay-Steve;;29;34.0;5;8.5;0;0.0;10.0
-;6;18.5;Scherrer Johann;**;26;35.0;9;17.25;3;-1.25;8.75
+;9;27.25;Fritz Andreas;;17;54.0;10;27.0;1;-0.25;10.0
-;7;37.25;Probst Gabriel;**;19;53.5;12;36.0;5;-1.25;9.0
o;10;46.25;Erb Roger;**;5;57.0;7;47.0;-3;0.75;8.5

15a;Müller Simon;;;;;;;;;;54.5
-;;;Nyffenegger Florian;;;;;;;;8.75
o;4;8.75;Dobler Florian;;15;54.5;4;8.75;0;0.0;8.5
+;9;17.25;Halbeisen Florian (2005);;28;34.25;9;17.25;0;0.0;9.75
-;10;27.0;Büttler Gian;;12;55.25;7;27.75;-3;0.75;9.0
-;12;36.0;Voggensperger Til (2004);;14;54.75;12;36.0;0;0.0;8.75
+;16;44.75;Widmer Dino;;19;53.5;15;45.0;-1;0.25;9.75

15b;Dobler Florian;;;;;;;;;;54.5
-;;;Reinhard Pirmin;;;;;;;;8.75
+;4;8.75;Müller Simon;;15;54.5;4;8.75;0;0.0;10.0
-;5;18.75;Roth Jan (2004);*;11;55.5;8;17.5;3;-1.25;8.75
+;8;27.5;Imobersteg Matthias;**;24;35.5;10;27.0;2;-0.5;10.0
o;6;37.5;Mangold Michael;**;14;54.75;11;36.25;5;-1.25;8.5
o;11;46.0;Bieli Andreas;;9;56.0;11;46.0;0;0.0;8.5

16a;Räber Lukas;*;;;;;;;;;54.25
+;;;Bieli Andreas;;;;;;;;9.75
o;2;9.75;Berger Lorenz;**;3;57.5;4;8.75;2;-1.0;8.5
+;7;18.25;Vogt Sandro (2004);;13;55.0;7;18.25;0;0.0;10.0
o;5;28.25;Schmid David;***;6;56.75;9;27.25;4;-1.0;8.5
-;9;36.75;Späti Jan;;14;54.75;7;37.25;-2;0.5;8.75
o;13;45.5;Rohrbach Jérôme;;9;56.0;11;46.0;-2;0.5;8.75

16b;Regenass Beat;;;;;;;;;;54.25
-;;;Stalder Jonas;;;;;;;;8.75
o;4;8.75;Bieli Andreas;;9;56.0;5;8.5;1;-0.25;8.5
+;9;17.25;Soland Marcel (2006);;25;35.25;10;17.0;1;-0.25;10.0
-;9;27.25;Scherrer Johann;**;26;35.0;12;26.25;3;-1.0;8.75
+;12;36.0;Hengartner Jonas (2005);;20;53.25;14;35.5;2;-0.5;9.75
o;12;45.75;Stegmüller Klemens;*;11;55.5;13;45.5;1;-0.25;8.5

16c;Anderegg David;*;;;;;;;;;54.25
o;;;Kropf Marcel;**;;;;;;;8.5
+;5;8.5;Abt Robin;;19;53.5;2;9.75;-3;1.25;10.0
o;6;18.5;Stüdeli Thomas;**;6;56.75;6;18.5;0;0.0;8.5
+;10;27.0;Vogt Marco;;20;53.25;8;27.5;-2;0.5;10.0
o;8;37.0;Odermatt Jonas (2004);*;12;55.25;9;36.75;1;-0.25;8.5
o;13;45.5;Büttler Gian;;12;55.25;13;45.5;0;0.0;8.75

16d;Strebel Dominic (2005);;;;;;;;;;54.25
o;;;Büttler Gian;;;;;;;;8.75
+;4;8.75;Jüngling Pascal (2006);;29;34.0;5;8.5;1;-0.25;10.0
o;5;18.75;Studer Remo;*;12;55.25;8;17.5;3;-1.25;8.5
+;9;27.25;Pradetto Diego (2006);;25;35.25;11;26.75;2;-0.5;10.0
o;7;37.25;Gerber Andrj;*;10;55.75;8;37.0;1;-0.25;8.5
o;12;45.75;Kohler Adrian;*;12;55.25;13;45.5;1;-0.25;8.5

17a;Huber Pascal;;;;;;;;;;54.0
o;;;Hengartner Jonas (2005);;;;;;;;8.5
o;5;8.5;Huser Roman;;13;55.0;4;8.75;-1;0.25;8.5
+;10;17.0;Dahler Julian;;18;53.75;9;17.25;-1;0.25;10.0
o;10;27.0;Probst Gabriel;**;19;53.5;12;26.25;2;-0.75;8.5
o;14;35.5;Glutz Jonas (2006);;17;54.0;13;35.75;-1;0.25;8.5
+;19;44.0;Brunner Lukas (2006);;22;52.5;19;44.0;0;0.0;10.0

17b;Antenen Remo (2004);;;;;;;;;;54.0
-;;;Huser Roman;;;;;;;;8.75
+;4;8.75;Buob Mike (2005);;22;52.5;5;8.5;1;-0.25;9.75
o;6;18.5;Dünner Tobias (2005);;12;55.25;7;18.25;1;-0.25;8.5
o;10;27.0;Kehr Damian;;10;55.75;9;27.25;-1;0.25;8.5
+;14;35.5;Loosli Adrian;;22;52.5;14;35.5;0;0.0;10.0
o;13;45.5;Roth Jan (2004);*;11;55.5;12;45.75;-1;0.25;8.5

17c;Müller Christian;;;;;;;;;;54.0
+;;;Yeschiltepe Turgut (2006);;;;;;;;10.0
o;1;10.0;Odermatt Jonas (2004);*;12;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Abt Robin;;19;53.5;7;18.25;1;-0.25;8.5
+;10;27.0;Hengartner Jonas (2005);;20;53.25;10;27.0;0;0.0;10.0
o;8;37.0;Stüdeli Thomas;**;6;56.75;8;37.0;0;0.0;8.5
o;13;45.5;Bader Fabian;**;9;56.0;11;46.0;-2;0.5;8.5

17d;Anderegg Michael (2006);;;;;;;;;;54.0
+;;;Studer Louis (2004);;;;;;;;9.75
-;2;9.75;Vogt Marco;;20;53.25;1;10.0;-1;0.25;8.75
o;6;18.5;Kohler Adrian;*;12;55.25;9;17.25;3;-1.25;8.5
+;10;27.0;Herrmann Daniel;;25;35.25;11;26.75;1;-0.25;10.0
o;8;37.0;Bachmann Sämi;;13;55.0;10;36.5;2;-0.5;8.5
o;13;45.5;Furter Jannis (2004);;12;55.25;13;45.5;0;0.0;8.5

17e;Fritz Andreas;;;;;;;;;;54.0
o;;;Joho Pascal (2004);;;;;;;;8.5
+;5;8.5;Dahler Julian;;18;53.75;4;8.75;-1;0.25;10.0
o;6;18.5;Mangold Michael;**;14;54.75;8;17.5;2;-1.0;8.5
o;10;27.0;Jehle Aaron (2005);;14;54.75;9;27.25;-1;0.25;8.5
o;14;35.5;Brugger Jonas;;17;54.0;13;35.75;-1;0.25;8.5
+;19;44.0;Loosli Adrian;;22;52.5;19;44.0;0;0.0;10.0

17f;Stalder Jonas;;;;;;;;;;54.0
-;;;Regenass Beat;;;;;;;;8.75
-;4;8.75;Gisin Yanic;;17;54.0;5;8.5;1;-0.25;8.75
+;8;17.5;Pradetto Diego (2006);;25;35.25;7;18.25;-1;0.75;9.75
o;9;27.25;Roth Jan (2004);*;11;55.5;12;26.25;3;-1.0;8.5
+;13;35.75;Stocker Niklas (2005);;21;52.75;14;35.5;1;-0.25;9.75
o;13;45.5;Suter Jonas;;12;55.25;13;45.5;0;0.0;8.5

17g;Glutz Jonas (2006);;;;;;;;;;54.0
-;;;Burkhardt Roy;;;;;;;;8.75
+;4;8.75;Loosli Adrian;;22;52.5;4;8.75;0;0.0;10.0
o;5;18.75;Henzer Andreas;**;13;55.0;7;18.25;2;-0.5;8.5
o;9;27.25;Gisin Yanic;;17;54.0;9;27.25;0;0.0;8.5
+;13;35.75;Huber Pascal;;17;54.0;14;35.5;1;-0.25;9.75
o;13;45.5;Streich Sascha;*;10;55.75;11;46.0;-2;0.5;8.5

17h;Gisin Yanic;;;;;;;;;;54.0
o;;;Caviezel Nicolas;;;;;;;;8.5
-;5;8.5;Stalder Jonas;;17;54.0;4;8.75;-1;0.25;8.75
+;9;17.25;Studer Louis (2004);;22;52.5;10;17.0;1;-0.25;10.0
+;9;27.25;Glutz Jonas (2006);;17;54.0;9;27.25;0;0.0;9.75
o;8;37.0;Schwenkfelder Lukas;*;10;55.75;7;37.25;-1;0.25;8.5
o;13;45.5;Rüegger Aaron;*;10;55.75;11;46.0;-2;0.5;8.5

17i;Burkhardt Roy;;;;;;;;;;54.0
-;;;Glutz Jonas (2006);;;;;;;;8.75
o;4;8.75;Hasler Luis;;11;55.5;3;9.0;-1;0.25;8.5
+;9;17.25;Loosli Adrian;;22;52.5;9;17.25;0;0.0;9.75
-;10;27.0;Brugger Jonas;;17;54.0;10;27.0;0;0.0;8.75
o;13;35.75;Rohrbach Jérôme;;9;56.0;12;36.0;-1;0.25;8.5
+;18;44.25;Graf Gian;;20;53.25;16;44.75;-2;0.5;9.75

17j;Brugger Jonas;;;;;;;;;;54.0
+;;;Seiser Kay-Steve;;;;;;;;9.75
o;2;9.75;Streich Sascha;*;10;55.75;4;8.75;2;-1.0;8.5
-;7;18.25;Bieli Andreas;;9;56.0;6;18.5;-1;0.25;8.75
-;10;27.0;Burkhardt Roy;;17;54.0;10;27.0;0;0.0;8.75
+;13;35.75;Fritz Andreas;;17;54.0;14;35.5;1;-0.25;9.75
o;13;45.5;Kehr Damian;;10;55.75;12;45.75;-1;0.25;8.5

18a;Dahler Julian;;;;;;;;;;53.75
-;;;Halbeisen Florian (2005);;;;;;;;8.75
o;4;8.75;Fritz Andreas;;17;54.0;5;8.5;1;-0.25;8.5
o;9;17.25;Huber Pascal;;17;54.0;10;17.0;1;-0.25;8.5
+;14;25.75;Gehrig Nils (2006);;29;34.0;15;25.5;1;-0.25;9.75
+;14;35.5;Brunner Lukas (2006);;22;52.5;14;35.5;0;0.0;9.75
o;14;45.25;Huser Roman;;13;55.0;14;45.25;0;0.0;8.5

18b;Burtschi Michael;;;;;;;;;;53.75
-;;;Loosli Adrian;;;;;;;;8.75
o;4;8.75;Steger Robert;;13;55.0;5;8.5;1;-0.25;8.5
+;9;17.25;Reinhard Roman (2005);;28;34.25;9;17.25;0;0.0;9.75
o;10;27.0;Schmutz Adrian;*;25;35.25;15;25.5;5;-1.5;8.5
+;14;35.5;Buob Mike (2005);;22;52.5;14;35.5;0;0.0;9.75
o;14;45.25;Böni Ralf (2004);;12;55.25;14;45.25;0;0.0;8.5

19a;Abt Robin;;;;;;;;;;53.5
+;;;Reinhard Roman (2005);;;;;;;;9.75
o;2;9.75;Anderegg David;*;16;54.25;5;8.5;3;-1.25;8.5
+;7;18.25;Müller Christian;;17;54.0;6;18.5;-1;0.25;9.75
o;6;28.0;Rüegger Aaron;*;10;55.75;8;27.5;2;-0.5;8.5
o;10;36.5;Reinhard Pirmin;;9;56.0;12;36.0;2;-0.5;8.5
o;15;45.0;Studinger Robin (2006);;14;54.75;15;45.0;0;0.0;8.5

19b;Probst Gabriel;**;;;;;;;;;53.5
-;;;Roth Jan (2004);*;;;;;;;8.75
-;4;8.75;Graber Colin;;12;55.25;1;10.0;-3;1.25;8.75
-;8;17.5;Graf Gian;;20;53.25;5;18.75;-3;1.25;8.75
+;12;26.25;Huber Pascal;;17;54.0;10;27.0;-2;0.75;9.75
-;12;36.0;Jehle Aaron (2005);;14;54.75;7;37.25;-5;1.25;9.0
o;15;45.0;Reinhard Pirmin;;9;56.0;11;46.0;-4;1.0;8.5

19c;Nyffenegger Florian;;;;;;;;;;53.5
-;;;Müller Simon;;;;;;;;8.75
o;4;8.75;Bachmann Sämi;;13;55.0;3;9.0;-1;0.25;8.5
+;9;17.25;Gehrig Nils (2006);;29;34.0;10;17.0;1;-0.25;10.0
-;9;27.25;Arnold Kornel;*;27;34.75;13;26.0;4;-1.25;8.75
o;12;36.0;Steger Robert;;13;55.0;10;36.5;-2;0.5;8.5
-;17;44.5;Hengartner Jonas (2005);;20;53.25;18;44.25;1;-0.25;9.0

19d;Widmer Dino;;;;;;;;;;53.5
+;;;Jehle Aaron (2005);;;;;;;;9.75
o;2;9.75;Kirchmeier Christof;;14;54.75;2;9.75;0;0.0;8.5
o;7;18.25;Schmid Samuel;**;5;57.0;6;18.5;-1;0.25;8.5
+;11;26.75;Caviezel Nicolas;;25;35.25;11;26.75;0;0.0;9.75
o;10;36.5;Dünner Tobias (2005);;12;55.25;9;36.75;-1;0.25;8.5
o;15;45.0;Müller Simon;;15;54.5;16;44.75;1;-0.25;8.5

20a;Graf Gian;;;;;;;;;;53.25
-;;;Voggensperger Til (2004);;;;;;;;8.75
+;4;8.75;Herrmann Daniel;;25;35.25;5;8.5;1;-0.25;10.0
-;5;18.75;Probst Gabriel;**;19;53.5;8;17.5;3;-1.25;8.75
-;8;27.5;Bachmann Sämi;;13;55.0;7;27.75;-1;0.25;8.75
o;11;36.25;Burren Dominik;;13;55.0;9;36.75;-2;0.5;8.5
o;16;44.75;Burkhardt Roy;;17;54.0;18;44.25;2;-0.5;8.5

20b;Hengartner Jonas (2005);;;;;;;;;;53.25
+;;;Huber Pascal;;;;;;;;9.75
o;2;9.75;Hermann Lukas;;14;54.75;2;9.75;0;0.0;8.5
o;7;18.25;Burren Dominik;;13;55.0;7;18.25;0;0.0;8.75
o;10;27.0;Müller Christian;;17;54.0;10;27.0;0;0.0;8.5
o;14;35.5;Regenass Beat;;16;54.25;12;36.0;-2;0.5;8.75
-;18;44.25;Nyffenegger Florian;;19;53.5;17;44.5;-1;0.25;9.0

20c;Vogt Marco;;;;;;;;;;53.25
+;;;Soland Marcel (2006);;;;;;;;10.0
-;1;10.0;Anderegg Michael (2006);;17;54.0;2;9.75;1;-0.25;8.75
o;5;18.75;Stadler Kevin;*;12;55.25;8;17.5;3;-1.25;8.75
o;8;27.5;Anderegg David;*;16;54.25;10;27.0;2;-0.5;8.5
o;12;36.0;Kirchmeier Christof;;14;54.75;10;36.5;-2;0.5;8.5
-;17;44.5;Stocker Niklas (2005);;21;52.75;19;44.0;2;-0.5;8.75

21a;Stocker Niklas (2005);;;;;;;;;;52.75
+;;;Nussbaumer Dominik;;;;;;;;10.0
o;1;10.0;Reinhard Pirmin;;9;56.0;4;8.75;3;-1.25;8.5
o;6;18.5;Gerber Manuel;*;25;35.25;10;17.0;4;-1.5;8.5
o;10;27.0;Vogt Sandro (2004);;13;55.0;11;26.75;1;-0.25;8.5
o;14;35.5;Stalder Jonas;;17;54.0;13;35.75;-1;0.25;8.5
-;19;44.0;Vogt Marco;;20;53.25;17;44.5;-2;0.5;8.75

22a;Loosli Adrian;;;;;;;;;;52.5
-;;;Burtschi Michael;;;;;;;;8.75
o;4;8.75;Glutz Jonas (2006);;17;54.0;4;8.75;0;0.0;8.5
o;9;17.25;Burkhardt Roy;;17;54.0;9;17.25;0;0.0;8.5
+;14;25.75;Seiser Kay-Steve;;29;34.0;15;25.5;1;-0.25;9.75
o;14;35.5;Antenen Remo (2004);;17;54.0;14;35.5;0;0.0;8.5
o;19;44.0;Fritz Andreas;;17;54.0;19;44.0;0;0.0;8.5

22b;Studer Louis (2004);;;;;;;;;;52.5
o;;;Anderegg Michael (2006);;;;;;;;8.5
o;5;8.5;Brunner Lukas (2006);;22;52.5;5;8.5;0;0.0;8.5
o;10;17.0;Gisin Yanic;;17;54.0;9;17.25;-1;0.25;8.5
+;15;25.5;Jüngling Pascal (2006);;29;34.0;15;25.5;0;0.0;10.0
o;14;35.5;Suter Jonas;;12;55.25;14;35.5;0;0.0;8.5
o;19;44.0;Henzer Andreas;**;13;55.0;15;45.0;-4;1.0;8.5

22c;Brunner Lukas (2006);;;;;;;;;;52.5
o;;;Böni Ralf (2004);;;;;;;;8.5
+;5;8.5;Studer Louis (2004);;22;52.5;5;8.5;0;0.0;10.0
o;6;18.5;Hermann Oliver;**;9;56.0;5;18.75;-1;0.25;8.5
o;10;27.0;Furter Jannis (2004);;12;55.25;10;27.0;0;0.0;8.5
o;14;35.5;Dahler Julian;;18;53.75;14;35.5;0;0.0;8.5
o;19;44.0;Huber Pascal;;17;54.0;19;44.0;0;0.0;8.5

22d;Buob Mike (2005);;;;;;;;;;52.5
o;;;Späti Jan;;;;;;;;8.5
o;5;8.5;Antenen Remo (2004);;17;54.0;4;8.75;-1;0.25;8.5
-;10;17.0;Béguelin Elias (2006);;31;26.0;10;17.0;0;0.0;8.75
+;14;25.75;Halbeisen Florian (2005);;28;34.25;14;25.75;0;0.0;9.75
o;14;35.5;Burtschi Michael;;18;53.75;14;35.5;0;0.0;8.5
o;19;44.0;Voggensperger Til (2004);;14;54.75;16;44.75;-3;0.75;8.5

23a;Furrer Mathias;;;;;;;;;;36.5
+;;;Pradetto Diego (2006);;;;;;;;9.75
+;2;9.75;Caviezel Nicolas;;25;35.25;2;9.75;0;0.0;9.75
o;3;19.5;Gerber Andrj;*;10;55.75;6;18.5;3;-1.0;8.5
o;6;28.0;Bader Fabian;**;9;56.0;9;27.25;3;-0.75;8.5

24a;Imobersteg Matthias;**;;;;;;;;;35.5
o;;;Erb Roger;**;;;;;;;8.5
o;5;8.5;Widmer Tobias;**;8;56.25;4;8.75;-1;0.25;8.5
+;10;17.0;Meier Dario (2005);;30;26.75;7;18.25;-3;1.25;10.0
o;10;27.0;Dobler Florian;;15;54.5;8;27.5;-2;0.5;8.5

25a;Gerber Manuel;*;;;;;;;;;35.25
o;;;Vieira Tiago;**;;;;;;;8.5
o;5;8.5;Leuthard Reto;**;13;55.0;4;8.75;-1;0.25;8.5
+;10;17.0;Stocker Niklas (2005);;21;52.75;6;18.5;-4;1.5;9.75
o;11;26.75;Bieli Andreas;;9;56.0;8;27.5;-3;0.75;8.5

25b;Soland Marcel (2006);;;;;;;;;;35.25
o;;;Vogt Marco;;;;;;;;8.5
o;5;8.5;Voggensperger Til (2004);;14;54.75;4;8.75;-1;0.25;8.5
o;10;17.0;Regenass Beat;;16;54.25;9;17.25;-1;0.25;8.5
+;15;25.5;Yeschiltepe Turgut (2006);;29;34.0;15;25.5;0;0.0;9.75

25c;Steffen Lunik (2006);;;;;;;;;;35.25
o;;;Dünner Tobias (2005);;;;;;;;8.5
+;5;8.5;Rodemerk Kevin;;25;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Nussbaumer Gabriel;;12;55.25;6;18.5;-1;0.25;8.5
o;11;26.75;Huser Roman;;13;55.0;10;27.0;-1;0.25;8.5

25d;Rodemerk Kevin;;;;;;;;;;35.25
o;;;Buchmann Moritz (2005);;;;;;;;8.5
o;5;8.5;Steffen Lunik (2006);;25;35.25;5;8.5;0;0.0;8.5
+;10;17.0;Jüngling Pascal (2006);;29;34.0;10;17.0;0;0.0;9.75
o;11;26.75;Studinger Robin (2006);;14;54.75;11;26.75;0;0.0;8.5

25e;Herrmann Daniel;;;;;;;;;;35.25
o;;;Kirchmeier Christof;;;;;;;;8.5
o;5;8.5;Graf Gian;;20;53.25;4;8.75;-1;0.25;8.5
+;10;17.0;Yeschiltepe Turgut (2006);;29;34.0;10;17.0;0;0.0;9.75
o;11;26.75;Anderegg Michael (2006);;17;54.0;10;27.0;-1;0.25;8.5

25f;Caviezel Nicolas;;;;;;;;;;35.25
+;;;Gisin Yanic;;;;;;;;9.75
o;2;9.75;Furrer Mathias;;23;36.5;2;9.75;0;0.0;8.5
o;7;18.25;Graber Colin;;12;55.25;5;18.75;-2;0.5;8.5
o;11;26.75;Widmer Dino;;19;53.5;11;26.75;0;0.0;8.5

25g;Schmutz Adrian;*;;;;;;;;;35.25
o;;;Schwegler Dominik;;;;;;;;8.5
o;5;8.5;Joho Pascal (2004);;6;56.75;1;10.0;-4;1.5;8.5
o;10;17.0;Steger Robert;;13;55.0;7;18.25;-3;1.25;8.5
+;15;25.5;Burtschi Michael;;18;53.75;10;27.0;-5;1.5;9.75

25h;Pradetto Diego (2006);;;;;;;;;;35.25
o;;;Furrer Mathias;;;;;;;;8.5
+;5;8.5;Gehrig Nils (2006);;29;34.0;5;8.5;0;0.0;9.75
o;7;18.25;Stalder Jonas;;17;54.0;8;17.5;1;-0.75;8.5
o;11;26.75;Strebel Dominic (2005);;16;54.25;9;27.25;-2;0.5;8.5

25i;Nussbaumer Dominik;;;;;;;;;;35.25
o;;;Stocker Niklas (2005);;;;;;;;8.5
o;5;8.5;Studinger Robin (2006);;14;54.75;5;8.5;0;0.0;8.5
+;10;17.0;Seiser Kay-Steve;;29;34.0;10;17.0;0;0.0;9.75
o;11;26.75;Buchmann Moritz (2005);;12;55.25;10;27.0;-1;0.25;8.5
