5494-2021-07-25_Thurgauer_Kant_Schwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.25
+;17;34.75;Krucker Roman (2004);;24;51.0;19;34.0;2;-0.75;9.75
o;16;44.5;Bischof Martin;;15;54.5;16;44.5;0;0.0;8.5

20b;Hollenstein Mathias;;;;;;;;;;53.0
o;;;Signer Tobias (2004);;;;;;;;8.5
-;5;8.5;Baumann Nico;;21;52.75;5;8.5;0;0.0;8.75
+;10;17.25;Landolt Cla;;12;55.25;11;17.0;1;-0.25;10.0
o;9;27.25;Leuppi Karim;*;11;55.5;10;27.0;1;-0.25;8.5
o;14;35.75;Kiener Raphael;;16;54.25;14;35.75;0;0.0;8.75
o;16;44.5;Walser Simon (2004);;18;53.75;18;44.0;2;-0.5;8.5

20c;Egli Joel;;;;;;;;;;53.0
o;;;Zemp Stefan;;;;;;;;8.5
+;5;8.5;Zemp Fabian (2004);;23;52.25;5;8.5;0;0.0;10.0
o;6;18.5;Funk Nicola;*;11;55.5;7;18.25;1;-0.25;8.5
o;10;27.0;Odermatt Michi;;12;55.25;10;27.0;0;0.0;8.5
-;15;35.5;Spörndli Cyril (2003);;21;52.75;16;35.25;1;-0.25;9.0
o;16;44.5;Studerus Jan;;15;54.5;16;44.5;0;0.0;8.5

21a;Baumann Nico;;;;;;;;;;52.75
o;;;Magani Flurin;;;;;;;;8.5
-;5;8.5;Hollenstein Mathias;;20;53.0;5;8.5;0;0.0;8.75
+;10;17.25;Krucker Roman (2004);;24;51.0;11;17.0;1;-0.25;10.0
o;9;27.25;Vetterli Sven (2003);;18;53.75;11;26.75;2;-0.5;8.5
o;14;35.75;Kern Sven (2003);;19;53.5;16;35.25;2;-0.5;8.5
o;17;44.25;Neff Florian;*;16;54.25;16;44.5;-1;0.25;8.5

21b;Spörndli Cyril (2003);;;;;;;;;;52.75
o;;;Keller Lukas;;;;;;;;8.5
+;5;8.5;Vetterli Sven (2003);;18;53.75;5;8.5;0;0.0;9.75
o;7;18.25;Müller Christian;;12;55.25;7;18.25;0;0.0;8.5
o;11;26.75;Krähenbühl Lukas;*;11;55.5;9;27.25;-2;0.5;8.5
-;16;35.25;Egli Joel;;20;53.0;15;35.5;-1;0.25;9.0
o;17;44.25;Weder Yanick (2003);;18;53.75;18;44.0;1;-0.25;8.5

22a;Stadelmann Lukas (2004);;;;;;;;;;52.5
o;;;Peter Philipp;;;;;;;;8.5
o;5;8.5;Knup Stephan;;18;53.75;5;8.5;0;0.0;8.5
o;11;17.0;Vetterli Sven (2003);;18;53.75;11;17.0;0;0.0;8.5
o;14;25.5;Müller Fabian;;18;53.75;14;25.5;0;0.0;8.5
+;19;34.0;Meier Adrian (2005);;23;52.25;19;34.0;0;0.0;10.0
o;18;44.0;Koller Andreas;;16;54.25;17;44.25;-1;0.25;8.5

23a;Bernhardsgrütter Stefan (2005);;;;;;;;;;52.25
+;;;Krucker Roman (2004);;;;;;;;9.75
o;2;9.75;Bachmann Oliver (2004);;17;54.0;2;9.75;0;0.0;8.5
o;7;18.25;Gerig Marcel;;17;54.0;7;18.25;0;0.0;8.5
o;11;26.75;Magani Flurin;;17;54.0;11;26.75;0;0.0;8.5
o;16;35.25;Walser Simon (2004);;18;53.75;19;34.0;3;-1.25;8.5
o;19;43.75;Lenherr Jonas (2005);;18;53.75;19;43.75;0;0.0;8.5

23b;Meier Adrian (2005);;;;;;;;;;52.25
o;;;Mock Marco;;;;;;;;8.5
o;5;8.5;Müller Christian;;12;55.25;5;8.5;0;0.0;8.5
o;11;17.0;Wolfer David (2003);;19;53.5;11;17.0;0;0.0;8.5
o;14;25.5;Zemp Fabian (2004);;23;52.25;14;25.5;0;0.0;8.5
o;19;34.0;Stadelmann Lukas (2004);;22;52.5;19;34.0;0;0.0;8.5
+;20;42.5;Arnold Lukas;;23;52.25;19;43.75;-1;1.25;9.75

23c;Arnold Lukas;;;;;;;;;;52.25
o;;;Meier Christian (2003);;;;;;;;8.5
o;5;8.5;Mösli Marcel;;11;55.5;5;8.5;0;0.0;8.5
o;11;17.0;Thiemann Fabrice;;11;55.5;9;17.5;-2;0.5;8.5
+;14;25.5;Krucker Roman (2004);;24;51.0;14;25.5;0;0.0;9.75
o;16;35.25;Lüönd Remo (2003);;17;54.0;14;35.75;-2;0.5;8.5
o;19;43.75;Meier Adrian (2005);;23;52.25;20;42.5;1;-1.25;8.5

23d;Zemp Fabian (2004);;;;;;;;;;52.25
o;;;Fallegger Marc (2003);;;;;;;;8.5
o;5;8.5;Egli Joel;;20;53.0;5;8.5;0;0.0;8.5
o;11;17.0;Rickenmann Ramon;;18;53.75;11;17.0;0;0.0;8.5
+;14;25.5;Meier Adrian (2005);;23;52.25;14;25.5;0;0.0;9.75
o;16;35.25;Ackermann Roman;;18;53.75;16;35.25;0;0.0;8.5
o;19;43.75;Meier Christian (2003);;18;53.75;18;44.0;-1;0.25;8.5

24a;Krucker Roman (2004);;;;;;;;;;51.0
o;;;Bernhardsgrütter Stefan (2005);;;;;;;;8.5
o;5;8.5;Kiser Aron;;9;56.0;5;8.5;0;0.0;8.5
o;11;17.0;Baumann Nico;;21;52.75;10;17.25;-1;0.25;8.5
o;14;25.5;Arnold Lukas;;23;52.25;14;25.5;0;0.0;8.5
o;19;34.0;Schiegg Raphael (2005);;20;53.0;17;34.75;-2;0.75;8.5
o;20;42.5;Müller Fabian;;18;53.75;19;43.75;-1;1.25;8.5

25a;Vollmeier Sandro;;;;;;;;;;45.25
o;;;Tritten Robin;;;;;;;;8.5
+;5;8.5;Keller Dominic;;11;55.5;5;8.5;0;0.0;10.0
o;6;18.5;Kolb This (2003);*;7;56.75;7;18.25;1;-0.25;8.5
+;10;27.0;Lengacher Gian (2003);;11;55.5;9;27.25;-1;0.25;9.75
o;10;36.75;Blaser Niklas;*;12;55.25;9;37.0;-1;0.25;8.5

26a;Rust Emanuel;;;;;;;;;;42.5
o;;;Schegg Daniel;;;;;;;;8.5
o;5;8.5;Rieser Fabian;;12;55.25;5;8.5;0;0.0;8.5
o;11;17.0;Keller Dominic;;11;55.5;11;17.0;0;0.0;8.5
o;14;25.5;Landolt Cla;;12;55.25;14;25.5;0;0.0;8.5
o;19;34.0;Bischof Martin;;15;54.5;18;34.5;-1;0.5;8.5

27a;Bader Sandro;;;;;;;;;;35.5
o;;;Flück Bruno;;;;;;;;8.5
-;5;8.5;Bischof Martin;;15;54.5;4;8.75;-1;0.25;8.75
+;10;17.25;Mock Marco;;19;53.5;7;18.25;-3;1.0;9.75
o;10;27.0;Rieser Fabian;;12;55.25;10;27.0;0;0.0;8.5

27b;Bordos Ion;;;;;;;;;;35.5
o;;;Kobler Janosch;;;;;;;;8.5
+;5;8.5;Weder Yanick (2003);;18;53.75;5;8.5;0;0.0;10.0
o;6;18.5;Ackermann Remo;*;6;57.0;6;18.5;0;0.0;8.5
o;10;27.0;Straub Paul;;12;55.25;11;26.75;1;-0.25;8.5

27c;Schegg Daniel;;;;;;;;;;35.5
+;;;Rust Emanuel;;;;;;;;10.0
o;1;10.0;Kolb Pirmin;*;7;56.75;1;10.0;0;0.0;8.5
o;6;18.5;Oettli Silvio;*;9;56.0;5;18.75;-1;0.25;8.5
o;10;27.0;Nägeli Marco;**;11;55.5;13;25.75;3;-1.25;8.5

28a;Oertig Simon;*;;;;;;;;;17.25
-;;;Keller Manuel;*;;;;;;;8.75
o;4;8.75;Koller Silvan;;6;57.0;1;10.0;-3;1.25;8.5

29a;Bickel Roman;*;;;;;;;;;17.0
o;;;Kuster Thomas;*;;;;;;;8.5
o;5;8.5;Kammermann Dominik;;9;56.0;1;10.0;-4;1.5;8.5

