3215-2021-09-12_125_Nordostschweizer_Schwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.5
11b;Oertig Simon;*;;;;;;;;;55.25
o;;;Fuster Sepp;*;;;;;;;8.5
o;5;8.5;Oettli Silvio;*;6;56.5;5;8.5;0;0.0;8.5
+;11;17.0;Schiegg Raphael (2005);;22;52.5;7;18.25;-4;1.25;9.75
-;13;26.75;Kiener Raphael;;18;53.5;12;27.0;-1;0.25;9.0
+;14;35.75;Nüesch Sandro (2005);;11;55.25;10;36.75;-4;1.0;9.75
+;12;45.5;Blaser Niklas;*;17;53.75;13;45.25;1;-0.25;9.75

11c;Nüesch Sandro (2005);;;;;;;;;;55.25
o;;;Lacher Tobias (2005);;;;;;;;8.5
+;5;8.5;Abderhalden Lukas (2003);;23;52.25;5;8.5;0;0.0;9.75
o;7;18.25;Burkhard Tobias;*;12;55.0;7;18.25;0;0.0;8.5
+;13;26.75;Trümpi Simon;;17;53.75;13;26.75;0;0.0;10.0
o;10;36.75;Oertig Simon;*;11;55.25;14;35.75;4;-1.0;8.5
+;13;45.25;Zumbach Michael;;17;53.75;13;45.25;0;0.0;10.0

11d;Collaud Romain;**;;;;;;;;;55.25
o;;;Rychen Roger;***;;;;;;;8.5
+;5;8.5;Burkhard Tobias;*;12;55.0;2;9.75;-3;1.25;10.0
o;6;18.5;Riget Florian;*;6;56.5;4;19.0;-2;0.5;8.5
+;12;27.0;Inauen Andreas;*;15;54.25;11;27.25;-1;0.25;9.75
-;10;36.75;Elmer Daniel;*;9;55.75;9;37.0;-1;0.25;8.75
+;12;45.5;Odermatt Gian Maria (2004);*;15;54.25;11;45.75;-1;0.25;9.75

11e;Signer Andy (2003);*;;;;;;;;;55.25
+;;;Schiesser Patrik;*;;;;;;;9.75
o;2;9.75;Arztmann Beda;**;4;57.0;4;8.75;2;-1.0;8.5
+;7;18.25;Hauser Simon;;17;53.75;6;18.5;-1;0.25;9.75
-;8;28.0;Steiner Michael;**;9;55.75;12;27.0;4;-1.0;9.0
+;9;37.0;Flütsch Marco;;11;55.25;9;37.0;0;0.0;9.75
o;7;46.75;von Ah Benji;***;7;56.25;9;46.25;2;-0.5;8.5

11f;Hugelshofer Lars;*;;;;;;;;;55.25
+;;;Gosswiler Livio;*;;;;;;;9.75
-;2;9.75;Bollhalder Manuel;*;10;55.5;2;9.75;0;0.0;8.75
o;6;18.5;Fausch Kjetil;*;10;55.5;6;18.5;0;0.0;8.5
+;12;27.0;Schönenberger Tobias (2004);;14;54.5;11;27.25;-1;0.25;9.75
+;10;36.75;Lenherr Cédric (2003);*;12;55.0;10;36.75;0;0.0;10.0
o;7;46.75;Leuppi Samir;***;3;57.25;5;47.25;-2;0.5;8.5

11g;Kobler Janosch;*;;;;;;;;;55.25
o;;;Krähenbühl Lukas;*;;;;;;;8.75
+;4;8.75;Schwyn Patrick;;15;54.25;1;10.0;-3;1.25;10.0
o;5;18.75;von Ah Benji;***;7;56.25;9;17.5;4;-1.25;8.5
+;11;27.25;Odermatt Gian Maria (2004);*;15;54.25;11;27.25;0;0.0;9.75
o;9;37.0;Oettli Silvio;*;6;56.5;9;37.0;0;0.0;8.5
+;12;45.5;Galli Cedric;;18;53.5;14;45.0;2;-0.5;9.75

11h;Graf Nicola (2003);;;;;;;;;;55.25
+;;;Brülisauer Thomas (2003);;;;;;;;9.75
+;2;9.75;Castelli Fabio;*;21;52.75;5;8.5;3;-1.25;10.0
o;2;19.75;Bollhalder Manuel;*;10;55.5;6;18.5;4;-1.25;8.5
+;7;28.25;Elmer Adrian;*;12;55.0;8;28.0;1;-0.25;9.75
o;5;38.0;Mollet Ivan;**;10;55.5;8;37.25;3;-0.75;8.75
o;7;46.75;Good Marco;*;5;56.75;6;47.0;-1;0.25;8.5

11i;Schild Cornel (2004);;;;;;;;;;55.25
o;;;Galli Cedric;;;;;;;;8.5
-;5;8.5;Flütsch Marco;;11;55.25;2;9.75;-3;1.25;8.75
+;10;17.25;Knellwolf Sebastian;;28;34.0;11;17.0;1;-0.25;9.75
o;12;27.0;Aebli Nino;*;17;53.75;12;27.0;0;0.0;8.5
+;15;35.5;Diem Hansruedi;;21;52.75;15;35.5;0;0.0;10.0
+;12;45.5;Castelli Fabio;*;21;52.75;17;44.25;5;-1.25;9.75

11j;Fuster Sepp;*;;;;;;;;;55.25
+;;;Oertig Simon;*;;;;;;;9.75
o;2;9.75;Leuppi Samir;***;3;57.25;4;8.75;2;-1.0;8.5
+;7;18.25;Lacher Tobias (2005);;16;54.0;6;18.5;-1;0.25;10.0
o;7;28.25;Mollet Ivan;**;10;55.5;10;27.5;3;-0.75;8.5
-;10;36.75;Schwyn Adrian;*;13;54.75;12;36.25;2;-0.5;8.75
+;12;45.5;Trümpi Simon;;17;53.75;13;45.25;1;-0.25;9.75

11k;Bärtsch Fabian;*;;;;;;;;;55.25
+;;;Schläpfer Matthias;*;;;;;;;9.75
o;2;9.75;Räbmatter Patrick;***;10;55.5;4;8.75;2;-1.0;8.5
+;7;18.25;Keller Lukas;;9;55.75;4;19.0;-3;0.75;9.75
o;8;28.0;Kolb This (2003);*;6;56.5;7;28.25;-1;0.25;8.5
+;11;36.5;Wehrli Jan;;13;54.75;12;36.25;1;-0.25;10.0
o;8;46.5;Oettli Marco;**;7;56.25;8;46.5;0;0.0;8.75

12a;Niederer Andreas;;;;;;;;;;55.0
+;;;Lengacher Gian (2003);;;;;;;;10.0
o;1;10.0;Ackermann Remo;*;12;55.0;5;8.5;4;-1.5;8.5
o;6;18.5;Wittenwiler Roman;*;10;55.5;6;18.5;0;0.0;8.5
o;12;27.0;Lanter Christian;*;9;55.75;11;27.25;-1;0.25;8.5
+;15;35.5;Naef Sandro;;21;52.75;14;35.75;-1;0.25;9.75
+;13;45.25;Aebli Nino;*;17;53.75;13;45.25;0;0.0;9.75

12b;Raschle Urban (2003);;;;;;;;;;55.0
+;;;Rhyner Beni;;;;;;;;9.75
+;2;9.75;Aebli Nino;*;17;53.75;5;8.5;3;-1.25;9.75
o;3;19.5;Dumelin David;**;8;56.0;6;18.5;3;-1.0;8.5
-;8;28.0;Pianta Christian;*;19;53.25;12;27.0;4;-1.0;8.75
+;10;36.75;Galli Cedric;;18;53.5;11;36.5;1;-0.25;9.75
o;8;46.5;Kolb This (2003);*;6;56.5;8;46.5;0;0.0;8.5

12c;Ackermann Rico (2003);*;;;;;;;;;55.0
+;;;Koller Silvan;*;;;;;;;10.0
o;1;10.0;Mollet Ivan;**;10;55.5;4;8.75;3;-1.25;8.5
+;6;18.5;Tschudi Mario;;20;53.0;6;18.5;0;0.0;9.75
o;7;28.25;Räbsamen Marcel;**;5;56.75;6;28.5;-1;0.25;8.5
+;10;36.75;Burkhard Tobias;*;12;55.0;10;36.75;0;0.0;9.75
o;8;46.5;Burkhalter Stefan;***;4;57.0;6;47.0;-2;0.5;8.5

12d;Elmer Adrian;*;;;;;;;;;55.0
+;;;Koller Fabian;*;;;;;;;9.75
o;2;9.75;Bless Michael;***;3;57.25;3;9.0;1;-0.75;8.5
+;7;18.25;Nüesch Remo;;21;52.75;6;18.5;-1;0.25;9.75
o;8;28.0;Graf Nicola (2003);;11;55.25;7;28.25;-1;0.25;8.5
-;11;36.5;Pianta Christian;*;19;53.25;14;35.75;3;-0.75;8.75
+;13;45.25;Hänni Marc;;17;53.75;13;45.25;0;0.0;9.75

12e;Burkhard Tobias;*;;;;;;;;;55.0
+;;;Wild Thomas;*;;;;;;;9.75
o;2;9.75;Collaud Romain;**;11;55.25;5;8.5;3;-1.25;8.5
+;7;18.25;Nüesch Sandro (2005);;11;55.25;7;18.25;0;0.0;10.0
o;7;28.25;Geisser Lars;**;9;55.75;10;27.5;3;-0.75;8.5
o;10;36.75;Ackermann Rico (2003);*;12;55.0;10;36.75;0;0.0;8.5
+;13;45.25;Schegg Daniel;;18;53.5;14;45.0;1;-0.25;9.75

12f;Keller Werner;*;;;;;;;;;55.0
o;;;Mettler Valentin;*;;;;;;;8.5
+;5;8.5;Trümpi Simon;;17;53.75;2;9.75;-3;1.25;10.0
o;6;18.5;Battaglia Ursin;**;6;56.5;7;18.25;1;-0.25;8.5
+;12;27.0;Lengacher Gian (2003);;15;54.25;12;27.0;0;0.0;9.75
o;10;36.75;Wolfer Lukas;*;12;55.0;10;36.75;0;0.0;8.5
+;13;45.25;Bürgler Patrick;*;16;54.0;13;45.25;0;0.0;9.75

12g;Ackermann Remo;*;;;;;;;;;55.0
o;;;Rotach Lars;*;;;;;;;8.5
+;5;8.5;Niederer Andreas;;12;55.0;1;10.0;-4;1.5;9.75
o;7;18.25;Alpiger Nick;***;6;56.5;8;17.75;1;-0.5;8.5
+;13;26.75;Giger Florian;;15;54.25;12;27.0;-1;0.25;10.0
+;10;36.75;Gosswiler Livio;*;12;55.0;10;36.75;0;0.0;9.75
o;8;46.5;Heierli Pascal;*;7;56.25;9;46.25;1;-0.25;8.5

12h;Lenherr Cédric (2003);*;;;;;;;;;55.0
+;;;Pianta Christian;*;;;;;;;9.75
+;2;9.75;Hochholdinger Roman;**;15;54.25;4;8.75;2;-1.0;9.75
o;3;19.5;Notz Beni;***;8;56.0;5;18.75;2;-0.75;8.5
-;8;28.0;Rüegg Patrick;;14;54.5;7;28.25;-1;0.25;8.75
o;10;36.75;Hugelshofer Lars;*;11;55.25;10;36.75;0;0.0;8.5
+;13;45.25;Nüesch Remo;;21;52.75;17;44.25;4;-1.0;9.75

12i;Wey Nicola;*;;;;;;;;;55.0
+;;;Gartmann Mauro;**;;;;;;;9.75
o;2;9.75;Müllestein Mike;***;8;56.0;5;8.5;3;-1.25;8.5
+;7;18.25;Schönenberger Tobias (2004);;14;54.5;5;18.75;-2;0.5;9.75
+;8;28.0;Kiser Aron;;14;54.5;6;28.5;-2;0.5;9.75
o;6;37.75;Krähenbühl Tobias;***;7;56.25;7;37.5;1;-0.25;8.75
o;8;46.5;Baumgartner Ramon;*;5;56.75;7;46.75;-1;0.25;8.5

12j;Hug Jan;;;;;;;;;;55.0
+;;;Mannhart Jan (2003);;;;;;;;9.75
o;2;9.75;Battaglia Ursin;**;6;56.5;5;8.5;3;-1.25;8.5
o;7;18.25;Mathis Patrick;;13;54.75;7;18.25;0;0.0;8.5
+;13;26.75;Schiegg Raphael (2005);;22;52.5;13;26.75;0;0.0;10.0
o;10;36.75;Blaser Christian;**;9;55.75;14;35.75;4;-1.0;8.5
+;13;45.25;Wild Thomas;*;16;54.0;12;45.5;-1;0.25;9.75

12k;Gosswiler Livio;*;;;;;;;;;55.0
o;;;Hugelshofer Lars;*;;;;;;;8.5
o;5;8.5;Baumann Elia;;10;55.5;1;10.0;-4;1.5;8.5
+;11;17.0;Hänni Marc;;17;53.75;6;18.5;-5;1.5;10.0
+;12;27.0;Brülisauer Dominik;;15;54.25;10;27.5;-2;0.5;9.75
o;10;36.75;Ackermann Remo;*;12;55.0;10;36.75;0;0.0;8.5
+;13;45.25;Schönenberger Tobias (2004);;14;54.5;11;45.75;-2;0.5;9.75

12l;Wolfer Lukas;*;;;;;;;;;55.0
+;;;Schwyn Adrian;*;;;;;;;9.75
o;2;9.75;Dändliker Shane;**;5;56.75;4;8.75;2;-1.0;8.5
+;7;18.25;Schiess Christian;;14;54.5;5;18.75;-2;0.5;10.0
o;7;28.25;Alpiger Nick;***;6;56.5;9;27.75;2;-0.5;8.5
+;10;36.75;Keller Werner;*;12;55.0;10;36.75;0;0.0;9.75
o;8;46.5;Räbsamen Marcel;**;5;56.75;7;46.75;-1;0.25;8.5

13a;Rüegg Fabian;*;;;;;;;;;54.75
-;;;Oettli Marco;**;;;;;;;9.0
+;3;9.0;Naef Sandro;;21;52.75;1;10.0;-2;1.0;10.0
-;4;19.0;Mollet Ivan;**;10;55.5;5;18.75;1;-0.25;8.75
+;9;27.75;Mathis Patrick;;13;54.75;8;28.0;-1;0.25;10.0
o;6;37.75;Schneider Domenic;***;2;57.75;5;38.0;-1;0.25;8.5
o;9;46.25;Burkhalter Thomas (2003);*;8;56.0;9;46.25;0;0.0;8.5

13b;Ziegler Andreas;;;;;;;;;;54.75
+;;;Diem Hansruedi;;;;;;;;9.75
o;2;9.75;Funk Nicola;*;9;55.75;5;8.5;3;-1.25;8.5
+;7;18.25;Blaser Christian;**;9;55.75;10;17.25;3;-1.0;9.75
o;8;28.0;Oettli Silvio;*;6;56.5;11;27.25;3;-0.75;8.5
o;11;36.5;Keller Lukas;;9;55.75;13;36.0;2;-0.5;8.5
+;14;45.0;Büchler Livio;;16;54.0;12;45.5;-2;0.5;9.75

13c;Wehrli Jan;;;;;;;;;;54.75
-;;;Schönenberger Tobias (2004);;;;;;;;9.0
+;3;9.0;Brülisauer Dominik;;15;54.25;3;9.0;0;0.0;10.0
o;4;19.0;Kolb This (2003);*;6;56.5;6;18.5;2;-0.5;8.5
o;10;27.5;Elmer Daniel;*;9;55.75;11;27.25;1;-0.25;8.75
o;12;36.25;Bärtsch Fabian;*;11;55.25;11;36.5;-1;0.25;8.5
+;15;44.75;Schiesser Patrik;*;16;54.0;12;45.5;-3;0.75;9.75
+;14;54.5;Mannhart Jan (2003);;17;53.75;17;53.75;3;-0.75;0.25

13d;Schwyn Adrian;*;;;;;;;;;54.75
o;;;Wolfer Lukas;*;;;;;;;8.5
-;5;8.5;Büchler Livio;;16;54.0;2;9.75;-3;1.25;8.75
+;10;17.25;Brülisauer Thomas (2003);;16;54.0;6;18.5;-4;1.25;10.0
-;11;27.25;Joos Enrico (2003);*;17;53.75;10;27.5;-1;0.25;9.0
-;12;36.25;Fuster Sepp;*;11;55.25;10;36.75;-2;0.5;8.75
+;14;45.0;Tanner Adrian;;16;54.0;12;45.5;-2;0.5;9.75

13e;Mathis Patrick;;;;;;;;;;54.75
+;;;Ackermann Roman;;;;;;;;9.75
o;2;9.75;Bürgler Patrick;*;16;54.0;5;8.5;3;-1.25;8.5
+;7;18.25;Hug Jan;;12;55.0;7;18.25;0;0.0;9.75
o;8;28.0;Rüegg Fabian;*;13;54.75;9;27.75;1;-0.25;8.5
+;11;36.5;Hauser Simon;;17;53.75;15;35.5;4;-1.0;9.75
o;9;46.25;Kuster Thomas;*;6;56.5;7;46.75;-2;0.5;8.5

13f;Ulmann Fabian;*;;;;;;;;;54.75
+;;;Bürgler Patrick;*;;;;;;;9.75
o;2;9.75;Oettli Marco;**;7;56.25;3;9.0;1;-0.75;8.5
o;7;18.25;Inauen Maurus (2003);;10;55.5;6;18.5;-1;0.25;8.5
+;13;26.75;Mösli Marcel;;17;53.75;12;27.0;-1;0.25;9.75
+;11;36.5;Joos Enrico (2003);*;17;53.75;11;36.5;0;0.0;9.75
o;9;46.25;Dändliker Shane;**;5;56.75;7;46.75;-2;0.5;8.5

14a;Schiess Christian;;;;;;;;;;54.5
-;;;Tanner Adrian;;;;;;;;8.75
+;4;8.75;Mösli Marcel;;17;53.75;4;8.75;0;0.0;10.0
o;5;18.75;Wolfer Lukas;*;12;55.0;7;18.25;2;-0.5;8.5
-;11;27.25;Schwyn Patrick;;15;54.25;12;27.0;1;-0.25;8.75
+;13;36.0;Kiener Raphael;;18;53.5;13;36.0;0;0.0;10.0
o;10;46.0;Keller Lukas;;9;55.75;11;45.75;1;-0.25;8.5

14b;Bucher Roman (2003);;;;;;;;;;54.5
+;;;Krucker Silvan;;;;;;;;9.75
o;2;9.75;Wild Thomas;*;16;54.0;5;8.5;3;-1.25;8.5
-;7;18.25;Castelli Fabio;*;21;52.75;11;17.0;4;-1.25;8.75
-;12;27.0;Nüesch Remo;;21;52.75;12;27.0;0;0.0;9.0
+;13;36.0;Brülisauer Thomas (2003);;16;54.0;15;35.5;2;-0.5;10.0
o;10;46.0;Elmer Daniel;*;9;55.75;11;45.75;1;-0.25;8.5

14c;Schönenberger Tobias (2004);;;;;;;;;;54.5
-;;;Wehrli Jan;;;;;;;;9.0
+;3;9.0;Tanner Adrian;;16;54.0;4;8.75;1;-0.25;9.75
o;5;18.75;Wey Nicola;*;12;55.0;7;18.25;2;-0.5;8.5
o;11;27.25;Hugelshofer Lars;*;11;55.25;12;27.0;1;-0.25;8.5
+;14;35.75;Imhof Gregor;;19;53.25;13;36.0;-1;0.25;10.0
o;11;45.75;Gosswiler Livio;*;12;55.0;13;45.25;2;-0.5;8.75

14d;Koller Fabian;*;;;;;;;;;54.5
o;;;Elmer Adrian;*;;;;;;;8.5
o;5;8.5;Schuler Martin;*;6;56.5;5;8.5;0;0.0;8.5
-;11;17.0;Stadelmann Patrick;;14;54.5;6;18.5;-5;1.5;8.75
+;16;25.75;Rhyner Beni;;17;53.75;12;27.0;-4;1.25;10.0
+;14;35.75;Brülisauer Dominik;;15;54.25;13;36.0;-1;0.25;9.75
-;12;45.5;Burch Dean;*;14;54.5;12;45.5;0;0.0;9.0

14e;Rüegg Patrick;;;;;;;;;;54.5
+;;;Langenegger Beat;;;;;;;;10.0
o;1;10.0;Geisser Lars;**;9;55.75;4;8.75;3;-1.25;8.5
+;6;18.5;Fontana Michael;*;15;54.25;10;17.25;4;-1.25;9.75
-;7;28.25;Lenherr Cédric (2003);*;12;55.0;8;28.0;1;-0.25;9.0
o;8;37.25;Riget Florian;*;6;56.5;6;37.75;-2;0.5;8.5
-;11;45.75;Kiser Aron;;14;54.5;11;45.75;0;0.0;8.75

14f;Burch Dean;*;;;;;;;;;54.5
-;;;Joos Enrico (2003);*;;;;;;;8.75
+;4;8.75;Tschudi Mario;;20;53.0;1;10.0;-3;1.25;10.0
o;5;18.75;Kindlimann Fabian;***;4;57.0;2;19.75;-3;1.0;8.5
+;11;27.25;Galli Cedric;;18;53.5;8;28.0;-3;0.75;9.75
o;9;37.0;Arztmann Beda;**;4;57.0;9;37.0;0;0.0;8.5
-;12;45.5;Koller Fabian;*;14;54.5;12;45.5;0;0.0;9.0

14g;Kiser Aron;;;;;;;;;;54.5
+;;;Inauen Andreas;*;;;;;;;10.0
+;1;10.0;Blaser Christian;**;9;55.75;5;8.5;4;-1.5;10.0
o;1;20.0;Dändliker Shane;**;5;56.75;5;18.75;4;-1.25;8.5
o;6;28.5;Wey Nicola;*;12;55.0;8;28.0;2;-0.5;8.75
o;8;37.25;Baumann Elia;;10;55.5;9;37.0;1;-0.25;8.5
-;11;45.75;Rüegg Patrick;;14;54.5;11;45.75;0;0.0;8.75

14h;Stadelmann Patrick;;;;;;;;;;54.5
-;;;Fässler Tobias;;;;;;;;8.75
+;4;8.75;Manser Adrian;;22;52.5;5;8.5;1;-0.25;9.75
-;6;18.5;Koller Fabian;*;14;54.5;11;17.0;5;-1.5;8.75
-;11;27.25;Schläpfer Matthias;*;25;34.75;15;26.0;4;-1.25;8.75
+;13;36.0;Siegenthaler Joël (2003);;22;52.5;15;35.5;2;-0.5;10.0
o;10;46.0;Gartmann Mauro;**;9;55.75;11;45.75;1;-0.25;8.5

15a;Lengacher Gian (2003);;;;;;;;;;54.25
o;;;Niederer Andreas;;;;;;;;8.5
-;5;8.5;Steiner Lukas;;20;53.0;5;8.5;0;0.0;8.75
+;10;17.25;Ackermann Roman;;27;34.25;10;17.25;0;0.0;9.75
o;12;27.0;Keller Werner;*;12;55.0;12;27.0;0;0.0;8.5
+;15;35.5;Abderhalden Lukas (2003);;23;52.25;16;35.25;1;-0.25;10.0
-;12;45.5;Pianta Christian;*;19;53.25;16;44.5;4;-1.0;8.75

15b;Brülisauer Dominik;;;;;;;;;;54.25
-;;;Odermatt Michi;;;;;;;;9.0
o;3;9.0;Wehrli Jan;;13;54.75;3;9.0;0;0.0;8.5
+;9;17.5;Krucker Silvan;;27;34.25;10;17.25;1;-0.25;10.0
o;10;27.5;Gosswiler Livio;*;12;55.0;12;27.0;2;-0.5;8.5
o;13;36.0;Koller Fabian;*;14;54.5;14;35.75;1;-0.25;8.5
+;16;44.5;Naef Sandro;;21;52.75;17;44.25;1;-0.25;9.75

15c;Fuster Arjuna (2003);;;;;;;;;;54.25
+;;;Abderhalden Lukas (2003);;;;;;;;10.0
+;1;10.0;Inauen Andreas;*;15;54.25;4;8.75;3;-1.25;10.0
o;1;20.0;Räbsamen Marcel;**;5;56.75;6;18.5;5;-1.5;8.5
o;6;28.5;Ott Damian;**;3;57.25;9;27.75;3;-0.75;8.5
o;9;37.0;Fausch Kjetil;*;10;55.5;9;37.0;0;0.0;8.5
-;12;45.5;Hinrichs Silvio (2004);;15;54.25;12;45.5;0;0.0;8.75

15d;Giger Florian;;;;;;;;;;54.25
o;;;Baumann Elia;;;;;;;;8.5
+;5;8.5;Kiener Raphael;;18;53.5;5;8.5;0;0.0;10.0
o;6;18.5;Notz Armin;*;19;53.25;10;17.25;4;-1.25;8.5
o;12;27.0;Ackermann Remo;*;12;55.0;13;26.75;1;-0.25;8.5
-;15;35.5;Tschudi Mario;;20;53.0;15;35.5;0;0.0;8.75
+;17;44.25;Steiner Lukas;;20;53.0;16;44.5;-1;0.25;10.0

15e;Egli Martin;;;;;;;;;;54.25
+;;;Knellwolf Sebastian;;;;;;;;10.0
-;1;10.0;Steiner Michael;**;9;55.75;5;8.5;4;-1.5;8.75
o;5;18.75;Vollenweider Jeremy;**;5;56.75;6;18.5;1;-0.25;8.5
+;11;27.25;Imhof Gregor;;19;53.25;11;27.25;0;0.0;10.0
o;8;37.25;Dändliker Shane;**;5;56.75;9;37.0;1;-0.25;8.5
o;11;45.75;Lanter Christian;*;9;55.75;11;45.75;0;0.0;8.5

15f;Hinrichs Silvio (2004);;;;;;;;;;54.25
+;;;Hänni Marc;;;;;;;;10.0
o;1;10.0;Riget Florian;*;6;56.5;3;9.0;2;-1.0;8.5
o;6;18.5;Lehmann Philipp;*;24;44.5;10;17.25;4;-1.25;8.5
+;12;27.0;Tschudi Mario;;20;53.0;12;27.0;0;0.0;10.0
o;9;37.0;Dumelin David;**;8;56.0;8;37.25;-1;0.25;8.5
-;12;45.5;Fuster Arjuna (2003);;15;54.25;12;45.5;0;0.0;8.75

15g;Bernold Edi;**;;;;;;;;;54.25
o;;;Kuster Thomas;*;;;;;;;8.75
+;4;8.75;Inauen Maurus (2003);;10;55.5;1;10.0;-3;1.25;9.75
o;6;18.5;Krähenbühl Tobias;***;7;56.25;5;18.75;-1;0.25;8.5
+;12;27.0;Siegenthaler Joël (2003);;22;52.5;12;27.0;0;0.0;10.0
o;9;37.0;Vollenweider Jeremy;**;5;56.75;8;37.25;-1;0.25;8.75
o;11;45.75;Blaser Christian;**;9;55.75;11;45.75;0;0.0;8.5

15h;Hochholdinger Roman;**;;;;;;;;;54.25
-;;;Dumelin David;**;;;;;;;8.75
o;4;8.75;Lenherr Cédric (2003);*;12;55.0;2;9.75;-2;1.0;8.5
o;10;17.25;Kurmann Patrick (2003);;10;55.5;6;18.5;-4;1.25;8.5
+;16;25.75;Tanner Adrian;;16;54.0;12;27.0;-4;1.25;10.0
+;14;35.75;Kammermann Dominik;;17;53.75;10;36.75;-4;1.0;10.0
o;11;45.75;Funk Nicola;*;9;55.75;10;46.0;-1;0.25;8.5

15i;Inauen Andreas;*;;;;;;;;;54.25
o;;;Kiser Aron;;;;;;;;8.75
o;4;8.75;Fuster Arjuna (2003);;15;54.25;1;10.0;-3;1.25;8.5
+;10;17.25;Trümpi Simon;;17;53.75;7;18.25;-3;1.0;10.0
o;11;27.25;Collaud Romain;**;11;55.25;12;27.0;1;-0.25;8.5
-;14;35.75;Castelli Fabio;*;21;52.75;15;35.5;1;-0.25;8.75
+;16;44.5;Kühne Cyrill (2004);;21;52.75;17;44.25;1;-0.25;9.75

15j;Krähenbühl Lukas;*;;;;;;;;;54.25
+;;;Kobler Janosch;*;;;;;;;9.75
o;2;9.75;Ott Damian;**;3;57.25;3;9.0;1;-0.75;8.5
-;7;18.25;Mettler Valentin;*;16;54.0;7;18.25;0;0.0;8.75
+;12;27.0;Hauser Simon;;17;53.75;12;27.0;0;0.0;10.0
o;9;37.0;Geisser Lars;**;9;55.75;7;37.5;-2;0.5;8.5
-;12;45.5;Fontana Michael;*;15;54.25;12;45.5;0;0.0;8.75

15k;Fontana Michael;*;;;;;;;;;54.25
o;;;Hobi Ignaz;*;;;;;;;8.5
-;5;8.5;Lanter Christian;*;9;55.75;5;8.5;0;0.0;8.75
o;10;17.25;Rüegg Patrick;;14;54.5;6;18.5;-4;1.25;8.5
+;16;25.75;Abderhalden Lukas (2003);;23;52.25;13;26.75;-3;1.0;9.75
+;15;35.5;Kühne Cyrill (2004);;21;52.75;14;35.75;-1;0.25;10.0
-;12;45.5;Krähenbühl Lukas;*;15;54.25;12;45.5;0;0.0;8.75

15l;Schlegel Reto;*;;;;;;;;;54.25
+;;;Lanter Christian;*;;;;;;;10.0
o;1;10.0;Burkhalter Stefan;***;4;57.0;4;8.75;3;-1.25;8.5
o;6;18.5;Kuster Thomas;*;6;56.5;6;18.5;0;0.0;8.75
+;11;27.25;Keller Lukas;;9;55.75;10;27.5;-1;0.25;10.0
o;8;37.25;Giger Urs;*;10;55.5;8;37.25;0;0.0;8.5
o;11;45.75;Odermatt Michi;;9;55.75;10;46.0;-1;0.25;8.5

15m;Odermatt Gian Maria (2004);*;;;;;;;;;54.25
+;;;Castelli Fabio;*;;;;;;;10.0
o;1;10.0;Schlegel Sandro;**;29;18.25;5;8.5;4;-1.5;8.5
-;6;18.5;Flütsch Marco;;11;55.25;6;18.5;0;0.0;8.75
o;11;27.25;Kobler Janosch;*;11;55.25;11;27.25;0;0.0;8.5
+;14;35.75;Lacher Tobias (2005);;16;54.0;14;35.75;0;0.0;10.0
o;11;45.75;Collaud Romain;**;11;55.25;12;45.5;1;-0.25;8.5

15n;Schwyn Patrick;;;;;;;;;;54.25
+;;;Manser Adrian;;;;;;;;10.0
o;1;10.0;Kobler Janosch;*;11;55.25;4;8.75;3;-1.25;8.5
o;6;18.5;Gartmann Mauro;**;9;55.75;10;17.25;4;-1.25;8.5
-;12;27.0;Schiess Christian;;14;54.5;11;27.25;-1;0.25;8.75
o;14;35.75;Mösli Marcel;;17;53.75;15;35.5;1;-0.25;8.75
+;16;44.5;Diem Hansruedi;;21;52.75;17;44.25;1;-0.25;9.75

16a;Tanner Adrian;;;;;;;;;;54.0
-;;;Schiess Christian;;;;;;;;8.75
o;4;8.75;Schönenberger Tobias (2004);;14;54.5;3;9.0;-1;0.25;8.5
+;10;17.25;Spörndli Cyril (2003);;23;52.25;11;17.0;1;-0.25;9.75
o;12;27.0;Hochholdinger Roman;**;15;54.25;16;25.75;4;-1.25;8.5
+;15;35.5;Rhyner Beni;;17;53.75;15;35.5;0;0.0;10.0
o;12;45.5;Schwyn Adrian;*;13;54.75;14;45.0;2;-0.5;8.5

16b;Bürgler Patrick;*;;;;;;;;;54.0
o;;;Ulmann Fabian;*;;;;;;;8.5
+;5;8.5;Mathis Patrick;;13;54.75;2;9.75;-3;1.25;9.75
o;7;18.25;Schiesser Patrik;*;16;54.0;7;18.25;0;0.0;8.5
+;13;26.75;Brülisauer Thomas (2003);;16;54.0;12;27.0;-1;0.25;10.0
o;10;36.75;Battaglia Ursin;**;6;56.5;11;36.5;1;-0.25;8.5
o;13;45.25;Keller Werner;*;12;55.0;13;45.25;0;0.0;8.75

16c;Lacher Tobias (2005);;;;;;;;;;54.0
+;;;Nüesch Sandro (2005);;;;;;;;10.0
o;1;10.0;Giger Urs;*;10;55.5;3;9.0;2;-1.0;8.5
o;6;18.5;Fuster Sepp;*;11;55.25;7;18.25;1;-0.25;8.5
-;12;27.0;Inauen Aurel;;10;55.5;12;27.0;0;0.0;8.75
o;14;35.75;Odermatt Gian Maria (2004);*;15;54.25;14;35.75;0;0.0;8.5
+;17;44.25;Spörndli Cyril (2003);;23;52.25;19;43.75;2;-0.5;9.75

