4814-2021-08-01_106_St_Galler_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.5
+;1;10.0;Anliker Nino (2005);;17;54.25;1;10.0;0;0.0;9.75
o;2;19.75;Pianta Christian;*;16;54.5;5;18.75;3;-1.0;8.5
-;7;28.25;Kurmann Patrick (2003);;15;54.75;7;28.25;0;0.0;8.75
o;8;37.0;Thoma Christoph;*;8;56.5;9;36.75;1;-0.25;8.5
+;13;45.5;Landolt Cla;;18;54.0;13;45.5;0;0.0;10.0

12f;Heierli Pascal;*;;;;;;;;;55.5
+;;;Burkhard Tobias;;;;;;;;10.0
o;1;10.0;Biäsch Christian;*;8;56.5;2;9.75;1;-0.25;8.5
+;6;18.5;Buchmann Michael;;16;54.5;5;18.75;-1;0.25;9.75
o;7;28.25;Hugelshofer Lars;*;14;55.0;8;28.0;1;-0.25;8.5
+;9;36.75;Knellwolf Sebastian;;19;53.75;9;36.75;0;0.0;10.0
-;8;46.75;Funk Nicola;*;12;55.5;8;46.75;0;0.0;8.75

12g;Funk Nicola;*;;;;;;;;;55.5
+;;;Riget Florian;*;;;;;;;9.75
-;2;9.75;Schläpfer Markus;**;6;57.0;2;9.75;0;0.0;8.75
o;6;18.5;Schuler Alex;***;10;56.0;8;17.75;2;-0.75;8.5
+;11;27.0;Arnold Christian;;15;54.75;8;28.0;-3;1.0;10.0
+;8;37.0;Rotach Lars;*;10;56.0;6;37.5;-2;0.5;9.75
-;8;46.75;Heierli Pascal;*;12;55.5;8;46.75;0;0.0;8.75

12h;Wild Thomas;;;;;;;;;;55.5
+;;;Signer Walter;;;;;;;;9.75
+;2;9.75;Schläpfer Matthias;*;15;54.75;4;8.75;2;-1.0;10.0
+;2;19.75;Schiesser Patrik;*;17;54.25;5;18.75;3;-1.0;10.0
o;2;29.75;Schläpfer Markus;**;6;57.0;6;28.5;4;-1.25;8.5
-;3;38.25;Hugelshofer Lars;*;14;55.0;5;37.75;2;-0.5;8.75
o;7;47.0;Burch Dean;;7;56.75;7;47.0;0;0.0;8.5

12i;Fontana Michael;*;;;;;;;;;55.5
o;;;Dörig Erich;*;;;;;;;8.5
+;5;8.5;Pfister Florian;*;27;35.25;5;8.5;0;0.0;10.0
o;6;18.5;Bollhalder Manuel;*;4;57.5;5;18.75;-1;0.25;8.5
+;11;27.0;Ziegler Michael;;18;54.0;10;27.25;-1;0.25;10.0
o;8;37.0;Riget Florian;*;10;56.0;8;37.0;0;0.0;8.5
+;13;45.5;Keller Dominic;;16;54.5;11;46.0;-2;0.5;10.0

12j;Kamer Ueli;*;;;;;;;;;55.5
-;;;Neff Florian;*;;;;;;;8.75
+;4;8.75;Giger Florian;;13;55.25;4;8.75;0;0.0;10.0
o;5;18.75;Schuler Daniel;*;13;55.25;7;18.25;2;-0.5;8.5
+;10;27.25;Tschudi Mario;;17;54.25;10;27.25;0;0.0;10.0
+;7;37.25;Rhyner Beni;;17;54.25;8;37.0;1;-0.25;9.75
o;7;47.0;Ulmann Fabian;*;7;56.75;7;47.0;0;0.0;8.5

12k;Fuster Sepp;*;;;;;;;;;55.5
+;;;Keller Manuel;*;;;;;;;10.0
o;1;10.0;Gmür Pirmin;**;6;57.0;3;9.0;2;-1.0;8.5
o;6;18.5;Kamer Hanspeter;*;12;55.5;6;18.5;0;0.0;8.5
+;11;27.0;Wittenwiler Mathias (2003);;22;52.75;10;27.25;-1;0.25;10.0
+;8;37.0;Schmucki Ivo;;18;54.0;8;37.0;0;0.0;9.75
o;8;46.75;Elmer Adrian;*;6;57.0;7;47.0;-1;0.25;8.75

12l;Kälin Remo;*;;;;;;;;;55.5
-;;;Elmer Daniel;*;;;;;;;8.75
+;4;8.75;Gasenzer Christian (2004);;22;52.75;1;10.0;-3;1.25;10.0
+;5;18.75;Forrer Marco (2003);;14;55.0;2;19.75;-3;1.0;9.75
o;6;28.5;Dumelin David;**;8;56.5;7;28.25;1;-0.25;8.5
+;8;37.0;Kolb Pirmin;*;24;44.75;11;36.25;3;-0.75;9.75
-;8;46.75;Riget Florian;*;10;56.0;7;47.0;-1;0.25;8.75

12m;Giger Urs;*;;;;;;;;;55.5
+;;;Good Marco;*;;;;;;;10.0
o;1;10.0;Räbsamen Marcel;*;3;57.75;2;9.75;1;-0.25;8.5
-;6;18.5;Gartmann Mauro;**;16;54.5;9;17.5;3;-1.0;8.75
+;10;27.25;Bleiker Ueli (2004);;15;54.75;5;28.75;-5;1.5;9.75
+;8;37.0;Koller Silvan;*;16;54.5;11;36.25;3;-0.75;10.0
o;7;47.0;Arztmann Beda;**;7;56.75;7;47.0;0;0.0;8.5

12n;Kamer Hanspeter;*;;;;;;;;;55.5
-;;;Schläpfer Matthias;*;;;;;;;8.75
+;4;8.75;Odermatt Michi;;18;54.0;4;8.75;0;0.0;9.75
+;6;18.5;Fuster Sepp;*;12;55.5;6;18.5;0;0.0;10.0
o;6;28.5;Notz Beni;***;5;57.25;6;28.5;0;0.0;8.5
+;8;37.0;Neff Florian;*;18;54.0;9;36.75;1;-0.25;9.75
o;8;46.75;Schlegel Reto;*;7;56.75;8;46.75;0;0.0;8.75

13a;Schuler Daniel;*;;;;;;;;;55.25
o;;;Schlegel Reto;*;;;;;;;8.5
+;5;8.5;Lenherr Cédric (2003);;6;57.0;2;9.75;-3;1.25;9.75
+;7;18.25;Kamer Ueli;*;12;55.5;5;18.75;-2;0.5;9.75
o;8;28.0;Gmür Pirmin;**;6;57.0;5;28.75;-3;0.75;8.5
+;10;36.5;Flütsch Marco;;19;53.75;10;36.5;0;0.0;9.75
-;10;46.25;Niederer Andreas;;11;55.75;8;46.75;-2;0.5;9.0

13b;Schmid Gian (2003);;;;;;;;;;55.25
+;;;Krucker Silvan;;;;;;;;10.0
o;1;10.0;Effinger Markus;*;8;56.5;5;8.5;4;-1.5;8.5
o;6;18.5;Stauffacher Martin;;17;54.25;5;18.75;-1;0.25;8.5
o;11;27.0;Odermatt Gian Maria (2004);*;9;56.25;14;26.25;3;-0.75;8.5
+;14;35.5;Lazzarotto Salomon (2005);;18;54.0;14;35.5;0;0.0;9.75
+;14;45.25;Vetterli Sven (2003);;19;53.75;14;45.25;0;0.0;10.0

13c;Lengacher Gian (2003);;;;;;;;;;55.25
+;;;Rickenmann Ramon;;;;;;;;9.75
o;2;9.75;Gerig Marcel;;14;55.0;2;9.75;0;0.0;8.5
o;7;18.25;Kobler Janosch;;7;56.75;6;18.5;-1;0.25;8.5
-;12;26.75;Roth Peter;*;27;35.25;13;26.5;1;-0.25;8.75
+;14;35.5;Bleiker Daniel;;22;52.75;13;35.75;-1;0.25;10.0
+;13;45.5;Walser Simon (2004);;18;54.0;13;45.5;0;0.0;9.75

13d;Schiess Christian;;;;;;;;;;55.25
+;;;Schmucki Ivo;;;;;;;;9.75
-;2;9.75;Steiner Lukas;;15;54.75;2;9.75;0;0.0;8.75
o;6;18.5;Dumelin David;**;8;56.5;7;18.25;1;-0.25;8.5
+;11;27.0;Signer Walter;;19;53.75;11;27.0;0;0.0;9.75
o;9;36.75;Hinrichs Silvio (2004);;13;55.25;9;36.75;0;0.0;8.5
+;14;45.25;Laager Kaspar (2004);;19;53.75;14;45.25;0;0.0;10.0

13e;Baumann Elia;;;;;;;;;;55.25
+;;;Hinrichs Silvio (2004);;;;;;;;9.75
+;2;9.75;Wolfer Lukas;*;30;34.25;5;8.5;3;-1.25;10.0
o;2;19.75;Ammann Rico;*;14;55.0;7;18.25;5;-1.5;8.5
+;7;28.25;Gerig Marcel;;14;55.0;7;28.25;0;0.0;10.0
o;3;38.25;Schuler Philipp;**;11;55.75;7;37.25;4;-1.0;8.5
o;8;46.75;Thoma Christoph;*;8;56.5;8;46.75;0;0.0;8.5

13f;Giger Florian;;;;;;;;;;55.25
-;;;Stauffacher Martin;;;;;;;;8.75
o;4;8.75;Kamer Ueli;*;12;55.5;4;8.75;0;0.0;8.5
+;10;17.25;Pfister Florian;*;27;35.25;11;17.0;1;-0.25;10.0
-;10;27.25;Korrodi Janik (2004);;22;52.75;11;27.0;1;-0.25;9.0
+;11;36.25;Lacher Tobias (2005);;19;53.75;10;36.5;-1;0.25;10.0
-;10;46.25;Schönenberger Tobias (2004);;13;55.25;10;46.25;0;0.0;9.0

13g;Fässler Michael;;;;;;;;;;55.25
o;;;Fehr Christian;;;;;;;;8.5
o;5;8.5;Bleiker Ueli (2004);;15;54.75;3;9.0;-2;0.5;8.5
+;11;17.0;Wüst Dorian (2004);;31;34.0;11;17.0;0;0.0;10.0
o;11;27.0;Pfister Florian;*;27;35.25;17;25.5;6;-1.5;8.5
+;14;35.5;Ziegler Jonas (2005);;23;52.5;14;35.5;0;0.0;10.0
+;13;45.5;Egli Patrick;;18;54.0;13;45.5;0;0.0;9.75

13h;Blaser Niklas;*;;;;;;;;;55.25
+;;;Wetter Silvan;*;;;;;;;10.0
o;1;10.0;Schnurrenberger Roman;**;7;56.75;4;8.75;3;-1.25;8.5
o;6;18.5;Geisser Lars;**;6;57.0;5;18.75;-1;0.25;8.5
+;11;27.0;Stadelmann Patrick;;16;54.5;9;27.5;-2;0.5;9.75
o;9;36.75;Fausch Kjetil;*;7;56.75;8;37.0;-1;0.25;8.5
+;14;45.25;Wettstein Daniel;*;19;53.75;14;45.25;0;0.0;10.0

13i;Mannhart Jan (2003);;;;;;;;;;55.25
+;;;Korrodi Janik (2004);;;;;;;;10.0
+;1;10.0;Laager Kaspar (2004);;19;53.75;2;9.75;1;-0.25;9.75
o;2;19.75;Mettler Valentin;*;16;54.5;5;18.75;3;-1.0;8.5
o;7;28.25;Effinger Markus;*;8;56.5;6;28.5;-1;0.25;8.5
+;9;36.75;Buchmann Michael;;16;54.5;12;36.0;3;-0.75;10.0
o;8;46.75;Lenherr Cédric (2003);;6;57.0;7;47.0;-1;0.25;8.5

13j;Schönenberger Tobias (2004);;;;;;;;;;55.25
+;;;Peter Philipp;;;;;;;;10.0
-;1;10.0;Langenegger Beat;;16;54.5;2;9.75;1;-0.25;9.0
+;4;19.0;Koller Silvan;*;16;54.5;5;18.75;1;-0.25;9.75
o;5;28.75;Biäsch Christian;*;8;56.5;7;28.25;2;-0.5;8.5
-;7;37.25;Steiner Lukas;;15;54.75;7;37.25;0;0.0;9.0
-;10;46.25;Giger Florian;;13;55.25;10;46.25;0;0.0;9.0

13k;Hinrichs Silvio (2004);;;;;;;;;;55.25
o;;;Baumann Elia;;;;;;;;8.5
+;5;8.5;Baumgartner Joël;;21;53.0;5;8.5;0;0.0;10.0
+;6;18.5;Gasenzer Christian (2004);;22;52.75;6;18.5;0;0.0;9.75
o;7;28.25;Rhyner Michael;**;8;56.5;7;28.25;0;0.0;8.5
+;9;36.75;Schiess Christian;;13;55.25;9;36.75;0;0.0;10.0
o;8;46.75;Baumgartner Ramon;;5;57.25;6;47.25;-2;0.5;8.5

13l;Peter Philipp;;;;;;;;;;55.25
o;;;Schönenberger Tobias (2004);;;;;;;;8.5
+;5;8.5;Stadelmann Lukas (2004);;31;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Lüthi Manuel (2003);*;13;55.25;7;18.25;1;-0.25;8.5
+;11;27.0;Bleiker Roman;;17;54.25;10;27.25;-1;0.25;9.75
o;9;36.75;Burch Dean;;7;56.75;8;37.0;-1;0.25;8.75
+;13;45.5;Fehr Christian;;17;54.25;13;45.5;0;0.0;9.75

13m;Krähenbühl Lukas;*;;;;;;;;;55.25
+;;;Pfister Florian;*;;;;;;;9.75
o;2;9.75;Schlegel Reto;*;7;56.75;2;9.75;0;0.0;8.5
-;7;18.25;Signer Andy (2003);;6;57.0;2;19.75;-5;1.5;8.75
+;11;27.0;Manser Adrian;;16;54.5;9;27.5;-2;0.5;9.75
+;9;36.75;Ueltschi Patric;*;15;54.75;7;37.25;-2;0.5;10.0
o;8;46.75;Biäsch Christian;*;8;56.5;8;46.75;0;0.0;8.5

13n;Lüthi Manuel (2003);*;;;;;;;;;55.25
+;;;Thoma Christoph;*;;;;;;;9.75
o;2;9.75;Birchler Fabian;;13;55.25;1;10.0;-1;0.25;8.5
+;7;18.25;Peter Philipp;;13;55.25;6;18.5;-1;0.25;9.75
+;8;28.0;Ammann Rico;*;14;55.0;8;28.0;0;0.0;9.75
-;5;37.75;Pianta Christian;*;16;54.5;7;37.25;2;-0.5;8.75
o;9;46.5;Oettli Marco;**;8;56.5;9;46.5;0;0.0;8.75

13o;Kiser Aron;;;;;;;;;;55.25
o;;;Raschle Urban (2003);;;;;;;;8.5
+;5;8.5;Feller Yannic (2004);;31;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Riget Tobias;**;6;57.0;5;18.75;-1;0.25;8.5
+;11;27.0;Fehr Christian;;17;54.25;11;27.0;0;0.0;9.75
+;9;36.75;Mettler Valentin;*;16;54.5;7;37.25;-2;0.5;9.75
o;9;46.5;Kobler Janosch;;7;56.75;8;46.75;-1;0.25;8.75

13p;Birchler Fabian;;;;;;;;;;55.25
+;;;Kobler Janosch;;;;;;;;10.0
+;1;10.0;Lüthi Manuel (2003);*;13;55.25;2;9.75;1;-0.25;9.75
-;2;19.75;Ackermann Remo;*;34;27.25;6;18.5;4;-1.25;8.75
o;6;28.5;Geisser Lars;**;6;57.0;5;28.75;-1;0.25;8.5
+;8;37.0;Stauffacher Martin;;17;54.25;8;37.0;0;0.0;9.75
o;8;46.75;Gmür Pirmin;**;6;57.0;6;47.25;-2;0.5;8.5

14a;Blaser Christian;**;;;;;;;;;55.0
o;;;Räbsamen Marcel;*;;;;;;;8.5
o;5;8.5;Signer Andy (2003);;6;57.0;2;9.75;-3;1.25;8.5
+;11;17.0;Krucker Silvan;;21;53.0;6;18.5;-5;1.5;10.0
+;11;27.0;Widmer Fadri (2005);;17;54.25;7;28.25;-4;1.25;9.75
+;9;36.75;Schiesser Patrik;*;17;54.25;12;36.0;3;-0.75;9.75
o;9;46.5;Fausch Kjetil;*;7;56.75;7;47.0;-2;0.5;8.5

14b;Raschle Urban (2003);;;;;;;;;;55.0
+;;;Kiser Aron;;;;;;;;9.75
o;2;9.75;Hugelshofer Lars;*;14;55.0;5;8.5;3;-1.25;8.5
o;7;18.25;Rhyner Beni;;17;54.25;6;18.5;-1;0.25;8.5
+;12;26.75;Diem Hansruedi;;29;34.5;15;26.0;3;-0.75;10.0
o;9;36.75;Keller Manuel;*;16;54.5;13;35.75;4;-1.0;8.5
+;14;45.25;Tobler Michael (2004);;19;53.75;14;45.25;0;0.0;9.75

14c;Ziegler Andreas;;;;;;;;;;55.0
-;;;Odermatt Michi;;;;;;;;9.0
o;3;9.0;Keller Lukas;;16;54.5;4;8.75;1;-0.25;8.5
+;9;17.5;Dudli Gallus;;29;34.5;9;17.5;0;0.0;9.75
-;10;27.25;Koller Silvan;*;16;54.5;10;27.25;0;0.0;9.0
-;11;36.25;Wettstein Daniel;*;19;53.75;10;36.5;-1;0.25;8.75
+;15;45.0;Fässler Tobias;;19;53.75;14;45.25;-1;0.25;10.0

14d;Forrer Marco (2003);;;;;;;;;;55.0
+;;;Schmid Michael;;;;;;;;10.0
+;1;10.0;Laager Michael;;15;54.75;1;10.0;0;0.0;9.75
o;2;19.75;Kälin Remo;*;12;55.5;5;18.75;3;-1.0;8.5
o;7;28.25;Ulmann Fabian;*;7;56.75;6;28.5;-1;0.25;8.5
+;9;36.75;Fässler Tobias;;19;53.75;9;36.75;0;0.0;9.75
o;9;46.5;Steiner Michael;**;9;56.25;10;46.25;1;-0.25;8.5

14e;Gerig Marcel;;;;;;;;;;55.0
+;;;Landolt Cla;;;;;;;;9.75
+;2;9.75;Lengacher Gian (2003);;13;55.25;2;9.75;0;0.0;10.0
o;2;19.75;Elmer Adrian;*;6;57.0;6;18.5;4;-1.25;8.5
o;7;28.25;Baumann Elia;;13;55.25;7;28.25;0;0.0;8.5
o;9;36.75;Odermatt Gian Maria (2004);*;9;56.25;11;36.25;2;-0.5;8.5
+;14;45.25;Knellwolf Sebastian;;19;53.75;14;45.25;0;0.0;9.75

14f;Keller Cedric;;;;;;;;;;55.0
+;;;Krucker Roman (2004);;;;;;;;10.0
o;1;10.0;Baumann Rico;*;11;55.75;4;8.75;3;-1.25;8.5
o;6;18.5;Burkhard Tobias;;12;55.5;11;17.0;5;-1.5;8.5
+;11;27.0;Anliker Nino (2005);;17;54.25;11;27.0;0;0.0;9.75
o;9;36.75;Gartmann Mauro;**;16;54.5;11;36.25;2;-0.5;8.5
+;14;45.25;Schmucki Ivo;;18;54.0;13;45.5;-1;0.25;9.75

14g;Bachmann Janos (2004);;;;;;;;;;55.0
+;;;Gähwiler Joshua (2004);;;;;;;;9.75
o;2;9.75;Mettler Valentin;*;16;54.5;4;8.75;2;-1.0;8.5
o;7;18.25;Flück Bruno;;12;55.5;7;18.25;0;0.0;8.5
+;12;26.75;Tschumper Elias (2005);;22;52.75;11;27.0;-1;0.25;9.75
+;10;36.5;Schegg Daniel;;14;55.0;9;36.75;-1;0.25;10.0
o;9;46.5;Hobi Ignaz;;8;56.5;9;46.5;0;0.0;8.5

14h;Hugelshofer Lars;*;;;;;;;;;55.0
o;;;Rotach Lars;*;;;;;;;8.5
+;5;8.5;Raschle Urban (2003);;14;55.0;2;9.75;-3;1.25;9.75
+;7;18.25;Niederer Andreas;;11;55.75;2;19.75;-5;1.5;9.75
+;8;28.0;Heierli Pascal;*;12;55.5;7;28.25;-1;0.25;9.75
-;5;37.75;Wild Thomas;;12;55.5;3;38.25;-2;0.5;8.75
o;9;46.5;Schläpfer Markus;**;6;57.0;6;47.25;-3;0.75;8.5

14i;Schegg Daniel;;;;;;;;;;55.0
o;;;Niederer Andreas;;;;;;;;8.5
o;5;8.5;Mathis Patrick;;18;54.0;5;8.5;0;0.0;8.5
+;11;17.0;Tobler Tobias (2005);;29;34.5;11;17.0;0;0.0;10.0
+;11;27.0;Lazzarotto Salomon (2005);;18;54.0;11;27.0;0;0.0;9.75
o;9;36.75;Bachmann Janos (2004);;14;55.0;10;36.5;1;-0.25;8.5
+;14;45.25;Signer Walter;;19;53.75;14;45.25;0;0.0;9.75

14j;Ammann Rico;*;;;;;;;;;55.0
o;;;Rüegg Fabian;*;;;;;;;8.5
+;5;8.5;Arnold Christian;;15;54.75;2;9.75;-3;1.25;9.75
+;7;18.25;Baumann Elia;;13;55.25;2;19.75;-5;1.5;9.75
o;8;28.0;Lüthi Manuel (2003);*;13;55.25;8;28.0;0;0.0;8.5
+;10;36.5;Oettli Reto (2005);;18;54.0;10;36.5;0;0.0;10.0
o;9;46.5;Riget Tobias;**;6;57.0;7;47.0;-2;0.5;8.5

15a;Laager Michael;;;;;;;;;;54.75
+;;;Baumgartner Joël;;;;;;;;10.0
o;1;10.0;Forrer Marco (2003);;14;55.0;1;10.0;0;0.0;8.5
-;6;18.5;Eisenring Leandro;;20;53.5;6;18.5;0;0.0;9.0
o;9;27.5;Ueltschi Patric;*;15;54.75;10;27.25;1;-0.25;8.75
+;11;36.25;Stadelmann Patrick;;16;54.5;11;36.25;0;0.0;10.0
o;10;46.25;Rhyner Michael;**;8;56.5;8;46.75;-2;0.5;8.5

15b;Nock Benjamin;*;;;;;;;;;54.75
-;;;Bollhalder Manuel;*;;;;;;;8.75
o;4;8.75;Dumelin David;**;8;56.5;5;8.5;1;-0.25;8.5
-;10;17.25;Wetter Silvan;*;29;34.5;10;17.25;0;0.0;8.75
+;15;26.0;Langenegger Beat;;16;54.5;9;27.5;-6;1.5;9.75
-;13;35.75;Walser Simon (2004);;18;54.0;9;36.75;-4;1.0;9.0
+;16;44.75;Krucker Silvan;;21;53.0;17;44.5;1;-0.25;10.0

15c;Ueltschi Patric;*;;;;;;;;;54.75
+;;;Wolfer Lukas;*;;;;;;;10.0
o;1;10.0;Kindlimann Fabian;***;10;56.0;4;8.75;3;-1.25;8.5
o;6;18.5;Neff Florian;*;18;54.0;10;17.25;4;-1.25;8.75
+;10;27.25;Laager Michael;;15;54.75;9;27.5;-1;0.25;10.0
o;7;37.25;Krähenbühl Lukas;*;13;55.25;9;36.75;2;-0.5;8.5
-;12;45.75;Schläpfer Matthias;*;15;54.75;12;45.75;0;0.0;9.0

15d;Arnold Christian;;;;;;;;;;54.75
+;;;Ackermann Roman;;;;;;;;9.75
o;2;9.75;Ammann Rico;*;14;55.0;5;8.5;3;-1.25;8.5
+;7;18.25;Tobler Michael (2004);;19;53.75;7;18.25;0;0.0;9.75
o;8;28.0;Funk Nicola;*;12;55.5;11;27.0;3;-1.0;8.5
o;10;36.5;Fallegger Marc (2003);;15;54.75;10;36.5;0;0.0;8.5
+;15;45.0;Schiess Daniel;;19;53.75;14;45.25;-1;0.25;9.75

15e;Kurmann Patrick (2003);;;;;;;;;;54.75
+;;;Diem Hansruedi;;;;;;;;9.75
+;2;9.75;Odermatt Gian Maria (2004);*;9;56.25;4;8.75;2;-1.0;9.75
-;3;19.5;Schäppi Urs;*;12;55.5;7;18.25;4;-1.25;8.75
-;7;28.25;Signer Tobias (2004);;12;55.5;7;28.25;0;0.0;8.75
-;8;37.0;Keller Dominic;;16;54.5;8;37.0;0;0.0;9.0
-;11;46.0;Schmid Michael;;16;54.5;12;45.75;1;-0.25;8.75

15f;Steiner Lukas;;;;;;;;;;54.75
+;;;Tremp Ruedi (2003);;;;;;;;9.75
-;2;9.75;Schiess Christian;;13;55.25;2;9.75;0;0.0;8.75
+;6;18.5;Wolfer Lukas;*;30;34.25;11;17.0;5;-1.5;10.0
o;6;28.5;Signer Andy (2003);;6;57.0;6;28.5;0;0.0;8.75
-;7;37.25;Schönenberger Tobias (2004);;13;55.25;7;37.25;0;0.0;9.0
o;10;46.25;Dumelin David;**;8;56.5;8;46.75;-2;0.5;8.5

15g;Lanter Christian;*;;;;;;;;;54.75
o;;;Koller Fabian;*;;;;;;;8.5
+;5;8.5;Egli Joel;;27;35.25;2;9.75;-3;1.25;10.0
o;6;18.5;Rhyner Michael;**;8;56.5;6;18.5;0;0.0;8.75
+;10;27.25;Lenherr Jonas (2005);;18;54.0;11;27.0;1;-0.25;10.0
-;7;37.25;Signer Andy (2003);;6;57.0;3;38.25;-4;1.0;9.0
o;10;46.25;Rychen Roger;***;8;56.5;9;46.5;-1;0.25;8.5

15h;Bleiker Ueli (2004);;;;;;;;;;54.75
-;;;Manser Adrian;;;;;;;;9.0
+;3;9.0;Fässler Michael;;13;55.25;5;8.5;2;-0.5;9.75
+;5;18.75;Tobler Pius;;25;35.75;5;18.75;0;0.0;10.0
o;5;28.75;Giger Urs;*;12;55.5;10;27.25;5;-1.5;8.5
-;7;37.25;Zumbach Michael;;11;55.75;8;37.0;1;-0.25;9.0
o;10;46.25;Schnurrenberger Roman;**;7;56.75;7;47.0;-3;0.75;8.5

15i;Fallegger Marc (2003);;;;;;;;;;54.75
+;;;Lüönd Remo (2003);;;;;;;;9.75
o;2;9.75;Wey Nicola;*;7;56.75;5;8.5;3;-1.25;8.5
+;7;18.25;Egli Joel;;27;35.25;7;18.25;0;0.0;9.75
o;8;28.0;Wettstein Daniel;*;19;53.75;12;26.75;4;-1.25;8.5
+;10;36.5;Arnold Christian;;15;54.75;10;36.5;0;0.0;9.75
o;10;46.25;Schmid Patrick;*;11;55.75;12;45.75;2;-0.5;8.5

15j;Schläpfer Matthias;*;;;;;;;;;54.75
-;;;Kamer Hanspeter;*;;;;;;;8.75
o;4;8.75;Wild Thomas;;12;55.5;2;9.75;-2;1.0;8.5
o;10;17.25;Notz Beni;***;5;57.25;6;18.5;-4;1.25;8.5
+;16;25.75;Rickenmann Ramon;;27;35.25;12;26.75;-4;1.0;10.0
+;13;35.75;Scherrer Pascal;;23;52.5;14;35.5;1;-0.25;10.0
-;12;45.75;Ueltschi Patric;*;15;54.75;12;45.75;0;0.0;9.0

16a;Schmid Michael;;;;;;;;;;54.5
o;;;Forrer Marco (2003);;;;;;;;8.5
-;5;8.5;Lacher Tobias (2005);;19;53.75;4;8.75;-1;0.25;8.75
-;10;17.25;Bleiker Daniel;;22;52.75;10;17.25;0;0.0;8.75
+;15;26.0;Heierli Dorian;;30;34.25;16;25.75;1;-0.25;10.0
+;12;36.0;Abderhalden Lukas (2003);;21;53.0;13;35.75;1;-0.25;9.75
-;12;45.75;Kurmann Patrick (2003);;15;54.75;11;46.0;-1;0.25;8.75

16b;Buchmann Michael;;;;;;;;;;54.5
-;;;Lacher Tobias (2005);;;;;;;;8.75
+;4;8.75;Müller Loris;;28;34.75;4;8.75;0;0.0;10.0
o;5;18.75;Heierli Pascal;*;12;55.5;6;18.5;1;-0.25;8.75
o;9;27.5;Schäppi Urs;*;12;55.5;11;27.0;2;-0.5;8.5
o;12;36.0;Mannhart Jan (2003);;13;55.25;9;36.75;-3;0.75;8.5
+;17;44.5;Scherrer Pascal;;23;52.5;19;44.0;2;-0.5;10.0

16c;Keller Manuel;*;;;;;;;;;54.5
o;;;Fuster Sepp;*;;;;;;;8.5
-;5;8.5;Riget Florian;*;10;56.0;5;8.5;0;0.0;8.75
o;10;17.25;Schlegel Sandro;**;5;57.25;7;18.25;-3;1.0;8.5
+;16;25.75;Nef Tobias (2005);;19;53.75;11;27.0;-5;1.25;10.0
+;13;35.75;Raschle Urban (2003);;14;55.0;9;36.75;-4;1.0;10.0
-;12;45.75;Mettler Valentin;*;16;54.5;12;45.75;0;0.0;8.75

16d;Langenegger Beat;;;;;;;;;;54.5
+;;;Widmer Fadri (2005);;;;;;;;9.75
-;2;9.75;Schönenberger Tobias (2004);;13;55.25;1;10.0;-1;0.25;9.0
-;5;18.75;Roth Sämi;;11;55.75;5;18.75;0;0.0;8.75
o;9;27.5;Nock Benjamin;*;15;54.75;15;26.0;6;-1.5;8.5
+;12;36.0;Korrodi Janik (2004);;22;52.75;13;35.75;1;-0.25;9.75
-;12;45.75;Bleiker Roman;;17;54.25;13;45.5;1;-0.25;8.75

16e;Manser Adrian;;;;;;;;;;54.5
-;;;Bleiker Ueli (2004);;;;;;;;8.75
o;4;8.75;Widmer Fadri (2005);;17;54.25;5;8.5;1;-0.25;8.75
+;9;17.5;Stadelmann Lukas (2004);;31;34.0;11;17.0;2;-0.5;10.0
o;9;27.5;Krähenbühl Lukas;*;13;55.25;11;27.0;2;-0.5;8.5
+;12;36.0;Wittenwiler Mathias (2003);;22;52.75;13;35.75;1;-0.25;9.75
o;12;45.75;Zumbach Michael;;11;55.75;11;46.0;-1;0.25;8.75

16f;Koller Silvan;*;;;;;;;;;54.5
-;;;Roth Peter;*;;;;;;;8.75
+;4;8.75;Roth Sämi;;11;55.75;1;10.0;-3;1.25;10.0
o;5;18.75;Schönenberger Tobias (2004);;13;55.25;4;19.0;-1;0.25;8.5
-;10;27.25;Ziegler Andreas;;14;55.0;10;27.25;0;0.0;9.0
o;11;36.25;Giger Urs;*;12;55.5;8;37.0;-3;0.75;8.5
+;16;44.75;Abderhalden Lukas (2003);;21;53.0;17;44.5;1;-0.25;9.75

16g;Pianta Christian;*;;;;;;;;;54.5
-;;;Mettler Valentin;*;;;;;;;8.75
+;4;8.75;Flück Bruno;;12;55.5;2;9.75;-2;1.0;10.0
+;5;18.75;Signer Tobias (2004);;12;55.5;2;19.75;-3;1.0;10.0
o;5;28.75;Riget Tobias;**;6;57.0;5;28.75;0;0.0;8.5
-;7;37.25;Lüthi Manuel (2003);*;13;55.25;5;37.75;-2;0.5;8.75
o;11;46.0;Rotach Lars;*;10;56.0;11;46.0;0;0.0;8.5

16h;Keller Lukas;;;;;;;;;;54.5
-;;;Müller Loris;;;;;;;;8.75
+;4;8.75;Ziegler Andreas;;14;55.0;3;9.0;-1;0.25;10.0
o;5;18.75;Baumann Rico;*;11;55.75;5;18.75;0;0.0;8.5
