3620-2018-07-21_67_Weissenstein-Schwinget-ST

1a;Giger Samuel;***;;;;;;;;;59.5
-;6;18.25;Riget Tobias;**;31;26.0;8;17.25;2;-1.0;8.75
o;10;27.0;Piemontesi Pascal;**;15;54.5;8;27.5;-2;0.5;8.5
+;15;35.5;Voggensperger Lars (2001);;21;53.0;13;36.0;-2;0.5;10.0
o;13;45.5;Mollet Ivan;*;12;55.25;13;45.5;0;0.0;8.5

17c;Stalder Remo;***;;;;;;;;;54.0
o;;;Burkhalter Stefan;***;;;;;;;8.5
o;5;8.5;Gartmann Mauro;*;15;54.5;1;10.0;-4;1.5;8.5
+;9;17.0;Zimmermann Mario;*;16;54.25;7;17.5;-2;0.5;10.0
+;10;27.0;Mollet Ivan;*;12;55.25;10;27.0;0;0.0;10.0
o;9;37.0;Geisser Lars;**;9;56.0;9;37.0;0;0.0;8.5
o;13;45.5;Oertig Dominik;**;11;55.5;13;45.5;0;0.0;8.5

18a;Colò Kilian;**;;;;;;;;;53.75
o;;;Kramer Franz;*;;;;;;;8.5
-;5;8.5;Räber Lukas;*;29;34.25;5;8.5;0;0.0;8.75
+;8;17.25;Studer Remo;*;26;35.25;9;17.0;1;-0.25;9.75
o;10;27.0;Gisler Bruno;***;11;55.5;10;27.0;0;0.0;8.5
o;15;35.5;Anderegg David;*;18;53.75;15;35.5;0;0.0;8.5
+;19;44.0;Lisser Beat;*;22;52.75;19;44.0;0;0.0;9.75

18b;Hügli Kaj;**;;;;;;;;;53.75
o;;;Dändliker Shane;**;;;;;;;8.5
+;5;8.5;Gwerder Andreas;**;33;17.25;4;8.75;-1;0.25;9.75
o;6;18.25;Bösch Daniel;***;2;58.5;5;18.5;-1;0.25;8.5
-;11;26.75;Brodard Augustin;**;17;54.0;11;26.75;0;0.0;8.75
+;15;35.5;Nussbaumer Gabriel;;23;52.5;15;35.5;0;0.0;9.75
o;14;45.25;Vollenweider Jeremy;*;15;54.5;16;44.75;2;-0.5;8.5

18c;Anderegg David;*;;;;;;;;;53.75
+;;;Parvex Yannick;*;;;;;;;9.75
o;2;9.75;Hersche Martin;***;5;57.0;5;8.5;3;-1.25;8.5
o;6;18.25;Kramer Lario;**;5;57.0;5;18.5;-1;0.25;8.75
o;10;27.0;Gottofrey Marc;**;9;56.0;8;27.5;-2;0.5;8.5
+;15;35.5;Colò Kilian;**;18;53.75;15;35.5;0;0.0;9.75
o;14;45.25;Landolt Reto;*;12;55.25;13;45.5;-1;0.25;8.5

19a;Scherrer Johann;**;;;;;;;;;53.5
+;;;Mollet Ivan;*;;;;;;;10.0
o;1;10.0;Wickli Beat;**;13;55.0;1;10.0;0;0.0;8.5
-;5;18.5;Reinhard Adrian;*;27;34.75;8;17.25;3;-1.25;9.0
o;8;27.5;Gapany Benjamin;**;8;56.25;7;27.75;-1;0.25;8.5
-;13;36.0;Vollenweider Jeremy;*;15;54.5;13;36.0;0;0.0;8.75
-;16;44.75;Brodard Augustin;**;17;54.0;14;45.25;-2;0.5;8.75

19b;Stegmüller Klemens;*;;;;;;;;;53.5
-;;;Haenni Stéphane;**;;;;;;;8.75
o;4;8.75;Kuster Marcel;***;15;54.5;4;8.75;0;0.0;8.5
+;8;17.25;Parvex Yannick;*;29;34.25;9;17.0;1;-0.25;10.0
-;9;27.25;Dändliker Shane;**;14;54.75;10;27.0;1;-0.25;9.0
o;12;36.25;Mollet Ivan;*;12;55.25;15;35.5;3;-0.75;8.5
-;16;44.75;Dobler Florian;;22;52.75;19;44.0;3;-0.75;8.75

19c;Bruder Adrian;;;;;;;;;;53.5
+;;;Wey Nicola;*;;;;;;;9.75
o;2;9.75;Mangold Michael;**;14;54.75;4;8.75;2;-1.0;8.5
o;6;18.25;Döbeli Andreas;*;9;56.0;5;18.5;-1;0.25;8.5
+;11;26.75;Bader Andreas;**;28;34.5;13;26.0;2;-0.75;9.75
o;11;36.5;Roch Vincent;**;6;56.75;10;36.75;-1;0.25;8.5
o;15;45.0;Hauri Urs;**;13;55.0;14;45.25;-1;0.25;8.5

20a;Wey Nicola;*;;;;;;;;;53.25
o;;;Bruder Adrian;;;;;;;;8.5
+;5;8.5;Gisin Yanic;;22;52.75;5;8.5;0;0.0;10.0
o;5;18.5;Gisler Bruno;***;11;55.5;9;17.0;4;-1.5;8.5
-;10;27.0;Schmid Samuel;**;16;54.25;10;27.0;0;0.0;8.75
o;14;35.75;Hermann Oliver;*;10;55.75;14;35.75;0;0.0;8.75
-;17;44.5;Rüegger Aaron;*;20;53.25;17;44.5;0;0.0;8.75

20b;Rüegger Aaron;*;;;;;;;;;53.25
+;;;Dobler Florian;;;;;;;;10.0
o;1;10.0;Notz Beni;***;10;55.75;1;10.0;0;0.0;8.5
-;5;18.5;Gottofrey Marc;**;9;56.0;5;18.5;0;0.0;9.0
o;8;27.5;Landolt Reto;*;12;55.25;9;27.25;1;-0.25;8.5
o;13;36.0;Schmid Dominik;**;10;55.75;13;36.0;0;0.0;8.5
-;17;44.5;Wey Nicola;*;20;53.25;17;44.5;0;0.0;8.75

21a;Voggensperger Lars (2001);;;;;;;;;;53.0
-;;;Vollenweider Jeremy;*;;;;;;;8.75
+;4;8.75;Studinger Stephan;**;26;35.25;5;8.5;1;-0.25;10.0
o;4;18.75;Zwyssig Raphael;***;10;55.75;4;18.75;0;0.0;8.5
-;9;27.25;Schillig Willi;**;22;52.75;10;27.0;1;-0.25;8.75
o;13;36.0;Stoll Simon;*;17;54.0;15;35.5;2;-0.5;8.5
o;17;44.5;Dändliker Shane;**;14;54.75;16;44.75;-1;0.25;8.5

21b;Haenni Stéphane;**;;;;;;;;;53.0
-;;;Stegmüller Klemens;*;;;;;;;8.75
+;4;8.75;Mangold Martin;*;30;34.0;5;8.5;1;-0.25;9.75
-;5;18.5;Schmid Samuel;**;16;54.25;6;18.25;1;-0.25;8.75
o;9;27.25;Hauri Urs;**;13;55.0;10;27.0;1;-0.25;8.5
-;14;35.75;Burren Patrick;;15;54.5;14;35.75;0;0.0;8.75
o;17;44.5;Schaffner Samuel;**;12;55.25;14;45.25;-3;0.75;8.5

22a;Gisin Yanic;;;;;;;;;;52.75
o;;;Burren Patrick;;;;;;;;8.5
o;5;8.5;Wey Nicola;*;20;53.25;5;8.5;0;0.0;8.5
o;9;17.0;Leuthard Reto;*;26;35.25;6;18.25;-3;1.25;8.5
+;15;25.5;Mangold Martin;*;30;34.0;15;25.5;0;0.0;10.0
o;15;35.5;Brodard Augustin;**;17;54.0;15;35.5;0;0.0;8.5
-;19;44.0;Lisser Beat;*;22;52.75;19;44.0;0;0.0;8.75

22b;Schillig Willi;**;;;;;;;;;52.75
o;;;Gapany Benjamin;**;;;;;;;8.5
-;5;8.5;Riget Tobias;**;31;26.0;5;8.5;0;0.0;8.75
+;8;17.25;Battaglia Ursin;**;16;54.25;8;17.25;0;0.0;9.75
-;10;27.0;Voggensperger Lars (2001);;21;53.0;9;27.25;-1;0.25;8.75
o;14;35.75;Brand Christian;**;14;54.75;13;36.0;-1;0.25;8.5
o;18;44.25;Borcard Johann;**;14;54.75;15;45.0;-3;0.75;8.5

22c;Lisser Beat;*;;;;;;;;;52.75
o;;;Dousse Michel;**;;;;;;;8.5
+;5;8.5;Widmer David;;30;34.0;5;8.5;0;0.0;9.75
o;6;18.25;Geisser Lars;**;9;56.0;5;18.5;-1;0.25;8.5
-;11;26.75;Burren Patrick;;15;54.5;10;27.0;-1;0.25;8.75
o;15;35.5;Zimmermann Mario;*;16;54.25;14;35.75;-1;0.25;8.5
-;19;44.0;Gisin Yanic;;22;52.75;19;44.0;0;0.0;8.75
o;22;52.75;Colò Kilian;**;18;53.75;18;53.75;-4;1.0;0.0

22d;Dobler Florian;;;;;;;;;;52.75
o;;;Rüegger Aaron;*;;;;;;;8.5
o;5;8.5;Hauri Urs;**;13;55.0;4;8.75;-1;0.25;8.5
o;9;17.0;Probst Gabriel;**;16;54.25;8;17.25;-1;0.25;8.5
+;15;25.5;Parvex Yannick;*;29;34.25;14;25.75;-1;0.25;10.0
o;15;35.5;Stüdeli Thomas;**;16;54.25;15;35.5;0;0.0;8.5
-;19;44.0;Stegmüller Klemens;*;19;53.5;16;44.75;-3;0.75;8.75

23a;Nussbaumer Gabriel;;;;;;;;;;52.5
+;;;Räber Lukas;*;;;;;;;9.75
o;2;9.75;Hermann Oliver;*;10;55.75;4;8.75;2;-1.0;8.5
o;6;18.25;Kropf Marcel;**;6;56.75;5;18.5;-1;0.25;8.5
o;11;26.75;Zimmermann Mario;*;16;54.25;13;26.0;2;-0.75;8.75
o;15;35.5;Hügli Kaj;**;18;53.75;15;35.5;0;0.0;8.5
o;19;44.0;Burren Patrick;;15;54.5;17;44.5;-2;0.5;8.5

24a;Thürig Mario;***;;;;;;;;;46.5
-;;;Zwyssig Raphael;***;;;;;;;8.75
+;4;8.75;Parvex Yannick;*;29;34.25;5;8.5;1;-0.25;10.0
-;4;18.75;Matthey Mickaël;**;14;54.75;1;20.0;-3;1.25;9.0
+;7;27.75;Roch Vincent;**;6;56.75;6;28.25;-1;0.5;10.0
-;6;37.75;Kuster Marcel;***;15;54.5;8;37.25;2;-0.5;8.75

25a;Krebs Clemens;*;;;;;;;;;35.5
+;;;Widmer David;;;;;;;;9.75
-;2;9.75;Geisser Lars;**;9;56.0;2;9.75;0;0.0;8.75
o;5;18.5;Vieira Tiago;**;15;54.5;4;18.75;-1;0.25;8.5
o;10;27.0;Mangold Michael;**;14;54.75;9;27.25;-1;0.25;8.5

26a;Studer Remo;*;;;;;;;;;35.25
o;;;Roch Vincent;**;;;;;;;8.5
o;5;8.5;Voggensperger Janic;**;12;55.25;5;8.5;0;0.0;8.5
o;9;17.0;Colò Kilian;**;18;53.75;8;17.25;-1;0.25;8.5
+;15;25.5;Widmer David;;30;34.0;15;25.5;0;0.0;9.75

26b;Leuthard Reto;*;;;;;;;;;35.25
o;;;Wickli Beat;**;;;;;;;8.5
+;5;8.5;Gisin Yanic;;22;52.75;5;8.5;0;0.0;9.75
o;6;18.25;Hersche Martin;***;5;57.0;5;18.5;-1;0.25;8.5
o;11;26.75;Moser Steven;**;5;57.0;5;28.5;-6;1.75;8.5

26c;Moser Matthias;*;;;;;;;;;35.25
o;;;Brand Christian;**;;;;;;;8.5
o;5;8.5;Erb Roger;**;2;58.5;4;8.75;-1;0.25;8.5
+;9;17.0;Widmer David;;30;34.0;9;17.0;0;0.0;9.75
o;11;26.75;Studinger Stephan;**;26;35.25;15;25.5;4;-1.25;8.5

26d;Studinger Stephan;**;;;;;;;;;35.25
o;;;Notz Beni;***;;;;;;;8.5
o;5;8.5;Voggensperger Lars (2001);;21;53.0;4;8.75;-1;0.25;8.5
o;9;17.0;Rhyner Michael;**;10;55.75;5;18.5;-4;1.5;8.5
+;15;25.5;Moser Matthias;*;26;35.25;11;26.75;-4;1.25;9.75

27a;Schmutz Adrian;*;;;;;;;;;34.75
o;;;Oertig Dominik;**;;;;;;;8.75
o;4;8.75;Borcard Johann;**;14;54.75;4;8.75;0;0.0;8.5
-;8;17.25;Landolt Reto;*;12;55.25;5;18.5;-3;1.25;8.75
-;13;26.0;Waldner Patrick;**;28;34.5;14;25.75;1;-0.25;8.75

27b;Reinhard Adrian;*;;;;;;;;;34.75
o;;;Geisser Lars;**;;;;;;;8.5
-;5;8.5;Lisser Daniel;*;31;26.0;5;8.5;0;0.0;8.75
-;8;17.25;Scherrer Johann;**;19;53.5;5;18.5;-3;1.25;9.0
o;12;26.25;Stüdeli Thomas;**;16;54.25;14;25.75;2;-0.5;8.5

28a;Waldner Patrick;**;;;;;;;;;34.5
o;;;Matthey Mickaël;**;;;;;;;8.5
-;5;8.5;Piemontesi Pascal;**;15;54.5;4;8.75;-1;0.25;8.75
o;8;17.25;Schaffner Samuel;**;12;55.25;5;18.5;-3;1.25;8.5
-;14;25.75;Schmutz Adrian;*;27;34.75;13;26.0;-1;0.25;8.75

28b;Bader Andreas;**;;;;;;;;;34.5
-;;;Zimmermann Mario;*;;;;;;;9.0
o;3;9.0;Krähenbühl Tobias;***;4;57.25;4;8.75;1;-0.25;8.5
o;7;17.5;Roch Vincent;**;6;56.75;6;18.25;-1;0.75;8.5
o;13;26.0;Bruder Adrian;;19;53.5;11;26.75;-2;0.75;8.5

29a;Räber Lukas;*;;;;;;;;;34.25
o;;;Nussbaumer Gabriel;;;;;;;;8.5
-;5;8.5;Colò Kilian;**;18;53.75;5;8.5;0;0.0;8.75
o;8;17.25;Schmid Dominik;**;10;55.75;7;17.5;-1;0.25;8.5
o;14;25.75;Battaglia Ursin;**;16;54.25;14;25.75;0;0.0;8.5

29b;Parvex Yannick;*;;;;;;;;;34.25
o;;;Anderegg David;*;;;;;;;8.5
o;5;8.5;Thürig Mario;***;24;46.5;4;8.75;-1;0.25;8.5
o;9;17.0;Stegmüller Klemens;*;19;53.5;8;17.25;-1;0.25;8.75
o;14;25.75;Dobler Florian;;22;52.75;15;25.5;1;-0.25;8.5

30a;Mangold Martin;*;;;;;;;;;34.0
o;;;Gartmann Mauro;*;;;;;;;8.5
o;5;8.5;Haenni Stéphane;**;21;53.0;4;8.75;-1;0.25;8.5
o;9;17.0;Brodard Augustin;**;17;54.0;9;17.0;0;0.0;8.5
o;15;25.5;Gisin Yanic;;22;52.75;15;25.5;0;0.0;8.5

30b;Widmer David;;;;;;;;;;34.0
o;;;Krebs Clemens;*;;;;;;;8.5
o;5;8.5;Lisser Beat;*;22;52.75;5;8.5;0;0.0;8.5
o;9;17.0;Moser Matthias;*;26;35.25;9;17.0;0;0.0;8.5
o;15;25.5;Studer Remo;*;26;35.25;15;25.5;0;0.0;8.5

31a;Riget Tobias;**;;;;;;;;;26.0
o;;;Schaffner Samuel;**;;;;;;;8.5
-;5;8.5;Schillig Willi;**;22;52.75;5;8.5;0;0.0;8.75
-;8;17.25;Stoll Simon;*;17;54.0;6;18.25;-2;1.0;8.75

31b;Lisser Daniel;*;;;;;;;;;26.0
o;;;Landolt Reto;*;;;;;;;8.5
-;5;8.5;Reinhard Adrian;*;27;34.75;5;8.5;0;0.0;8.75
o;8;17.25;Battaglia Ursin;**;16;54.25;8;17.25;0;0.0;8.75

32a;Blatter Lorenz;**;;;;;;;;;17.5
-;;;Battaglia Ursin;**;;;;;;;8.75
-;4;8.75;Vollenweider Jeremy;*;15;54.5;4;8.75;0;0.0;8.75

33a;Arnold Kornel;*;;;;;;;;;17.25
o;;;Moser Steven;**;;;;;;;8.5
-;5;8.5;Zimmermann Mario;*;16;54.25;4;8.75;-1;0.25;8.75

33b;Gwerder Andreas;**;;;;;;;;;17.25
-;;;Probst Gabriel;**;;;;;;;8.75
o;4;8.75;Hügli Kaj;**;18;53.75;5;8.5;1;-0.25;8.5

34a;Schneider Mario;**;;;;;;;;;8.5
o;;;Vieira Tiago;**;;;;;;;8.5

