5596-2021-09-12_Luzerner_Kantonales_Schwingfest-ST

1a;Wicki Joel;***;;;;;;;;;59.0
+;13;26.75;Gloggner Matthias (2005);;29;35.25;13;26.75;0;0.0;9.75
o;12;36.5;Huser Tobias;;16;54.75;12;36.5;0;0.0;8.5
o;16;45.0;von Rickenbach Carlo (2005);;14;55.25;14;45.5;-2;0.5;8.5

21b;Köpfli Mario (2005);;;;;;;;;;53.5
+;;;Rohrer Sven (2004);;;;;;;;9.75
o;2;9.75;Huser Christian;;13;55.5;1;10.0;-1;0.25;8.5
o;7;18.25;Bieri Elias;;14;55.25;7;18.25;0;0.0;8.5
+;13;26.75;Bullakaj Benhard;;29;35.25;13;26.75;0;0.0;9.75
o;12;36.5;Duss Yvan (2003);;14;55.25;11;36.75;-1;0.25;8.5
o;16;45.0;Schwyzer Samuel;*;13;55.5;14;45.5;-2;0.5;8.5

22a;Schmidiger Lukas (2004);;;;;;;;;;53.25
+;;;Imgrüth Fabian (2005);;;;;;;;10.0
o;1;10.0;Suter Samuel;;9;56.5;1;10.0;0;0.0;8.5
o;6;18.5;Bucher Roland;*;14;55.25;10;17.5;4;-1.0;8.5
o;12;27.0;Ziegler Elias;;19;54.0;11;27.25;-1;0.25;8.75
-;15;35.75;Arnold Sebastian;;22;53.25;15;35.75;0;0.0;9.0
o;17;44.75;Staub Ivan;;17;54.5;18;44.5;1;-0.25;8.5

22b;Egli Kilian (2004);;;;;;;;;;53.25
o;;;Schmid Pius;;;;;;;;8.75
o;4;8.75;Murpf Dario;;16;54.75;4;8.75;0;0.0;8.5
+;11;17.25;Widmer Dominik;;19;54.0;11;17.25;0;0.0;10.0
o;11;27.25;Zimmermann Daniel;*;18;54.25;12;27.0;1;-0.25;8.5
-;15;35.75;Rohrer Sven (2004);;22;53.25;15;35.75;0;0.0;9.0
o;17;44.75;Rust Sandro;;16;54.75;16;45.0;-1;0.25;8.5

22c;Arnold Sebastian;;;;;;;;;;53.25
o;;;Schöpfer Marco (2003);;;;;;;;8.5
o;5;8.5;Bucher Adrian (2004);;20;53.75;5;8.5;0;0.0;8.5
+;12;17.0;Schöpfer Elias (2004);;31;34.5;11;17.25;-1;0.25;10.0
o;12;27.0;Fässler Dominic;**;16;54.75;15;26.0;3;-1.0;8.75
-;15;35.75;Schmidiger Lukas (2004);;22;53.25;15;35.75;0;0.0;9.0
o;17;44.75;Fischer Markus;;17;54.5;18;44.5;1;-0.25;8.5

22d;Rohrer Sven (2004);;;;;;;;;;53.25
o;;;Köpfli Mario (2005);;;;;;;;8.75
o;4;8.75;Andermatt Reto;;15;55.0;5;8.5;1;-0.25;8.5
o;11;17.25;Grüter Marcel;;28;35.5;12;17.0;1;-0.25;8.75
+;15;26.0;Marbach Sven (2005);;33;34.0;17;25.5;2;-0.5;9.75
-;15;35.75;Egli Kilian (2004);;22;53.25;15;35.75;0;0.0;9.0
o;17;44.75;Giger Samuel (2005);;18;54.25;18;44.5;1;-0.25;8.5

22e;Schmid Joel;;;;;;;;;;53.25
o;;;Vogler Jonas;;;;;;;;8.5
+;5;8.5;Füglister Florian;;29;35.25;5;8.5;0;0.0;10.0
-;6;18.5;Schmid Pius;;18;54.25;7;18.25;1;-0.25;8.75
o;11;27.25;Niederberger Markus;*;14;55.25;12;27.0;1;-0.25;8.5
-;15;35.75;Fischer Markus;;17;54.5;15;35.75;0;0.0;9.0
o;17;44.75;Häller Nick;;15;55.0;15;45.25;-2;0.5;8.5

23a;Bieri Crispin (2005);;;;;;;;;;53.0
-;;;Lienhard Ramon (2004);;;;;;;;8.75
o;4;8.75;Ettlin Michael;;16;54.75;3;9.0;-1;0.25;8.5
-;11;17.25;Müller Silvio (2003);;24;52.75;12;17.0;1;-0.25;8.75
+;15;26.0;Schnüriger Kevin (2004);;33;34.0;17;25.5;2;-0.5;10.0
o;14;36.0;Zanini David;;18;54.25;15;35.75;1;-0.25;8.5
o;18;44.5;Widmer Simon;;17;54.5;18;44.5;0;0.0;8.5

23b;Rust Lorin (2004);;;;;;;;;;53.0
-;;;Wirz Martin (2005);;;;;;;;8.75
-;4;8.75;Müller Philipp (2005);;18;54.25;4;8.75;0;0.0;8.75
+;10;17.5;Johann Kilian (2003);;33;34.0;12;17.0;2;-0.5;10.0
o;10;27.5;Reichmuth Roland;*;12;55.75;11;27.25;1;-0.25;8.5
o;14;36.0;Graber Sandro;;18;54.25;14;36.0;0;0.0;8.5
o;18;44.5;Riedweg Matteo (2005);;15;55.0;16;45.0;-2;0.5;8.5

24a;Müller Silvio (2003);;;;;;;;;;52.75
o;;;Durrer Markus;;;;;;;;8.5
o;5;8.5;Hodel Michael;;28;35.5;5;8.5;0;0.0;8.5
-;12;17.0;Bieri Crispin (2005);;23;53.0;11;17.25;-1;0.25;8.75
+;16;25.75;Johann Kilian (2003);;33;34.0;17;25.5;1;-0.25;10.0
o;15;35.75;Egli Severin (2004);;18;54.25;15;35.75;0;0.0;8.5
o;19;44.25;Schmid Pius;;18;54.25;19;44.25;0;0.0;8.5

24b;Koch Cyrill (2004);;;;;;;;;;52.75
o;;;Kiser Markus (2005);;;;;;;;8.75
o;4;8.75;Herger Marco;;15;55.0;5;8.5;1;-0.25;8.5
+;11;17.25;Langenstein Jonas (2005);;33;34.0;12;17.0;1;-0.25;10.0
o;11;27.25;Gasser Peter;*;8;56.75;12;27.0;1;-0.25;8.5
o;15;35.75;Gabriel Simon;;18;54.25;15;35.75;0;0.0;8.5
o;19;44.25;Waser David;;18;54.25;19;44.25;0;0.0;8.5

24c;Vogel Ivo;;;;;;;;;;52.75
o;;;Huser Tobias;;;;;;;;8.75
+;4;8.75;Imgrüth Fabian (2005);;28;35.5;5;8.5;1;-0.25;10.0
o;5;18.75;Waser Dominik;**;7;57.0;6;18.5;1;-0.25;8.5
o;11;27.25;Züger Benjamin (2004);;13;55.5;11;27.25;0;0.0;8.5
o;15;35.75;Fellmann Simon;;17;54.5;15;35.75;0;0.0;8.5
o;19;44.25;Theiler Thomas;;16;54.75;17;44.75;-2;0.5;8.5

24d;Zenklusen Matteo (2005);;;;;;;;;;52.75
o;;;Schurtenberger Pio (2004);;;;;;;;8.75
o;4;8.75;Bissig Julian (2003);;18;54.25;5;8.5;1;-0.25;8.5
o;11;17.25;Imgrüth Fabian (2005);;28;35.5;11;17.25;0;0.0;8.5
+;16;25.75;Langenstein Jonas (2005);;33;34.0;17;25.5;1;-0.25;10.0
o;15;35.75;Widmer Dominik;;19;54.0;15;35.75;0;0.0;8.5
o;19;44.25;Riedweg Matteo (2005);;15;55.0;16;45.0;-3;0.75;8.5

24e;Kunz Pascal (2004);;;;;;;;;;52.75
o;;;Riedweg Matteo (2005);;;;;;;;8.75
+;4;8.75;Huwyler Sven;;38;17.0;5;8.5;1;-0.25;10.0
o;5;18.75;Steiner Severin;;10;56.25;5;18.75;0;0.0;8.5
o;11;27.25;Duss Livio (2005);;20;53.75;12;27.0;1;-0.25;8.5
o;15;35.75;Kurmann Jvo;;13;55.5;15;35.75;0;0.0;8.5
o;19;44.25;Müller Philipp (2005);;18;54.25;18;44.5;-1;0.25;8.5

25a;Kaufmann Jens;;;;;;;;;;45.25
+;;;Hodler Mathias;;;;;;;;10.0
+;1;10.0;Affentranger Martin;;28;35.5;1;10.0;0;0.0;9.75
o;2;19.75;Ambühl Joel;**;2;58.5;5;18.75;3;-1.0;8.5
o;7;28.25;Scherer Niklaus;**;7;57.0;7;28.25;0;0.0;8.5
o;11;36.75;Huser Christian;;13;55.5;10;37.0;-1;0.25;8.5

26a;von Wyl Simon;;;;;;;;;;36.5
+;;;Bullakaj Benhard;;;;;;;;9.75
+;2;9.75;Riedweg Matteo (2005);;15;55.0;2;9.75;0;0.0;9.75
o;3;19.5;Troxler Jonas;*;9;56.5;6;18.5;3;-1.0;8.5
o;8;28.0;Egli Adrian;;15;55.0;10;27.5;2;-0.5;8.5

27a;Moos Christoph;*;;;;;;;;;35.75
+;;;Zürcher Ueli;*;;;;;;;10.0
o;1;10.0;Suppiger Werner;**;9;56.5;5;8.5;4;-1.5;8.5
-;6;18.5;Widmer Simon;;17;54.5;5;18.75;-1;0.25;8.75
o;11;27.25;Vogel Manuel;;19;54.0;11;27.25;0;0.0;8.5

28a;Schuler Daniel;*;;;;;;;;;35.5
o;;;Schnider Markus;*;;;;;;;8.5
o;5;8.5;Bürli Roger;**;7;57.0;4;8.75;-1;0.25;8.5
o;12;17.0;Bühler Kilian;;8;56.75;7;18.25;-5;1.25;8.5
+;17;25.5;Röösli Janis (2005);;28;35.5;12;27.0;-5;1.5;10.0

28b;Imgrüth Fabian (2005);;;;;;;;;;35.5
o;;;Schmidiger Lukas (2004);;;;;;;;8.5
o;5;8.5;Vogel Ivo;;24;52.75;4;8.75;-1;0.25;8.75
+;11;17.25;Zenklusen Matteo (2005);;24;52.75;11;17.25;0;0.0;9.75
o;12;27.0;von Rickenbach Carlo (2005);;14;55.25;12;27.0;0;0.0;8.5

28c;Steinauer Kevin (2004);;;;;;;;;;35.5
o;;;Vogel Manuel;;;;;;;;8.5
+;5;8.5;Schöpfer Elias (2004);;31;34.5;4;8.75;-1;0.25;10.0
o;6;18.5;Wicki David;*;16;54.75;8;18.0;2;-0.5;8.5
o;12;27.0;Wittwer Roy;;15;55.0;13;26.75;1;-0.25;8.5

28d;Zberg Kilian;;;;;;;;;;35.5
-;;;Ziegler Manuel;;;;;;;;8.75
+;4;8.75;Gloggner André;;28;35.5;5;8.5;1;-0.25;9.75
o;6;18.5;Schärli Reto;*;14;55.25;12;17.0;6;-1.5;8.5
o;12;27.0;Chiodo Gian Paolo (2005);;17;54.5;11;27.25;-1;0.25;8.5

28e;Portmann David (2004);;;;;;;;;;35.5
+;;;Langenstein Jonas (2005);;;;;;;;10.0
o;1;10.0;Huser Tobias;;16;54.75;2;9.75;1;-0.25;8.5
o;6;18.5;Föhn Christian;;18;54.25;7;18.25;1;-0.25;8.5
o;12;27.0;Käslin Ruedi;*;28;35.5;17;25.5;5;-1.5;8.5

28f;Röösli Janis (2005);;;;;;;;;;35.5
o;;;Egli Severin (2004);;;;;;;;8.5
o;5;8.5;Bullakaj Benhard;;29;35.25;5;8.5;0;0.0;8.75
+;11;17.25;Ziswiler Cyril (2004);;32;34.25;12;17.0;1;-0.25;9.75
o;12;27.0;Schuler Daniel;*;28;35.5;17;25.5;5;-1.5;8.5

28g;Hüsler Matthias;;;;;;;;;;35.5
o;;;Huser Christian;;;;;;;;8.5
+;5;8.5;Johann Kilian (2003);;33;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Doppmann Urs;**;9;56.5;5;18.75;-1;0.25;8.5
o;12;27.0;von Wyl Kevin (2004);;12;55.75;11;27.25;-1;0.25;8.5

28h;Wirz Martin (2005);;;;;;;;;;35.5
-;;;Rust Lorin (2004);;;;;;;;8.75
o;4;8.75;Zanini David;;18;54.25;4;8.75;0;0.0;8.5
o;11;17.25;Zimmermann Reto;;18;54.25;6;18.5;-5;1.25;8.5
+;16;25.75;Müller Severin;;33;34.0;17;25.5;1;-0.25;9.75

28i;Hodler Mathias;;;;;;;;;;35.5
o;;;Kaufmann Jens;;;;;;;;8.5
-;5;8.5;Hüppin Lukas (2004);;31;34.5;5;8.5;0;0.0;8.75
o;11;17.25;Ziegler Manuel;;34;27.0;11;17.25;0;0.0;8.5
+;16;25.75;Zberg Nuyen (2003);;33;34.0;17;25.5;1;-0.25;9.75

28j;Affentranger Martin;;;;;;;;;;35.5
+;;;Schöpfer Roman (2003);;;;;;;;10.0
o;1;10.0;Kaufmann Jens;;25;45.25;1;10.0;0;0.0;8.5
o;6;18.5;Niederberger Markus;*;14;55.25;12;17.0;6;-1.5;8.5
o;12;27.0;Barmettler Severin (2005);;14;55.25;11;27.25;-1;0.25;8.5

28k;Hodel Michael;;;;;;;;;;35.5
o;;;Wigger Simon;;;;;;;;8.5
+;5;8.5;Müller Silvio (2003);;24;52.75;5;8.5;0;0.0;10.0
o;6;18.5;Bürli Roger;**;7;57.0;6;18.5;0;0.0;8.5
o;12;27.0;Bissig Julian (2003);;18;54.25;12;27.0;0;0.0;8.5

28l;Gloggner André;;;;;;;;;;35.5
o;;;Theiler Thomas;;;;;;;;8.5
o;5;8.5;Zberg Kilian;;28;35.5;4;8.75;-1;0.25;8.5
o;12;17.0;Fellmann Simon;;17;54.5;11;17.25;-1;0.25;8.5
+;17;25.5;Egli Samuel;;33;34.0;17;25.5;0;0.0;10.0

28m;Rohrer Philipp (2004);;;;;;;;;;35.5
+;;;Marbach Sven (2005);;;;;;;;9.75
-;2;9.75;Bärtschi Basil;;37;18.5;2;9.75;0;0.0;8.75
o;6;18.5;Elmiger Matthias;;13;55.5;5;18.75;-1;0.25;8.5
o;12;27.0;Krauer Andri (2005);;19;54.0;12;27.0;0;0.0;8.5

28n;Käslin Ruedi;*;;;;;;;;;35.5
o;;;Scherrer Fabian;*;;;;;;;8.5
o;5;8.5;Jund Matthias;*;6;57.25;3;9.0;-2;0.5;8.5
o;12;17.0;Bühlmann Daniel;;17;54.5;6;18.5;-6;1.5;8.5
+;17;25.5;Portmann David (2004);;28;35.5;12;27.0;-5;1.5;10.0

28o;Theiler Nils (2004);;;;;;;;;;35.5
+;;;Furrer Jens;;;;;;;;9.75
o;2;9.75;Birchler Fabian;;15;55.0;1;10.0;-1;0.25;8.5
o;7;18.25;Zimmermann Daniel;*;18;54.25;12;17.0;5;-1.25;8.5
o;13;26.75;Aregger Fabian;;19;54.0;12;27.0;-1;0.25;8.75

28p;Johann Michael;;;;;;;;;;35.5
+;;;Theiler Andre (2003);;;;;;;;9.75
-;2;9.75;Egli Severin (2004);;18;54.25;2;9.75;0;0.0;8.75
o;6;18.5;Lagler Christian;*;12;55.75;10;17.5;4;-1.0;8.5
o;12;27.0;Ming Christian 2;;13;55.5;12;27.0;0;0.0;8.5

28q;Furrer Jens;;;;;;;;;;35.5
o;;;Theiler Nils (2004);;;;;;;;8.5
+;5;8.5;Langenstein Jonas (2005);;33;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Schöpfer Marco (2003);;12;55.75;5;18.75;-1;0.25;8.5
o;12;27.0;Thalmann Thomas;*;12;55.75;15;26.0;3;-1.0;8.5

28r;Portmann Curdin (2003);;;;;;;;;;35.5
o;;;Wiss Ivan (2004);;;;;;;;8.5
o;5;8.5;Rogenmoser Ryan;;16;54.75;5;8.5;0;0.0;8.5
+;12;17.0;Hüppin Lukas (2004);;31;34.5;11;17.25;-1;0.25;10.0
o;12;27.0;Schwyzer Samuel;*;13;55.5;12;27.0;0;0.0;8.5

28s;Grüter Marcel;;;;;;;;;;35.5
o;;;Albert Thomas;;;;;;;;8.5
o;5;8.5;Bühlmann Daniel;;17;54.5;4;8.75;-1;0.25;8.5
+;12;17.0;Rohrer Sven (2004);;22;53.25;11;17.25;-1;0.25;10.0
o;12;27.0;Wyrsch Silvio;*;8;56.75;13;26.75;1;-0.25;8.5

28t;Arnold Linus (2004);;;;;;;;;;35.5
o;;;Schumacher Marco;;;;;;;;8.5
+;5;8.5;Schnüriger Kevin (2004);;33;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Zemp Christian (2004);;14;55.25;5;18.75;-1;0.25;8.5
o;12;27.0;Zimmermann Reto;;18;54.25;12;27.0;0;0.0;8.5

29a;Kiser Markus (2005);;;;;;;;;;35.25
+;;;Koch Cyrill (2004);;;;;;;;9.75
o;2;9.75;Vogel Laurin;;17;54.5;1;10.0;-1;0.25;8.5
o;7;18.25;Rust Sandro;;16;54.75;7;18.25;0;0.0;8.5
o;13;26.75;Giger Janik;;19;54.0;13;26.75;0;0.0;8.5

29b;Schöpfer Roman (2003);;;;;;;;;;35.25
o;;;Affentranger Martin;;;;;;;;8.5
o;5;8.5;Rust Sandro;;16;54.75;5;8.5;0;0.0;8.5
+;12;17.0;Broch Marcel;;32;34.25;12;17.0;0;0.0;9.75
o;13;26.75;Walker Jan (2004);;14;55.25;12;27.0;-1;0.25;8.5

29c;Schurtenberger Pio (2004);;;;;;;;;;35.25
+;;;Zenklusen Matteo (2005);;;;;;;;9.75
o;2;9.75;Vogler Jonas;;15;55.0;2;9.75;0;0.0;8.5
o;7;18.25;Wigger Simon;;14;55.25;6;18.5;-1;0.25;8.5
o;13;26.75;Riedweg Matteo (2005);;15;55.0;13;26.75;0;0.0;8.5

29d;Bürgi Simon (2003);;;;;;;;;;35.25
o;;;Lustenberger Tim (2005);;;;;;;;8.5
+;5;8.5;Broch Marcel;;32;34.25;5;8.5;0;0.0;9.75
o;7;18.25;Bühler Ramon;;14;55.25;3;19.5;-4;1.25;8.5
o;13;26.75;Widmer Dominik;;19;54.0;16;25.75;3;-1.0;8.5

29e;Bullakaj Benhard;;;;;;;;;;35.25
o;;;von Wyl Simon;;;;;;;;8.5
+;5;8.5;Röösli Janis (2005);;28;35.5;5;8.5;0;0.0;9.75
o;7;18.25;Duss Yvan (2003);;14;55.25;7;18.25;0;0.0;8.5
o;13;26.75;Köpfli Mario (2005);;21;53.5;13;26.75;0;0.0;8.5

29f;Gloggner Matthias (2005);;;;;;;;;;35.25
+;;;Schöpfer Elias (2004);;;;;;;;9.75
o;2;9.75;Albert Thomas;;15;55.0;2;9.75;0;0.0;8.5
o;7;18.25;Wiss Ivan (2004);;18;54.25;6;18.5;-1;0.25;8.5
o;13;26.75;Blättler Ronnie (2004);;21;53.5;13;26.75;0;0.0;8.5

29g;Suter Nicolas (2003);;;;;;;;;;35.25
+;;;Albisser Jannik (2003);;;;;;;;9.75
o;2;9.75;Lustenberger Tim (2005);;17;54.5;2;9.75;0;0.0;8.5
o;7;18.25;Arnold Lukas;;14;55.25;7;18.25;0;0.0;8.5
o;13;26.75;Felder Ivan (2004);;16;54.75;11;27.25;-2;0.5;8.5

29h;Füglister Florian;;;;;;;;;;35.25
o;;;Rüttimann Daniel;;;;;;;;8.5
o;5;8.5;Schmid Joel;;22;53.25;5;8.5;0;0.0;8.5
o;12;17.0;Simmen Robin (2004);;17;54.5;11;17.25;-1;0.25;8.5
+;17;25.5;Theiler Andre (2003);;32;34.25;16;25.75;-1;0.25;9.75

30a;Lienhard Ramon (2004);;;;;;;;;;34.75
-;;;Bieri Crispin (2005);;;;;;;;8.75
o;4;8.75;Duss Yvan (2003);;14;55.25;5;8.5;1;-0.25;8.5
-;11;17.25;Theiler Andre (2003);;32;34.25;12;17.0;1;-0.25;8.75
-;15;26.0;Rust Silvio;;31;34.5;16;25.75;1;-0.25;8.75

30b;Stadelmann Simon;*;;;;;;;;;34.75
o;;;Fink Bruno;*;;;;;;;8.5
o;5;8.5;Müller Luca (2004);;7;57.0;1;10.0;-4;1.5;8.75
-;11;17.25;Gabriel Simon;;18;54.25;7;18.25;-4;1.0;9.0
o;14;26.25;Wyrsch Hansi;;12;55.75;11;27.25;-3;1.0;8.5

31a;Hüppin Lukas (2004);;;;;;;;;;34.5
o;;;Achermann Ivan (2005);;;;;;;;8.5
-;5;8.5;Hodler Mathias;;28;35.5;5;8.5;0;0.0;8.75
o;11;17.25;Portmann Curdin (2003);;28;35.5;12;17.0;1;-0.25;8.5
-;16;25.75;Küng Jonas (2004);;32;34.25;17;25.5;1;-0.25;8.75

31b;Schöpfer Elias (2004);;;;;;;;;;34.5
o;;;Gloggner Matthias (2005);;;;;;;;8.75
o;4;8.75;Steinauer Kevin (2004);;28;35.5;5;8.5;1;-0.25;8.5
o;11;17.25;Arnold Sebastian;;22;53.25;12;17.0;1;-0.25;8.5
-;16;25.75;Broch Marcel;;32;34.25;17;25.5;1;-0.25;8.75

31c;Rust Silvio;;;;;;;;;;34.5
-;;;Fischer Markus;;;;;;;;8.75
o;4;8.75;Walker Jan (2004);;14;55.25;4;8.75;0;0.0;8.5
o;11;17.25;Graber Sandro;;18;54.25;10;17.5;-1;0.25;8.5
-;16;25.75;Lienhard Ramon (2004);;30;34.75;15;26.0;-1;0.25;8.75

31d;Schmidiger Marco;*;;;;;;;;;34.5
o;;;Hegner Ueli;*;;;;;;;8.5
-;5;8.5;Lussi Marco;**;14;55.25;4;8.75;-1;0.25;8.75
o;11;17.25;Andermatt Reto;;15;55.0;6;18.5;-5;1.25;8.5
-;16;25.75;Schmid Pius;;18;54.25;12;27.0;-4;1.25;8.75

32a;Broch Marcel;;;;;;;;;;34.25
o;;;von Rickenbach Carlo (2005);;;;;;;;8.5
o;5;8.5;Bürgi Simon (2003);;29;35.25;5;8.5;0;0.0;8.5
o;12;17.0;Schöpfer Roman (2003);;29;35.25;12;17.0;0;0.0;8.5
-;17;25.5;Schöpfer Elias (2004);;31;34.5;16;25.75;-1;0.25;8.75

32b;Theiler Andre (2003);;;;;;;;;;34.25
o;;;Johann Michael;;;;;;;;8.5
o;5;8.5;Beffa Mario;;16;54.75;4;8.75;-1;0.25;8.5
-;12;17.0;Lienhard Ramon (2004);;30;34.75;11;17.25;-1;0.25;8.75
o;16;25.75;Füglister Florian;;29;35.25;17;25.5;1;-0.25;8.5

32c;Küng Jonas (2004);;;;;;;;;;34.25
o;;;Blättler Ronnie (2004);;;;;;;;8.5
o;5;8.5;von Wyl Kevin (2004);;12;55.75;4;8.75;-1;0.25;8.5
o;12;17.0;Staub Ivan;;17;54.5;10;17.5;-2;0.5;8.5
-;17;25.5;Hüppin Lukas (2004);;31;34.5;16;25.75;-1;0.25;8.75

32d;Ziswiler Cyril (2004);;;;;;;;;;34.25
o;;;Gisler Silvan;;;;;;;;8.5
o;5;8.5;Gabriel Simon;;18;54.25;5;8.5;0;0.0;8.5
o;12;17.0;Röösli Janis (2005);;28;35.5;11;17.25;-1;0.25;8.5
o;17;25.5;Füglister Stefan (2003);;20;53.75;13;26.75;-4;1.25;8.75

33a;Marbach Sven (2005);;;;;;;;;;34.0
o;;;Rohrer Philipp (2004);;;;;;;;8.5
o;5;8.5;Barmettler Severin (2005);;14;55.25;5;8.5;0;0.0;8.5
o;12;17.0;Waser David;;18;54.25;11;17.25;-1;0.25;8.5
o;17;25.5;Rohrer Sven (2004);;22;53.25;15;26.0;-2;0.5;8.5

33b;Johann Kilian (2003);;;;;;;;;;34.0
o;;;Bärtschi Basil;;;;;;;;8.5
o;5;8.5;Hüsler Matthias;;28;35.5;5;8.5;0;0.0;8.5
o;12;17.0;Rust Lorin (2004);;23;53.0;10;17.5;-2;0.5;8.5
o;17;25.5;Müller Silvio (2003);;24;52.75;16;25.75;-1;0.25;8.5

33c;Egli Samuel;;;;;;;;;;34.0
o;;;Kauflin Andrin (2004);;;;;;;;8.5
o;5;8.5;Achermann Ueli;;17;54.5;3;9.0;-2;0.5;8.5
o;12;17.0;Zgraggen Peter;;18;54.25;11;17.25;-1;0.25;8.5
o;17;25.5;Gloggner André;;28;35.5;17;25.5;0;0.0;8.5

33d;Langenstein Jonas (2005);;;;;;;;;;34.0
o;;;Portmann David (2004);;;;;;;;8.5
o;5;8.5;Furrer Jens;;28;35.5;5;8.5;0;0.0;8.5
o;12;17.0;Koch Cyrill (2004);;24;52.75;11;17.25;-1;0.25;8.5
o;17;25.5;Zenklusen Matteo (2005);;24;52.75;16;25.75;-1;0.25;8.5

33e;Müller Severin;;;;;;;;;;34.0
o;;;Karli Reto;;;;;;;;8.5
o;5;8.5;Bättig Patrick (2003);;17;54.5;4;8.75;-1;0.25;8.5
o;12;17.0;Wyrsch Hansi;;12;55.75;10;17.5;-2;0.5;8.5
o;17;25.5;Wirz Martin (2005);;28;35.5;16;25.75;-1;0.25;8.5

33f;Zberg Nuyen (2003);;;;;;;;;;34.0
o;;;Wyss Christian;;;;;;;;8.5
o;5;8.5;Ming Christian 2;;13;55.5;5;8.5;0;0.0;8.5
o;12;17.0;Amrhyn Jonas (2003);;17;54.5;11;17.25;-1;0.25;8.5
o;17;25.5;Hodler Mathias;;28;35.5;16;25.75;-1;0.25;8.5

33g;Albisser Jannik (2003);;;;;;;;;;34.0
o;;;Suter Nicolas (2003);;;;;;;;8.5
o;5;8.5;Brunner Timon;;13;55.5;5;8.5;0;0.0;8.5
o;12;17.0;Fischer Markus;;17;54.5;11;17.25;-1;0.25;8.5
o;17;25.5;Müller Philipp (2005);;18;54.25;15;26.0;-2;0.5;8.5

33h;Schnüriger Kevin (2004);;;;;;;;;;34.0
o;;;Krauer Andri (2005);;;;;;;;8.5
o;5;8.5;Arnold Linus (2004);;28;35.5;5;8.5;0;0.0;8.5
o;12;17.0;Giger Samuel (2005);;18;54.25;11;17.25;-1;0.25;8.5
o;17;25.5;Bieri Crispin (2005);;23;53.0;15;26.0;-2;0.5;8.5

34a;Ziegler Manuel;;;;;;;;;;27.0
-;;;Zberg Kilian;;;;;;;;8.75
o;4;8.75;Wittwer Roy;;15;55.0;5;8.5;1;-0.25;8.5
+;11;17.25;Hodler Mathias;;28;35.5;11;17.25;0;0.0;9.75

35a;Ottiger Lukas;*;;;;;;;;;25.5
o;;;Kurmann Toni;*;;;;;;;8.5
o;5;8.5;Lüthy Ralph;;14;55.25;1;10.0;-4;1.5;8.5
o;12;17.0;Brunner Timon;;13;55.5;6;18.5;-6;1.5;8.5

36a;Durrer Markus;;;;;;;;;;18.75
+;;;Müller Silvio (2003);;;;;;;;10.0
-;1;10.0;Chiodo Gian Paolo (2005);;17;54.5;1;10.0;0;0.0;8.75

36b;Wüthrich Philip;*;;;;;;;;;18.75
-;;;Wicki David;*;;;;;;;9.0
+;3;9.0;Schöpfer Marco (2003);;12;55.75;1;10.0;-2;1.0;9.75

37a;Bärtschi Basil;;;;;;;;;;18.5
+;;;Johann Kilian (2003);;;;;;;;9.75
-;2;9.75;Rohrer Philipp (2004);;28;35.5;2;9.75;0;0.0;8.75

38a;Huwyler Sven;;;;;;;;;;17.0
o;;;Bühler Ramon;;;;;;;;8.5
o;5;8.5;Kunz Pascal (2004);;24;52.75;4;8.75;-1;0.25;8.5

38b;Zürcher Ueli;*;;;;;;;;;17.0
o;;;Moos Christoph;*;;;;;;;8.5
o;5;8.5;Ulrich Marco;**;16;54.75;5;8.5;0;0.0;8.5

39a;Karli Reto;;;;;;;;;;9.75
+;;;Müller Severin;;;;;;;;9.75

40a;Furrer Alain;;;;;;;;;;8.5
o;;;Widmer Simon;;;;;;;;8.5

