3774-2018-05-27_104_StGaller_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.25
26g;Müller Fabian (2001);;;;;;;;;;35.25
+;;;Wenger Dominic;;;;;;;;9.75
o;2;9.75;Ueltschi Patric;*;12;55.5;5;8.5;3;-1.25;8.5
o;7;18.25;Scherrer Pascal;;19;53.75;6;18.5;-1;0.25;8.5
o;13;26.75;Bischof Raphael (2002);;19;53.75;13;26.75;0;0.0;8.5

26h;Städler Lars;;;;;;;;;;35.25
+;;;Müggler Silvan (2002);;;;;;;;9.75
o;2;9.75;Baumgartner Ramon (2002);;13;55.25;1;10.0;-1;0.25;8.5
o;7;18.25;Gerig Marcel;;13;55.25;6;18.5;-1;0.25;8.5
o;13;26.75;Schwager Mike (2000);;17;54.25;12;27.0;-1;0.25;8.5

26i;Käppeli Remo (2001);;;;;;;;;;35.25
o;;;Baumgartner Ramon (2002);;;;;;;;8.5
o;5;8.5;Bischof Raphael (2002);;19;53.75;5;8.5;0;0.0;8.5
+;11;17.0;Rickenmann Ramon (2001);;29;34.0;11;17.0;0;0.0;9.75
o;13;26.75;Roth David;;17;54.25;12;27.0;-1;0.25;8.5

26j;Keller Cedric (2002);;;;;;;;;;35.25
o;;;Baumann Elia (2000);;;;;;;;8.5
o;5;8.5;Tschudi Mario (2001);;25;35.5;5;8.5;0;0.0;8.5
+;11;17.0;Bader Sandro (2002);;29;34.0;11;17.0;0;0.0;9.75
o;13;26.75;Frick Andreas;*;17;54.25;16;25.75;3;-1.0;8.5

27a;Jöhl Christian;*;;;;;;;;;34.75
-;;;Pfister Florian;*;;;;;;;8.75
o;4;8.75;Heierli Pascal;;5;57.25;2;9.75;-2;1.0;8.5
-;10;17.25;Niederer Andreas (2002);;12;55.5;6;18.5;-4;1.25;8.75
-;15;26.0;Schrepfer Roy;;21;53.25;11;27.25;-4;1.25;8.75

27b;Scheiwiller Andreas;*;;;;;;;;;34.75
-;;;Wolfer Lukas;*;;;;;;;8.75
-;4;8.75;Schönenberger Björn;;25;35.5;2;9.75;-2;1.0;8.75
-;9;17.5;Blaser Gian;;13;55.25;6;18.5;-3;1.0;8.75
o;14;26.25;Galli Cedric (2001);;13;55.25;12;27.0;-2;0.75;8.5

28a;Müggler Silvan (2002);;;;;;;;;;34.25
o;;;Städler Lars;;;;;;;;8.5
-;5;8.5;Lusti Adrian (2001);;28;34.25;5;8.5;0;0.0;8.75
o;10;17.25;Roth David;;17;54.25;10;17.25;0;0.0;8.5
o;16;25.75;Krucker Silvan (2001);;25;35.5;16;25.75;0;0.0;8.5

28b;Stüble Lukas;;;;;;;;;;34.25
o;;;Bucher Roland;;;;;;;;8.5
o;5;8.5;Biser Niklaus;;26;35.25;5;8.5;0;0.0;8.5
-;11;17.0;Birk Till (2002);;25;35.5;11;17.0;0;0.0;8.75
o;16;25.75;Kiener Raphael (2000);;25;35.5;16;25.75;0;0.0;8.5

28c;Lusti Adrian (2001);;;;;;;;;;34.25
o;;;Blaser Gian;;;;;;;;8.5
-;5;8.5;Müggler Silvan (2002);;28;34.25;5;8.5;0;0.0;8.75
o;10;17.25;Roth Sämi (2000);;21;53.25;9;17.5;-1;0.25;8.5
o;16;25.75;Odermatt Michi;;25;35.5;16;25.75;0;0.0;8.5

28d;Roth Markus;;;;;;;;;;34.25
o;;;Baumgartner Joël;;;;;;;;8.5
o;5;8.5;Mock Marco;;14;55.0;5;8.5;0;0.0;8.5
-;11;17.0;Odermatt Michi;;25;35.5;11;17.0;0;0.0;8.75
o;16;25.75;Gaccioli Benjamin;;25;35.5;16;25.75;0;0.0;8.5

29a;Spangaro Luciano (2001);*;;;;;;;;;34.0
o;;;Rüegg Fabian;*;;;;;;;8.5
o;5;8.5;Vollmeier Sandro;;12;55.5;2;9.75;-3;1.25;8.5
o;11;17.0;Mettler Valentin;;4;57.5;3;19.5;-8;2.5;8.5
o;17;25.5;Rotach Lars (2000);;18;54.0;12;27.0;-5;1.5;8.5

29b;Bader Sandro (2002);;;;;;;;;;34.0
o;;;Scherrer Willi;;;;;;;;8.5
o;5;8.5;Schmid Remo (2002);;20;53.5;5;8.5;0;0.0;8.5
o;11;17.0;Keller Cedric (2002);;26;35.25;11;17.0;0;0.0;8.5
o;17;25.5;Müller Elias;;25;35.5;17;25.5;0;0.0;8.5

29c;Glättli Tobias (2002);;;;;;;;;;34.0
o;;;Wetter Silvan (2000);;;;;;;;8.5
o;5;8.5;Martin Tobias (2001);;20;53.5;4;8.75;-1;0.25;8.5
o;11;17.0;Dudli Gallus;;22;53.0;10;17.25;-1;0.25;8.5
o;17;25.5;Wenger Dominic;;26;35.25;17;25.5;0;0.0;8.5

29d;Oberhänsli Kilian;;;;;;;;;;34.0
o;;;Eisenring Leandro (2000);;;;;;;;8.5
o;5;8.5;Schwager Mike (2000);;17;54.25;5;8.5;0;0.0;8.5
o;11;17.0;Fässler Tobias (2002);;19;53.75;11;17.0;0;0.0;8.5
o;17;25.5;Sieber Marc (2000);;25;35.5;17;25.5;0;0.0;8.5

29e;Rickenmann Ramon (2001);;;;;;;;;;34.0
o;;;Frey Marco (2002);;;;;;;;8.5
o;5;8.5;Keller Dominic;;18;54.0;5;8.5;0;0.0;8.5
o;11;17.0;Käppeli Remo (2001);;26;35.25;11;17.0;0;0.0;8.5
o;17;25.5;Birk Till (2002);;25;35.5;16;25.75;-1;0.25;8.5

29f;Grob Rachen (2002);;;;;;;;;;34.0
o;;;Streule Reto (2002);;;;;;;;8.5
o;5;8.5;Galli Cedric (2001);;13;55.25;5;8.5;0;0.0;8.5
o;11;17.0;Maglia Leo;;26;35.25;11;17.0;0;0.0;8.5
o;17;25.5;Lusti Remo (2001);;25;35.5;16;25.75;-1;0.25;8.5

29g;Meier Adrian (2000);;;;;;;;;;34.0
o;;;Müller Loris;;;;;;;;8.5
o;5;8.5;Koller Silvan (2002);;25;35.5;5;8.5;0;0.0;8.5
o;11;17.0;Signer Walter;;25;35.5;11;17.0;0;0.0;8.5
o;17;25.5;Kressbach Pascal;;26;35.25;17;25.5;0;0.0;8.5

30a;Blaser Niklas;*;;;;;;;;;25.75
o;;;Kamer Hanspeter;*;;;;;;;8.5
o;5;8.5;Riget Florian;;7;56.75;1;10.0;-4;1.5;8.75
o;10;17.25;Lozza Roman;;12;55.5;5;18.75;-5;1.5;8.5

31a;Götti Samuel;;;;;;;;;;18.75
-;;;Martin Tobias (2001);;;;;;;;8.75
+;4;8.75;Roth Sämi (2000);;21;53.25;3;9.0;-1;0.25;10.0

32a;Leuppi Karim;*;;;;;;;;;17.0
o;;;Baumann Rico;*;;;;;;;8.5
o;5;8.5;Oertig Simon;;6;57.0;2;9.75;-3;1.25;8.5

33a;Frey Marco (2002);;;;;;;;;;9.75
+;;;Rickenmann Ramon (2001);;;;;;;;9.75

34a;Vestner Roman;*;;;;;;;;;8.5
o;;;Kunz Daniel;*;;;;;;;8.5

