2952-2018-08-19_19_Schwaegalp-Schwinget-ST

1a;Giger Samuel;***;;;;;;;;;58.75
+;;;Ott Damian (2000);**;;;;;;;10.0
o;1;10.0;Notz Beni;***;14;54.25;4;8.75;3;-1.25;8.5
+;6;18.5;Lehmann Philipp;*;18;53.25;8;17.5;2;-1.0;10.0
o;4;28.5;Hersche Martin;***;4;57.0;7;27.5;3;-1.0;8.5
o;7;37.0;Koch Thomas;*;10;55.25;7;37.0;0;0.0;8.5
o;11;45.5;Schmid Patrick;*;11;55.0;12;45.25;1;-0.25;8.5

15b;Arztmann Beda;*;;;;;;;;;54.0
+;;;Koller Fabian;*;;;;;;;10.0
o;1;10.0;Zwyssig Raphael;***;20;44.75;4;8.75;3;-1.25;8.5
-;6;18.5;Steiner Michael;**;19;52.75;6;18.5;0;0.0;8.75
o;8;27.25;Roth Martin;**;13;54.5;8;27.25;0;0.0;8.5
o;12;35.75;Mettler Valentin;*;15;54.0;12;35.75;0;0.0;8.5
+;16;44.25;Schlegel Werner (2002);*;19;52.75;16;44.25;0;0.0;9.75

15c;Schnurrenberger Roman;**;;;;;;;;;54.0
o;;;Gerber Christian;**;;;;;;;8.5
+;5;8.5;Baumann Rico;*;13;54.5;4;8.75;-1;0.25;9.75
o;7;18.25;Fankhauser Marco;**;9;55.5;6;18.5;-1;0.25;8.5
+;10;26.75;Bühler Hannes;*;23;35.25;10;26.75;0;0.0;10.0
o;8;36.75;Krähenbühl Tobias;***;9;55.5;8;36.75;0;0.0;8.5
-;12;45.25;Eugster Ruedi;**;14;54.25;11;45.5;-1;0.25;8.75

15d;Vollenweider Jeremy;*;;;;;;;;;54.0
o;;;Kuster Thomas;*;;;;;;;8.5
+;5;8.5;Wey Nicola;*;22;35.5;5;8.5;0;0.0;9.75
o;7;18.25;Rychen Roger;***;5;56.75;9;17.25;2;-1.0;8.5
+;10;26.75;Ott Damian (2000);**;23;35.25;10;26.75;0;0.0;9.75
-;9;36.5;Roth Martin;**;13;54.5;7;37.0;-2;0.5;9.0
o;11;45.5;Geisser Lars;**;8;55.75;10;45.75;-1;0.25;8.5

15e;Mettler Valentin;*;;;;;;;;;54.0
-;;;Funk Nicola;*;;;;;;;8.75
-;4;8.75;Schudel Simon;*;19;52.75;5;8.5;1;-0.25;8.75
+;8;17.5;Kunz Daniel;*;28;34.0;10;17.0;2;-0.5;9.75
o;8;27.25;Ulrich Andreas;***;8;55.75;8;27.25;0;0.0;8.5
+;12;35.75;Arztmann Beda;*;15;54.0;12;35.75;0;0.0;9.75
o;11;45.5;Dörig Erich;*;9;55.5;11;45.5;0;0.0;8.5

15f;Schläpfer Matthias;*;;;;;;;;;54.0
+;;;Schäppi Urs;*;;;;;;;10.0
-;1;10.0;Reichmuth Marco;**;14;54.25;4;8.75;3;-1.25;8.75
o;5;18.75;Roschi Ruedi;**;9;55.5;5;18.75;0;0.0;8.5
o;8;27.25;Notz Beni;***;14;54.25;9;27.0;1;-0.25;8.5
+;12;35.75;Steiner Michael;**;19;52.75;12;35.75;0;0.0;9.75
o;11;45.5;Höfliger Andreas;**;10;55.25;12;45.25;1;-0.25;8.5

16a;Gmür Pirmin;**;;;;;;;;;53.75
o;;;Kennel Stefan;**;;;;;;;8.5
+;5;8.5;Lehmann Philipp;*;18;53.25;4;8.75;-1;0.25;9.75
+;7;18.25;Höfliger Andreas;**;10;55.25;6;18.5;-1;0.25;9.75
-;6;28.0;Gnägi Florian;***;21;36.25;7;27.5;1;-0.5;8.75
o;8;36.75;Steffen Gustav;**;11;55.0;8;36.75;0;0.0;8.5
o;12;45.25;Ackermann Remo;*;9;55.5;11;45.5;-1;0.25;8.5

16b;Gehrig Philipp;**;;;;;;;;;53.75
-;;;Roth Martin;**;;;;;;;8.75
-;4;8.75;Peng Mike;***;22;35.5;5;8.5;1;-0.25;8.75
+;8;17.5;Rüegg Fabian;*;24;35.0;8;17.5;0;0.0;9.75
-;8;27.25;Krähenbühl Lukas;*;17;53.5;8;27.25;0;0.0;9.0
-;10;36.25;Eugster Ruedi;**;14;54.25;8;36.75;-2;0.5;8.75
o;13;45.0;Baumann Rico;*;13;54.5;15;44.5;2;-0.5;8.75

17a;Krähenbühl Lukas;*;;;;;;;;;53.5
-;;;Rüegg Fabian;*;;;;;;;8.75
+;4;8.75;Wickli Beat;**;10;55.25;5;8.5;1;-0.25;10.0
o;5;18.75;Schurtenberger Sven;***;4;57.0;5;18.75;0;0.0;8.5
-;8;27.25;Gehrig Philipp;**;16;53.75;8;27.25;0;0.0;9.0
o;10;36.25;Egli Damian;**;12;54.75;9;36.5;-1;0.25;8.5
o;14;44.75;Marty Jaime (2000);*;11;55.0;12;45.25;-2;0.5;8.75

18a;Lehmann Philipp;*;;;;;;;;;53.25
o;;;Bühler Hannes;*;;;;;;;8.75
o;4;8.75;Gmür Pirmin;**;16;53.75;5;8.5;1;-0.25;8.75
o;8;17.5;Schletti Andreas;*;15;54.0;6;18.5;-2;1.0;8.5
+;11;26.0;Poltera Andrin;*;26;34.5;11;26.0;0;0.0;10.0
o;11;36.0;Eugster Ruedi;**;14;54.25;8;36.75;-3;0.75;8.75
o;14;44.75;Koch Reto;*;11;55.0;13;45.0;-1;0.25;8.5

19a;Schlegel Werner (2002);*;;;;;;;;;52.75
+;;;Schudel Simon;*;;;;;;;10.0
o;1;10.0;Luginbühl Hanspeter;**;10;55.25;2;9.75;1;-0.25;8.5
o;6;18.5;Betschart Remo;**;9;55.5;5;18.75;-1;0.25;8.5
-;9;27.0;Kuster Thomas;*;22;35.5;10;26.75;1;-0.25;8.75
o;12;35.75;Reichmuth Marco;**;14;54.25;12;35.75;0;0.0;8.5
o;16;44.25;Arztmann Beda;*;15;54.0;16;44.25;0;0.0;8.5

19b;Schudel Simon;*;;;;;;;;;52.75
o;;;Schlegel Werner (2002);*;;;;;;;8.5
-;5;8.5;Mettler Valentin;*;15;54.0;4;8.75;-1;0.25;8.75
o;9;17.25;Schmid Dominik;**;22;35.5;10;17.0;1;-0.25;8.5
+;12;25.75;Vestner Bruno;*;27;34.25;12;25.75;0;0.0;10.0
o;12;35.75;Oertig Dominik;**;13;54.5;11;36.0;-1;0.25;8.5
o;16;44.25;Battaglia Ursin;**;14;54.25;16;44.25;0;0.0;8.5

19c;Steiner Michael;**;;;;;;;;;52.75
+;;;Dörig Erich;*;;;;;;;9.75
-;2;9.75;Schenk Patrick;***;7;56.0;5;8.5;3;-1.25;8.75
-;6;18.5;Arztmann Beda;*;15;54.0;6;18.5;0;0.0;8.75
o;8;27.25;Bernhard Lukas;*;10;55.25;5;28.25;-3;1.0;8.5
o;12;35.75;Schläpfer Matthias;*;15;54.0;12;35.75;0;0.0;8.5
o;16;44.25;Betschart Remo;**;9;55.5;11;45.5;-5;1.25;8.5

20a;Zwyssig Raphael;***;;;;;;;;;44.75
-;;;Gnägi Florian;***;;;;;;;8.75
+;4;8.75;Arztmann Beda;*;15;54.0;1;10.0;-3;1.25;10.0
o;5;18.75;Gerber Christian;**;2;57.5;1;20.0;-4;1.25;8.5
-;8;27.25;Fankhauser Marco;**;9;55.5;5;28.25;-3;1.0;9.0
o;10;36.25;Herger Matthias;**;5;56.75;7;37.0;-3;0.75;8.5

21a;Gnägi Florian;***;;;;;;;;;36.25
-;;;Zwyssig Raphael;***;;;;;;;8.75
+;4;8.75;Bühler Hannes;*;23;35.25;2;9.75;-2;1.0;10.0
-;5;18.75;Mathis Marcel;***;7;56.0;1;20.0;-4;1.25;8.75
-;7;27.5;Gmür Pirmin;**;16;53.75;6;28.0;-1;0.5;8.75

22a;Kuster Thomas;*;;;;;;;;;35.5
+;;;Vollenweider Jeremy;*;;;;;;;9.75
o;2;9.75;Aeschbacher Matthias;**;6;56.5;5;8.5;3;-1.25;8.5
o;7;18.25;Rhyner Michael;**;10;55.25;6;18.5;-1;0.25;8.5
-;10;26.75;Schlegel Werner (2002);*;19;52.75;9;27.0;-1;0.25;8.75

22b;Wey Nicola;*;;;;;;;;;35.5
o;;;Koch Reto;*;;;;;;;8.5
o;5;8.5;Vollenweider Jeremy;*;15;54.0;5;8.5;0;0.0;8.5
o;10;17.0;Baumann Rico;*;13;54.5;8;17.5;-2;0.5;8.5
+;13;25.5;Keller Manuel;*;26;34.5;11;26.0;-2;0.5;10.0

22c;Jörger Marc;*;;;;;;;;;35.5
-;;;Ammann Rico;*;;;;;;;8.75
o;4;8.75;Dändliker Shane;**;12;54.75;5;8.5;1;-0.25;8.5
+;9;17.25;Schäppi Urs;*;27;34.25;9;17.25;0;0.0;9.75
o;9;27.0;Arnold Stefan;**;14;54.25;11;26.0;2;-1.0;8.5

22d;Peng Mike;***;;;;;;;;;35.5
o;;;Fankhauser Marco;**;;;;;;;8.5
-;5;8.5;Gehrig Philipp;**;16;53.75;4;8.75;-1;0.25;8.75
o;9;17.25;Giger Urs;*;11;55.0;7;18.25;-2;1.0;8.5
+;12;25.75;Schäppi Urs;*;27;34.25;12;25.75;0;0.0;9.75

22e;Schmid Dominik;**;;;;;;;;;35.5
o;;;Luginbühl Hanspeter;**;;;;;;;8.5
o;5;8.5;Herger Matthias;**;5;56.75;5;8.5;0;0.0;8.5
+;10;17.0;Schudel Simon;*;19;52.75;9;17.25;-1;0.25;9.75
o;10;26.75;Ackermann Remo;*;9;55.5;10;26.75;0;0.0;8.75

22f;Ammann Rico;*;;;;;;;;;35.5
-;;;Jörger Marc;*;;;;;;;8.75
o;4;8.75;Bernold Christian;**;14;54.25;5;8.5;1;-0.25;8.5
+;9;17.25;Vestner Bruno;*;27;34.25;9;17.25;0;0.0;9.75
o;9;27.0;Wickli Beat;**;10;55.25;9;27.0;0;0.0;8.5

23a;Elmer Daniel;*;;;;;;;;;35.25
+;;;Poltera Andrin;*;;;;;;;9.75
o;2;9.75;Gehrig Damian;***;8;55.75;4;8.75;2;-1.0;8.5
o;7;18.25;Kennel Stefan;**;10;55.25;7;18.25;0;0.0;8.5
o;10;26.75;Marty Jaime (2000);*;11;55.0;10;26.75;0;0.0;8.5

23b;Schlegel Reto;*;;;;;;;;;35.25
+;;;Marty Jaime (2000);*;;;;;;;9.75
o;2;9.75;Kuster Marcel;***;14;54.25;5;8.5;3;-1.25;8.5
o;7;18.25;Herger Matthias;**;5;56.75;6;18.5;-1;0.25;8.5
o;10;26.75;Dörig Erich;*;9;55.5;9;27.0;-1;0.25;8.5

23c;Landolt Reto;*;;;;;;;;;35.25
+;;;Vestner Bruno;*;;;;;;;9.75
o;2;9.75;von Weissenfluh Kilian;**;13;54.5;4;8.75;2;-1.0;8.5
o;7;18.25;Egli Damian;**;12;54.75;7;18.25;0;0.0;8.5
o;10;26.75;Reichmuth Marco;**;14;54.25;11;26.0;1;-0.75;8.5

23d;Koller Fabian;*;;;;;;;;;35.25
o;;;Arztmann Beda;*;;;;;;;8.5
o;5;8.5;Schmid Patrick;*;11;55.0;5;8.5;0;0.0;8.5
o;10;17.0;Jöhl Christian;*;23;35.25;10;17.0;0;0.0;8.5
+;13;25.5;Kunz Daniel;*;28;34.0;13;25.5;0;0.0;9.75

23e;Riget Tobias;**;;;;;;;;;35.25
+;;;Steffen Gustav;**;;;;;;;9.75
o;2;9.75;von Ah Benji;***;9;55.5;1;10.0;-1;0.25;8.5
o;7;18.25;Koch Reto;*;11;55.0;7;18.25;0;0.0;8.5
o;10;26.75;Höfliger Andreas;**;10;55.25;9;27.0;-1;0.25;8.5

23f;Jöhl Christian;*;;;;;;;;;35.25
o;;;Koch Thomas;*;;;;;;;8.5
o;5;8.5;Marty Jaime (2000);*;11;55.0;5;8.5;0;0.0;8.5
+;10;17.0;Koller Fabian;*;23;35.25;10;17.0;0;0.0;9.75
o;10;26.75;Bernold Christian;**;14;54.25;9;27.0;-1;0.25;8.5

23g;Bühler Hannes;*;;;;;;;;;35.25
+;;;Lehmann Philipp;*;;;;;;;9.75
o;2;9.75;Gnägi Florian;***;21;36.25;4;8.75;2;-1.0;8.5
o;7;18.25;Ackermann Remo;*;9;55.5;10;17.0;3;-1.25;8.5
o;10;26.75;Schnurrenberger Roman;**;15;54.0;10;26.75;0;0.0;8.5

23h;Ott Damian (2000);**;;;;;;;;;35.25
o;;;Schletti Andreas;*;;;;;;;8.5
+;5;8.5;Vestner Bruno;*;27;34.25;4;8.75;-1;0.25;9.75
o;7;18.25;Krähenbühl Tobias;***;9;55.5;6;18.5;-1;0.25;8.5
o;10;26.75;Vollenweider Jeremy;*;15;54.0;10;26.75;0;0.0;8.5

24a;Rüegg Fabian;*;;;;;;;;;35.0
-;;;Krähenbühl Lukas;*;;;;;;;8.75
-;4;8.75;Schäppi Urs;*;27;34.25;5;8.5;1;-0.25;8.75
o;8;17.5;Gehrig Philipp;**;16;53.75;8;17.5;0;0.0;8.5
-;11;26.0;Funk Nicola;*;25;34.75;12;25.75;1;-0.25;9.0

25a;Funk Nicola;*;;;;;;;;;34.75
-;;;Mettler Valentin;*;;;;;;;8.75
o;4;8.75;Dörig Erich;*;9;55.5;5;8.5;1;-0.25;8.5
o;9;17.25;Wickli Beat;**;10;55.25;10;17.0;1;-0.25;8.5
-;12;25.75;Rüegg Fabian;*;24;35.0;11;26.0;-1;0.25;9.0

26a;Poltera Andrin;*;;;;;;;;;34.5
o;;;Elmer Daniel;*;;;;;;;8.75
o;4;8.75;Oertig Dominik;**;13;54.5;4;8.75;0;0.0;8.5
-;9;17.25;Keller Manuel;*;26;34.5;9;17.25;0;0.0;8.75
o;11;26.0;Lehmann Philipp;*;18;53.25;11;26.0;0;0.0;8.5

26b;Keller Manuel;*;;;;;;;;;34.5
-;;;Baumann Rico;*;;;;;;;8.75
o;4;8.75;Battaglia Ursin;**;14;54.25;5;8.5;1;-0.25;8.5
-;9;17.25;Poltera Andrin;*;26;34.5;9;17.25;0;0.0;8.75
o;11;26.0;Wey Nicola;*;22;35.5;13;25.5;2;-0.5;8.5

27a;Vestner Bruno;*;;;;;;;;;34.25
o;;;Landolt Reto;*;;;;;;;8.75
o;4;8.75;Ott Damian (2000);**;23;35.25;5;8.5;1;-0.25;8.5
o;9;17.25;Ammann Rico;*;22;35.5;9;17.25;0;0.0;8.5
o;12;25.75;Schudel Simon;*;19;52.75;12;25.75;0;0.0;8.5

27b;Schäppi Urs;*;;;;;;;;;34.25
o;;;Schläpfer Matthias;*;;;;;;;8.5
-;5;8.5;Rüegg Fabian;*;24;35.0;4;8.75;-1;0.25;8.75
o;9;17.25;Jörger Marc;*;22;35.5;9;17.25;0;0.0;8.5
o;12;25.75;Peng Mike;***;22;35.5;12;25.75;0;0.0;8.5

28a;Kunz Daniel;*;;;;;;;;;34.0
o;;;Giger Urs;*;;;;;;;8.5
o;5;8.5;Roth Martin;**;13;54.5;4;8.75;-1;0.25;8.5
o;10;17.0;Mettler Valentin;*;15;54.0;8;17.5;-2;0.5;8.5
o;13;25.5;Koller Fabian;*;23;35.25;13;25.5;0;0.0;8.5

29a;Röthlisberger Simon;**;;;;;;;;;27.0
+;;;Wickli Beat;**;;;;;;;10.0
o;1;10.0;Giger Samuel;***;1;58.75;3;9.0;2;-1.0;8.5
o;6;18.5;Koch Thomas;*;10;55.25;5;18.75;-1;0.25;8.5

